DEPT	CODE_COAL	Lay	AC	GR	CILD	DEN	CLL8	RT	AT10	AT20	AT30	AT60	AT90
1970.0	0	Y6	252.986	120.818	69.710	2.482	79.355	14.361	12.606	13.628	14.959	15.067	14.361
1970.1	0	Y6	251.681	118.385	66.442	2.489	77.452	15.059	12.913	14.020	15.474	15.724	15.059
1970.2	0	Y6	253.748	118.066	64.632	2.492	78.165	15.475	12.795	14.105	15.398	15.852	15.475
1970.3	0	Y6	259.890	118.458	64.419	2.488	81.658	15.524	12.265	13.869	14.948	15.570	15.524
1970.4	0	Y6	270.699	119.163	65.309	2.469	86.890	15.315	11.538	13.457	14.418	15.125	15.315
1970.5	2	Y6	286.352	120.163	66.303	2.429	91.947	15.084	10.887	13.103	14.070	14.779	15.084
1970.6	2	Y6	306.317	121.281	65.831	2.368	93.901	15.191	10.650	13.138	14.191	14.852	15.191
1970.7	2	Y6	328.571	119.414	61.195	2.288	88.075	16.396	11.389	14.225	15.427	16.030	16.396
1970.8	2	Y6	350.081	113.383	53.105	2.190	76.115	19.129	13.370	16.727	18.152	18.715	19.129
1970.9	2	Y6	368.807	103.861	43.140	2.080	61.123	24.023	17.029	21.217	22.952	23.541	24.023
1971.0	2	Y6	383.648	91.694	32.940	1.967	46.079	31.558	22.588	28.099	30.426	31.058	31.558
1971.1	1	Y6	394.160	77.580	24.421	1.859	34.197	41.845	29.852	37.401	41.035	41.539	41.845
1971.2	1	Y6	400.363	61.638	18.679	1.758	26.899	54.917	37.867	48.661	56.675	55.685	54.917
1971.3	1	Y6	403.943	46.187	14.840	1.669	22.093	69.105	46.113	59.433	74.862	71.064	69.105
1971.4	1	Y6	405.943	33.032	12.320	1.596	18.566	82.298	54.672	67.335	90.216	84.004	82.298
1971.5	1	Y6	407.047	22.958	10.810	1.537	15.966	92.937	63.127	71.011	99.338	92.223	92.937
1971.6	1	Y6	407.951	16.034	10.003	1.488	14.280	100.076	70.198	70.129	101.943	95.294	100.076
1971.7	1	Y6	409.588	13.362	9.511	1.448	13.487	105.231	74.195	67.203	102.574	96.444	105.231
1971.8	1	Y6	412.275	13.618	9.080	1.416	12.954	110.260	77.261	64.894	103.618	97.888	110.260
1971.9	1	Y6	415.953	14.747	8.746	1.392	12.532	114.408	79.832	63.645	104.709	99.349	114.408
1972.0	1	Y6	420.389	15.307	8.631	1.372	12.347	115.906	81.006	63.101	104.931	99.873	115.906
1972.1	1	Y6	425.187	14.592	8.876	1.354	12.593	112.706	79.424	62.737	103.323	98.396	112.706
1972.2	1	Y6	429.738	12.781	9.602	1.336	13.402	104.462	74.761	61.860	98.825	94.013	104.462
1972.3	1	Y6	433.791	10.875	10.725	1.318	14.738	93.918	68.229	60.236	92.581	87.936	93.918
1972.4	1	Y6	437.277	9.364	12.155	1.300	16.727	83.047	60.445	57.828	85.940	81.468	83.047
1972.5	1	Y6	440.154	8.480	13.843	1.282	19.436	72.830	52.058	54.658	78.992	74.896	72.830
1972.6	1	Y6	442.380	8.431	15.771	1.265	22.768	63.687	44.214	50.838	70.424	67.443	63.687
1972.7	1	Y6	443.419	9.589	18.084	1.251	26.357	55.686	38.222	46.284	59.156	58.136	55.686
1972.8	1	Y6	442.615	11.679	20.932	1.241	30.248	48.325	33.381	41.153	48.448	48.974	48.325
1972.9	1	Y6	438.790	14.546	24.585	1.237	35.004	41.320	28.943	35.684	39.537	40.858	41.320
1973.0	1	Y6	430.621	18.518	29.402	1.244	41.265	34.601	24.596	30.106	32.281	33.787	34.601
1973.1	1	Y6	416.833	24.411	35.800	1.263	49.610	28.232	20.347	24.665	26.238	27.515	28.232
1973.2	1	Y6	395.772	35.181	44.465	1.298	60.729	22.884	16.718	20.072	21.445	22.383	22.884
1973.3	1	Y6	369.818	48.315	54.788	1.352	73.569	18.656	13.844	16.461	17.807	18.463	18.656
1973.4	1	Y6	341.911	59.534	65.686	1.437	86.560	15.477	11.703	13.777	15.240	15.674	15.477
1973.5	1	Y6	314.744	66.684	75.858	1.641	97.972	13.280	10.259	11.966	13.614	13.867	13.280
1973.6	1	Y6	291.152	70.266	83.667	1.872	105.764	11.976	9.465	10.954	12.694	12.806	11.976
1973.7	3	Y6	274.365	72.109	87.291	2.050	107.554	11.459	9.298	10.671	12.302	12.324	11.459
1973.8	3	Y6	263.226	74.380	87.064	2.203	103.859	11.489	9.644	10.916	12.326	12.283	11.489
1973.9	3	Y6	256.185	77.252	83.618	2.325	95.988	11.985	10.480	11.634	12.775	12.676	11.985
1974.0	3	Y6	252.031	79.946	77.790	2.419	85.704	12.900	11.751	12.795	13.656	13.505	12.900
1974.1	0	Y6	249.561	81.319	70.879	2.490	75.468	14.142	13.304	14.314	14.935	14.727	14.142
1974.2	3	Y6	248.287	79.773	64.524	2.542	67.263	15.550	14.936	16.018	16.455	16.193	15.550
1974.3	3	Y6	248.045	76.935	59.902	2.580	61.537	16.733	16.306	17.451	17.731	17.433	16.733
1974.4	3	Y6	248.760	73.525	57.392	2.599	58.399	17.433	17.138	18.302	18.468	18.155	17.433
1974.5	3	Y6	250.204	70.044	57.033	2.592	57.818	17.538	17.301	18.439	18.557	18.242	17.538
1974.6	3	Y6	251.918	67.596	58.706	2.566	59.547	17.040	16.800	17.864	17.985	17.684	17.040
1974.7	3	Y6	253.151	69.754	62.355	2.529	63.352	16.064	15.813	16.759	16.891	16.623	16.064
1974.8	3	Y6	253.986	75.664	66.972	2.484	68.113	14.973	14.724	15.557	15.692	15.456	14.973
1974.9	0	Y6	255.279	82.113	71.843	2.433	73.056	13.956	13.724	14.474	14.600	14.387	13.956
1975.0	0	Y6	258.176	86.098	76.316	2.377	77.487	13.120	12.921	13.621	13.729	13.528	13.120
1975.1	0	Y6	264.005	85.140	79.540	2.286	80.520	12.577	12.423	13.110	13.191	12.990	12.577
1975.2	3	Y6	274.248	79.845	80.203	2.171	80.869	12.469	12.366	13.084	13.136	12.919	12.469
1975.3	1	Y6	287.038	75.241	78.513	2.110	78.852	12.744	12.691	13.472	13.502	13.253	12.744
1975.4	1	Y6	299.536	73.067	75.093	2.071	75.166	13.341	13.330	14.198	14.216	13.923	13.341
1975.5	1	Y6	309.013	73.563	70.702	2.034	70.642	14.170	14.182	15.161	15.181	14.833	14.170
1975.6	1	Y6	312.767	76.965	66.342	2.015	66.384	15.089	15.078	16.196	16.247	15.830	15.089
1975.7	2	Y6	308.229	84.892	63.175	2.026	63.683	15.841	15.710	17.018	17.170	16.655	15.841
1975.8	2	Y6	298.168	92.717	61.381	2.067	62.458	16.297	16.013	17.507	17.788	17.169	16.297
1975.9	2	Y6	285.689	96.899	60.522	2.137	62.159	16.524	16.088	17.759	18.196	17.452	16.524
1976.0	0	Y6	273.230	96.650	60.140	2.220	62.301	16.628	16.051	17.906	18.550	17.628	16.628
1976.1	0	Y6	262.999	93.343	59.882	2.288	62.495	16.700	16.001	18.064	18.988	17.805	16.700
1976.2	0	Y6	256.555	92.750	59.829	2.333	62.062	16.715	16.114	18.230	19.238	17.913	16.715
1976.3	0	Y6	252.588	94.219	60.252	2.372	61.306	16.598	16.313	18.299	19.020	17.841	16.598
1976.4	0	Y6	249.730	95.419	61.125	2.424	60.559	16.362	16.514	18.256	18.460	17.613	16.362
1976.5	0	Y6	246.996	94.751	62.101	2.467	59.766	16.104	16.735	18.187	17.856	17.349	16.104
1976.6	0	Y6	243.553	91.174	62.548	2.497	58.507	15.987	17.094	18.253	17.584	17.234	15.987
1976.7	0	Y6	238.936	84.694	61.294	2.514	55.944	16.320	17.893	18.779	17.956	17.605	16.320
1976.8	3	Y6	233.740	77.528	58.479	2.523	52.489	17.129	19.101	19.789	18.887	18.495	17.129
1976.9	3	Y6	228.705	70.183	54.753	2.530	49.047	18.320	20.438	21.143	20.245	19.800	18.320
1977.0	4	Y6	224.438	62.708	50.820	2.537	46.439	19.725	21.552	22.621	21.892	21.343	19.725
1977.1	4	Y6	221.466	55.599	47.457	2.546	45.358	21.094	22.048	23.908	23.648	22.854	21.094
1977.2	4	Y6	220.184	50.147	45.249	2.554	46.376	22.114	21.573	24.615	25.334	23.995	22.114
1977.3	4	Y6	219.995	46.807	43.831	2.560	48.644	22.824	20.588	24.847	26.680	24.802	22.824
1977.4	4	Y6	220.420	45.537	42.793	2.564	51.337	23.374	19.510	24.833	27.628	25.438	23.374
1977.5	4	Y6	221.229	45.991	41.918	2.569	53.983	23.860	18.543	24.720	28.244	26.001	23.860
1977.6	4	Y6	222.326	47.496	41.150	2.575	56.353	24.303	17.753	24.563	28.642	26.516	24.303
1977.7	4	Y6	224.209	48.237	41.018	2.576	58.900	24.380	16.991	24.108	28.548	26.622	24.380
1977.8	4	Y6	227.482	48.183	41.911	2.570	62.394	23.873	16.060	23.170	27.757	26.079	23.873
1977.9	4	Y6	232.936	48.123	43.948	2.552	67.175	22.800	14.942	21.782	26.318	24.908	22.800
1978.0	4	Y6	241.386	48.756	46.978	2.519	73.110	21.339	13.726	20.124	24.450	23.305	21.339
1978.1	4	Y6	253.579	50.621	50.569	2.465	79.636	19.803	12.580	18.490	22.529	21.612	19.803
1978.2	4	Y6	270.532	53.709	53.500	2.388	85.076	18.710	11.770	17.344	21.151	20.398	18.710
1978.3	1	Y6	290.624	57.558	55.012	2.289	88.323	18.183	11.328	16.765	20.441	19.800	18.183
1978.4	1	Y6	311.628	62.036	54.963	2.219	89.040	18.199	11.232	16.715	20.364	19.793	18.199
1978.5	1	Y6	331.277	66.886	53.629	2.159	87.475	18.657	11.437	17.098	20.799	20.264	18.657
1978.6	1	Y6	347.050	71.479	51.668	2.080	84.427	19.362	11.850	17.734	21.521	20.997	19.362
1978.7	1	Y6	355.836	77.240	49.871	1.981	79.847	20.060	12.542	18.405	22.143	21.631	20.060
1978.8	2	Y6	359.198	85.818	48.427	1.892	73.295	20.658	13.715	19.024	22.459	21.986	20.658
1978.9	2	Y6	359.446	95.691	47.019	1.839	65.915	21.280	15.279	19.702	22.718	22.291	21.280
1979.0	2	Y6	358.460	104.264	45.304	1.815	59.049	22.095	17.019	20.587	23.251	22.851	22.095
1979.1	2	Y6	357.917	108.829	43.046	1.807	53.616	23.248	18.690	21.817	24.333	23.916	23.248
1979.2	2	Y6	357.526	106.967	40.647	1.808	49.691	24.633	20.163	23.300	25.837	25.364	24.633
1979.3	2	Y6	354.964	101.451	39.272	1.811	47.414	25.473	21.108	24.289	26.816	26.290	25.473
1979.4	2	Y6	348.195	95.130	39.555	1.810	47.160	25.302	21.215	24.321	26.728	26.175	25.302
1979.5	2	Y6	336.294	90.291	41.612	1.808	49.013	24.091	20.438	23.350	25.529	24.981	24.091
1979.6	2	Y6	319.489	89.229	45.204	1.813	52.613	22.167	19.035	21.669	23.554	23.039	22.167
1979.7	2	Y6	300.387	94.862	49.285	1.833	56.554	20.344	17.714	20.047	21.658	21.186	20.344
1979.8	2	Y6	282.539	103.179	53.024	1.874	59.865	18.907	16.728	18.766	20.150	19.720	18.907
1979.9	0	Y6	267.943	111.016	56.178	1.951	62.390	17.827	16.040	17.794	19.001	18.612	17.827
1980.0	0	Y6	257.397	116.877	58.781	2.051	64.311	17.026	15.555	17.049	18.130	17.779	17.026
1980.1	0	Y6	250.901	120.028	61.017	2.163	65.998	16.394	15.155	16.426	17.424	17.109	16.394
1980.2	0	Y6	247.818	119.351	63.001	2.278	67.773	15.878	14.759	15.873	16.820	16.540	15.878
1980.3	0	Y6	246.501	115.899	64.766	2.383	69.447	15.446	14.403	15.386	16.271	16.030	15.446
1980.4	0	Y6	246.072	109.936	66.212	2.462	70.720	15.106	14.142	14.993	15.798	15.597	15.106
1980.5	0	Y6	246.061	101.667	67.212	2.516	71.397	14.879	14.007	14.733	15.444	15.280	14.879
1980.6	0	Y6	246.080	91.920	67.641	2.550	71.405	14.784	14.005	14.632	15.263	15.122	14.784
1980.7	0	Y6	245.788	85.642	67.252	2.568	70.525	14.870	14.181	14.761	15.335	15.199	14.870
1980.8	0	Y6	245.197	84.244	66.292	2.574	69.005	15.087	14.497	15.056	15.576	15.435	15.087
1980.9	0	Y6	244.457	86.375	64.961	2.571	67.116	15.399	14.907	15.463	15.927	15.777	15.399
1981.0	0	Y6	243.753	90.472	63.450	2.566	65.140	15.765	15.357	15.930	16.341	16.178	15.765
1981.1	0	Y6	243.307	95.217	62.035	2.558	63.452	16.122	15.762	16.378	16.747	16.568	16.122
1981.2	0	Y6	243.488	101.100	61.261	2.551	62.662	16.324	15.959	16.635	16.984	16.789	16.324
1981.3	0	Y6	244.354	106.110	61.123	2.543	62.674	16.360	15.956	16.692	17.040	16.831	16.360
1981.4	0	Y6	245.874	108.136	61.309	2.536	63.084	16.311	15.852	16.639	17.000	16.778	16.311
1981.5	0	Y6	247.923	106.721	61.449	2.531	63.458	16.274	15.759	16.583	16.970	16.734	16.274
1981.6	0	Y6	250.235	103.174	61.144	2.525	63.336	16.355	15.789	16.647	17.065	16.813	16.355
1981.7	0	Y6	252.093	98.145	59.985	2.518	62.251	16.674	16.067	16.966	17.415	17.142	16.674
1981.8	0	Y6	252.979	92.602	58.292	2.509	60.514	17.164	16.534	17.483	17.946	17.652	17.164
1981.9	0	Y6	252.691	87.534	56.568	2.499	58.624	17.687	17.068	18.064	18.507	18.198	17.687
1982.0	0	Y6	251.337	83.668	55.190	2.488	56.985	18.123	17.553	18.588	18.972	18.659	18.123
1982.1	0	Y6	249.328	81.496	54.413	2.477	55.902	18.379	17.890	18.960	19.251	18.942	18.379
1982.2	0	Y6	247.810	80.854	54.562	2.466	55.826	18.328	17.913	19.042	19.241	18.931	18.328
1982.3	0	Y6	247.522	80.930	55.361	2.456	56.450	18.066	17.717	18.906	19.026	18.712	18.066
1982.4	0	Y6	248.566	80.513	56.604	2.446	57.524	17.673	17.389	18.616	18.671	18.354	17.673
1982.5	3	Y6	250.601	78.872	58.156	2.437	58.904	17.202	16.982	18.212	18.219	17.905	17.202
1982.6	3	Y6	252.899	76.024	59.857	2.429	60.442	16.710	16.547	17.746	17.725	17.417	16.710
1982.7	3	Y6	254.011	74.068	61.439	2.422	61.925	16.280	16.152	17.293	17.271	16.973	16.280
1982.8	3	Y6	253.486	72.890	62.752	2.420	63.218	15.939	15.821	16.899	16.892	16.607	15.939
1982.9	3	Y6	251.573	72.486	63.721	2.427	64.237	15.695	15.569	16.587	16.606	16.333	15.695
1983.0	3	Y6	248.816	73.082	64.371	2.441	64.978	15.535	15.390	16.354	16.401	16.142	15.535
1983.1	3	Y6	246.026	74.748	64.853	2.462	65.535	15.420	15.259	16.173	16.242	15.996	15.420
1983.2	3	Y6	244.331	75.251	65.557	2.485	66.200	15.255	15.107	15.960	16.036	15.806	15.255
1983.3	3	Y6	243.833	73.840	66.779	2.510	67.220	14.978	14.879	15.656	15.720	15.507	14.978
1983.4	3	Y6	244.246	71.522	68.407	2.529	68.504	14.624	14.601	15.287	15.326	15.132	14.624
1983.5	3	Y6	245.237	68.940	70.169	2.540	69.843	14.255	14.320	14.910	14.916	14.743	14.255
1983.6	3	Y6	246.418	65.809	71.748	2.546	70.994	13.939	14.086	14.583	14.560	14.407	13.939
1983.7	4	Y6	247.470	62.537	72.593	2.545	71.607	13.776	13.965	14.392	14.363	14.223	13.776
1983.8	4	Y6	248.366	59.854	72.816	2.539	71.806	13.733	13.926	14.300	14.285	14.155	13.733
1983.9	4	Y6	249.121	57.554	72.521	2.529	71.650	13.790	13.957	14.289	14.301	14.181	13.790
1984.0	4	Y6	249.705	55.164	71.654	2.520	71.025	13.958	14.081	14.379	14.425	14.314	13.958
1984.1	4	Y6	250.049	52.279	70.057	2.511	69.692	14.277	14.351	14.616	14.703	14.599	14.277
1984.2	4	Y6	249.979	51.277	67.415	2.504	67.191	14.844	14.893	15.118	15.242	15.143	14.844
1984.3	4	Y6	249.567	52.615	63.982	2.497	63.722	15.656	15.722	15.892	16.044	15.947	15.656
1984.4	4	Y6	248.966	55.523	60.065	2.494	59.596	16.692	16.831	16.922	17.090	16.990	16.692
1984.5	4	Y6	248.348	59.700	55.972	2.495	55.144	17.909	18.189	18.170	18.340	18.232	17.909
1984.6	3	Y6	247.914	65.588	52.076	2.499	50.808	19.227	19.715	19.554	19.711	19.591	19.227
1984.7	3	Y6	247.934	74.222	48.788	2.505	47.084	20.528	21.283	20.955	21.087	20.949	20.528
1984.8	0	Y6	248.392	83.560	46.187	2.515	44.096	21.682	22.724	22.227	22.329	22.168	21.682
1984.9	0	Y6	249.212	91.925	44.263	2.525	41.839	22.609	23.930	23.282	23.353	23.164	22.609
1985.0	0	Y6	250.310	98.552	42.998	2.534	40.263	23.262	24.848	24.070	24.111	23.890	23.262
1985.1	0	Y6	251.566	103.211	42.355	2.543	39.279	23.611	25.462	24.563	24.578	24.317	23.611
1985.2	0	Y6	252.786	105.453	42.246	2.549	38.682	23.671	25.853	24.796	24.796	24.476	23.671
1985.3	0	Y6	253.813	106.193	42.233	2.552	38.139	23.678	26.223	25.012	24.982	24.594	23.678
1985.4	0	Y6	254.543	106.420	42.154	2.553	37.576	23.723	26.616	25.297	25.206	24.757	23.723
1985.5	0	Y6	254.926	106.820	42.054	2.552	37.069	23.779	26.978	25.611	25.429	24.929	23.779
1985.6	0	Y6	254.964	107.863	42.097	2.550	36.770	23.755	27.197	25.831	25.549	25.009	23.755
1985.7	0	Y6	254.727	108.874	42.416	2.547	36.856	23.577	27.133	25.816	25.467	24.902	23.577
1985.8	0	Y6	254.362	107.872	42.759	2.543	37.164	23.387	26.909	25.691	25.330	24.749	23.387
1985.9	0	Y6	253.914	105.505	42.872	2.539	37.520	23.325	26.653	25.591	25.282	24.691	23.325
1986.0	0	Y6	253.371	103.172	42.653	2.536	37.849	23.447	26.422	25.575	25.384	24.787	23.447
1986.1	0	Y6	252.704	101.979	42.154	2.534	38.156	23.724	26.209	25.626	25.610	25.012	23.724
1986.2	0	Y6	251.894	101.977	41.528	2.534	38.515	24.082	25.965	25.674	25.882	25.291	24.082
1986.3	0	Y6	251.021	101.619	40.939	2.536	38.950	24.429	25.676	25.671	26.122	25.545	24.429
1986.4	0	Y6	250.164	100.549	40.484	2.542	39.492	24.702	25.325	25.590	26.278	25.719	24.702
1986.5	0	Y6	249.375	98.951	40.239	2.551	40.207	24.852	24.877	25.397	26.308	25.772	24.852
1986.6	0	Y6	248.683	97.017	40.279	2.560	41.195	24.827	24.279	25.049	26.173	25.658	24.827
1986.7	0	Y6	248.122	94.747	40.752	2.570	42.833	24.540	23.362	24.476	25.865	25.343	24.540
1986.8	0	Y6	247.692	93.451	41.460	2.577	44.965	24.123	22.269	23.803	25.501	24.948	24.123
1986.9	0	Y6	247.414	93.454	42.240	2.581	47.271	23.679	21.183	23.134	25.118	24.533	23.679
1987.0	0	Y6	247.314	93.682	43.000	2.580	49.470	23.260	20.230	22.528	24.726	24.124	23.260
1987.1	0	Y6	247.398	91.838	43.671	2.574	51.303	22.900	19.498	22.031	24.341	23.741	22.900
1987.2	0	Y6	247.643	87.587	44.316	2.564	52.740	22.567	18.965	21.630	23.982	23.382	22.567
1987.3	0	Y6	247.939	84.120	45.049	2.550	53.956	22.201	18.539	21.263	23.610	23.004	22.201
1987.4	0	Y6	248.198	82.316	45.892	2.537	55.007	21.795	18.183	20.916	23.222	22.599	21.795
1987.5	0	Y6	248.353	81.540	46.789	2.527	55.874	21.376	17.899	20.613	22.847	22.196	21.376
1987.6	0	Y6	248.351	80.588	47.616	2.520	56.492	21.002	17.702	20.397	22.542	21.853	21.002
1987.7	3	Y6	248.158	78.367	48.169	2.517	56.695	20.761	17.638	20.355	22.404	21.659	20.761
1987.8	3	Y6	247.891	74.997	48.504	2.519	56.633	20.618	17.657	20.445	22.395	21.580	20.618
1987.9	3	Y6	247.704	71.425	48.808	2.522	56.554	20.489	17.683	20.579	22.415	21.524	20.489
1988.0	3	Y6	247.703	68.694	49.246	2.524	56.649	20.308	17.653	20.681	22.386	21.415	20.308
1988.1	3	Y6	247.935	67.788	49.939	2.526	57.041	20.026	17.531	20.698	22.252	21.204	20.026
1988.2	3	Y6	247.993	69.784	50.755	2.525	58.187	19.704	17.190	20.679	22.183	20.990	19.704
1988.3	3	Y6	247.170	72.545	51.202	2.523	60.044	19.531	16.665	20.806	22.487	20.997	19.531
1988.4	3	Y6	244.869	74.255	50.975	2.525	61.760	19.620	16.197	21.186	23.238	21.318	19.620
1988.5	3	Y6	240.854	73.742	50.029	2.530	62.344	19.995	16.044	21.835	24.315	21.929	19.995
1988.6	3	Y6	235.293	70.049	48.530	2.540	60.884	20.612	16.429	22.688	25.454	22.715	20.612
1988.7	4	Y6	229.479	64.175	47.475	2.552	59.007	21.067	16.953	23.258	26.121	23.236	21.067
1988.8	4	Y6	224.917	59.467	47.505	2.566	58.476	21.052	17.103	23.214	26.102	23.213	21.052
1988.9	4	Y6	222.362	56.909	48.650	2.576	59.609	20.569	16.787	22.583	25.465	22.667	20.569
1989.0	4	Y6	221.902	55.991	50.568	2.579	61.962	19.791	16.153	21.588	24.445	21.795	19.791
1989.1	4	Y6	223.076	55.530	52.606	2.576	64.620	19.016	15.482	20.597	23.428	20.929	19.016
1989.2	4	Y6	224.592	54.664	53.890	2.567	66.350	18.559	15.074	19.990	22.813	20.416	18.559
1989.3	4	Y6	225.515	54.236	54.325	2.554	66.877	18.408	14.953	19.770	22.591	20.244	18.408
1989.4	4	Y6	225.738	54.128	54.290	2.540	66.605	18.420	15.014	19.781	22.587	20.254	18.420
1989.5	4	Y6	225.540	53.750	54.169	2.527	65.990	18.461	15.154	19.879	22.636	20.301	18.461
1989.6	4	Y6	225.425	52.541	54.268	2.515	65.403	18.427	15.290	19.947	22.613	20.269	18.427
1989.7	4	Y6	226.120	51.961	54.913	2.504	65.224	18.212	15.332	19.857	22.352	20.041	18.212
1989.8	4	Y6	227.645	52.479	55.959	2.495	65.411	17.874	15.288	19.643	21.772	19.679	17.874
1989.9	4	Y6	229.797	53.547	57.313	2.487	65.956	17.455	15.163	19.330	20.881	19.226	17.455
1990.0	4	Y6	232.347	54.717	59.006	2.480	66.971	16.956	14.935	18.915	19.787	18.683	16.956
1990.1	4	Y6	235.020	55.864	61.128	2.473	68.641	16.365	14.571	18.374	18.702	18.035	16.365
1990.2	4	Y6	237.460	57.272	63.830	2.466	71.175	15.678	14.058	17.704	17.780	17.278	15.678
1990.3	4	Y6	239.529	57.857	66.869	2.460	74.198	14.972	13.490	16.995	16.954	16.494	14.972
1990.4	4	Y6	241.176	57.188	69.797	2.455	77.092	14.341	12.981	16.356	16.235	15.789	14.341
1990.5	4	Y6	242.384	55.689	72.174	2.449	79.284	13.861	12.616	15.875	15.683	15.248	13.861
1990.6	4	Y6	243.170	54.402	73.602	2.441	80.271	13.587	12.458	15.617	15.353	14.932	13.587
1990.7	4	Y6	243.516	54.385	73.519	2.432	79.448	13.602	12.588	15.665	15.336	14.928	13.602
1990.8	4	Y6	243.569	54.329	72.511	2.423	77.643	13.793	12.885	15.884	15.504	15.115	13.793
1990.9	4	Y6	243.471	54.021	71.466	2.416	75.983	13.994	13.163	16.081	15.673	15.311	13.994
1991.0	4	Y6	243.363	53.873	71.074	2.410	75.324	14.070	13.277	16.105	15.698	15.371	14.070
1991.1	4	Y6	243.406	54.292	71.806	2.408	76.248	13.927	13.116	15.852	15.475	15.190	13.927
1991.2	4	Y6	243.788	55.611	73.925	2.409	79.104	13.533	12.650	15.312	14.980	14.739	13.533
1991.3	4	Y6	244.415	57.424	76.567	2.412	82.657	13.069	12.111	14.714	14.418	14.215	13.069
1991.4	4	Y6	245.109	59.244	79.206	2.416	86.071	12.633	11.628	14.175	13.897	13.725	12.633
1991.5	4	Y6	245.698	60.780	81.596	2.420	88.873	12.260	11.256	13.742	13.455	13.306	12.260
1991.6	4	Y6	246.009	61.931	83.540	2.422	90.657	11.971	11.031	13.441	13.116	12.982	11.971
1991.7	4	Y6	245.919	63.160	84.845	2.421	91.107	11.786	10.976	13.286	12.897	12.771	11.786
1991.8	4	Y6	245.606	64.075	85.643	2.421	90.613	11.676	11.037	13.228	12.761	12.642	11.676
1991.9	4	Y6	245.240	64.526	86.097	2.421	89.584	11.615	11.164	13.220	12.678	12.565	11.615
1992.0	4	Y6	244.930	64.553	86.341	2.422	88.344	11.582	11.320	13.230	12.624	12.519	11.582
1992.1	4	Y6	244.749	64.184	86.500	2.425	87.191	11.561	11.470	13.229	12.578	12.484	11.561
1992.2	4	Y6	244.712	61.969	86.666	2.427	86.363	11.539	11.580	13.193	12.526	12.447	11.539
1992.3	4	Y6	244.778	59.196	87.070	2.428	85.946	11.485	11.636	13.096	12.436	12.376	11.485
1992.4	4	Y6	244.988	57.080	87.915	2.428	85.946	11.375	11.635	12.927	12.286	12.245	11.375
1992.5	4	Y6	245.454	55.870	89.290	2.427	86.318	11.202	11.586	12.687	12.069	12.045	11.202
1992.6	4	Y6	246.344	55.056	91.169	2.424	86.960	10.970	11.499	12.395	11.795	11.785	10.970
1992.7	4	Y6	247.993	54.651	92.901	2.422	87.359	10.766	11.447	12.160	11.564	11.558	10.766
1992.8	4	Y6	250.251	54.529	93.671	2.420	87.098	10.676	11.481	12.075	11.470	11.458	10.676
1992.9	4	Y6	252.739	54.342	93.030	2.422	86.036	10.751	11.625	12.190	11.564	11.540	10.751
1993.0	4	Y6	255.000	54.082	90.709	2.427	84.132	11.032	11.891	12.546	11.893	11.846	11.032
1993.1	4	Y6	256.497	54.232	86.511	2.437	81.387	11.568	12.291	13.190	12.509	12.431	11.568
1993.2	4	Y6	256.622	56.248	80.578	2.449	77.869	12.439	12.853	14.203	13.506	13.384	12.439
1993.3	4	Y6	255.839	59.971	73.874	2.463	73.924	13.598	13.549	15.524	14.827	14.653	13.598
1993.4	3	Y6	254.846	65.342	67.210	2.478	69.880	14.956	14.337	17.044	16.372	16.143	14.956
1993.5	3	Y6	254.226	71.874	61.252	2.492	66.066	16.382	15.156	18.610	17.988	17.709	16.382
1993.6	3	Y6	254.474	78.172	56.660	2.503	62.862	17.672	15.916	19.997	19.446	19.132	17.672
1993.7	0	Y6	255.549	82.366	54.311	2.509	60.945	18.420	16.412	20.752	20.273	19.963	18.420
1993.8	0	Y6	256.557	84.902	54.369	2.511	60.804	18.398	16.448	20.636	20.316	19.949	18.398
1993.9	0	Y6	256.828	86.952	56.799	2.506	62.762	17.647	15.956	19.700	19.703	19.133	17.647
1994.0	0	Y6	256.134	88.779	61.611	2.494	67.081	16.308	14.960	18.104	18.559	17.670	16.308
1994.1	0	Y6	254.627	89.467	68.838	2.475	73.984	14.578	13.555	16.072	16.952	15.775	14.578
1994.2	0	Y6	253.379	87.560	77.934	2.450	83.221	12.906	12.081	14.117	15.103	13.938	12.906
1994.3	0	Y6	253.280	81.775	87.116	2.419	92.909	11.548	10.828	12.527	13.467	12.443	11.548
1994.4	3	Y6	254.555	73.504	95.196	2.382	101.727	10.542	9.868	11.342	12.211	11.329	10.542
1994.5	4	Y6	256.952	64.585	101.567	2.346	108.919	9.859	9.196	10.532	11.333	10.564	9.859
1994.6	4	Y6	259.825	56.301	105.934	2.313	113.977	9.443	8.777	10.036	10.774	10.086	9.443
1994.7	4	Y6	261.811	51.755	108.638	2.286	116.373	9.206	8.593	9.767	10.392	9.790	9.206
1994.8	4	Y6	262.314	50.315	110.312	2.269	116.540	9.066	8.581	9.627	10.084	9.586	9.066
1994.9	4	Y6	261.290	50.251	111.051	2.267	115.213	9.005	8.681	9.594	9.877	9.473	9.005
1995.0	4	Y6	258.938	50.169	110.791	2.277	112.998	9.026	8.851	9.669	9.810	9.466	9.026
1995.1	4	Y6	255.674	48.964	109.500	2.310	110.338	9.133	9.065	9.848	9.900	9.572	9.133
1995.2	4	Y6	252.147	48.801	106.800	2.361	106.759	9.366	9.371	10.171	10.169	9.826	9.366
