DEPT	CODE_COAL	Lay	AC	GR	CILD	DEN	CLL8	RT	AT10	AT20	AT30	AT60	AT90
2035.4	0	Y7	278.602	121.587	105.362	2.598	115.407	9.492	8.665	9.676	10.143	9.906	9.492
2035.5	0	Y7	279.573	121.374	106.395	2.597	114.319	9.399	8.748	9.641	10.006	9.773	9.399
2035.6	0	Y7	279.959	118.849	107.425	2.596	113.943	9.309	8.776	9.568	9.836	9.630	9.309
2035.7	2	Y7	280.304	117.645	109.019	2.595	115.484	9.173	8.660	9.414	9.630	9.448	9.173
2035.8	2	Y7	281.020	118.846	111.196	2.595	118.525	8.995	8.441	9.204	9.409	9.239	8.995
2035.9	2	Y7	282.141	120.950	113.623	2.595	121.920	8.803	8.205	8.985	9.194	9.028	8.803
2036.0	2	Y7	283.476	122.622	115.797	2.596	124.567	8.637	8.029	8.803	9.016	8.851	8.637
2036.1	2	Y7	284.655	123.345	117.056	2.597	125.474	8.543	7.969	8.712	8.918	8.753	8.543
2036.2	2	Y7	284.700	122.263	115.312	2.597	122.423	8.674	8.172	8.865	9.059	8.889	8.674
2036.3	2	Y7	283.535	118.389	110.819	2.594	116.362	9.035	8.610	9.256	9.435	9.261	9.035
2036.4	2	Y7	281.590	112.418	104.720	2.585	108.950	9.571	9.205	9.817	9.980	9.804	9.571
2036.5	0	Y7	279.562	105.682	98.369	2.568	101.887	10.182	9.831	10.442	10.592	10.419	10.182
2036.6	0	Y7	278.435	99.636	93.427	2.539	97.163	10.709	10.296	10.962	11.112	10.943	10.709
2036.7	2	Y7	280.763	96.281	91.728	2.495	96.545	10.902	10.358	11.129	11.300	11.128	10.902
2036.8	2	Y7	287.120	95.364	92.230	2.433	98.337	10.843	10.172	11.047	11.241	11.065	10.843
2036.9	2	Y7	297.301	95.019	93.023	2.348	100.118	10.750	9.990	10.944	11.153	10.972	10.750
2037.0	2	Y7	310.738	94.069	92.559	2.248	100.084	10.807	9.994	11.008	11.225	11.037	10.807
2037.1	2	Y7	326.340	92.606	89.721	2.144	97.079	11.150	10.305	11.368	11.595	11.397	11.150
2037.2	2	Y7	340.381	90.071	84.859	2.049	91.591	11.801	10.936	12.029	12.273	12.065	11.801
2037.3	2	Y7	349.562	85.293	80.644	1.976	86.672	12.414	11.553	12.622	12.885	12.677	12.414
2037.4	1	Y7	352.173	79.799	78.120	1.944	83.621	12.805	11.963	12.968	13.249	13.051	12.805
2037.5	1	Y7	347.486	76.150	77.125	1.953	82.359	12.966	12.142	13.073	13.375	13.188	12.966
2037.6	1	Y7	335.517	77.059	76.908	1.996	82.086	13.003	12.183	13.062	13.386	13.206	13.003
2037.7	2	Y7	318.082	84.796	76.410	2.066	81.370	13.088	12.290	13.141	13.474	13.295	13.088
2037.8	2	Y7	299.983	94.044	75.746	2.150	80.259	13.203	12.462	13.289	13.611	13.428	13.203
2037.9	2	Y7	283.929	100.746	75.169	2.231	79.117	13.304	12.641	13.453	13.746	13.558	13.304
2038.0	0	Y7	271.252	103.170	74.705	2.300	78.083	13.386	12.808	13.614	13.867	13.675	13.386
2038.1	0	Y7	262.814	100.976	74.195	2.346	77.102	13.478	12.971	13.785	13.997	13.801	13.478
2038.2	0	Y7	259.867	95.961	73.272	2.367	75.922	13.649	13.173	14.014	14.195	13.997	13.649
2038.3	0	Y7	261.305	91.011	72.074	2.365	74.734	13.877	13.383	14.269	14.445	14.241	13.877
2038.4	0	Y7	266.575	86.902	71.074	2.342	74.002	14.071	13.514	14.460	14.655	14.441	14.071
2038.5	0	Y7	275.333	84.298	70.743	2.312	74.132	14.136	13.491	14.495	14.725	14.503	14.136
2038.6	2	Y7	286.900	84.734	71.494	2.290	75.414	13.988	13.262	14.303	14.566	14.341	13.988
2038.7	2	Y7	298.437	89.110	73.803	2.280	78.182	13.556	12.799	13.839	14.114	13.893	13.556
2038.8	2	Y7	306.771	95.220	77.090	2.273	81.705	12.986	12.252	13.265	13.527	13.312	12.986
2038.9	2	Y7	310.374	101.405	80.672	2.280	85.239	12.410	11.743	12.712	12.942	12.735	12.410
2039.0	2	Y7	308.805	107.649	84.025	2.306	88.287	11.909	11.332	12.257	12.446	12.244	11.909
2039.1	2	Y7	302.350	115.439	86.717	2.349	90.510	11.534	11.050	11.942	12.092	11.890	11.534
2039.2	2	Y7	292.943	122.322	87.983	2.402	91.428	11.366	10.938	11.839	11.969	11.753	11.366
2039.3	2	Y7	283.759	125.937	88.177	2.457	91.376	11.341	10.944	11.872	11.994	11.759	11.341
2039.4	0	Y7	276.245	125.289	87.714	2.502	90.699	11.401	11.026	11.978	12.094	11.844	11.401
2039.5	0	Y7	270.888	120.367	86.872	2.532	89.683	11.512	11.151	12.118	12.230	11.970	11.512
2039.6	0	Y7	267.804	112.070	85.900	2.548	88.655	11.642	11.280	12.260	12.372	12.107	11.642
2039.7	0	Y7	266.838	100.991	84.889	2.553	87.771	11.781	11.394	12.396	12.517	12.248	11.781
2039.8	0	Y7	266.953	89.481	83.792	2.548	86.911	11.935	11.507	12.542	12.678	12.403	11.935
2039.9	0	Y7	267.675	81.065	82.552	2.538	86.054	12.115	11.621	12.715	12.877	12.589	12.115
2040.0	3	Y7	268.870	78.402	81.137	2.529	85.258	12.327	11.729	12.924	13.131	12.817	12.327
2040.1	0	Y7	270.487	82.818	79.545	2.521	84.619	12.573	11.818	13.175	13.459	13.095	12.573
2040.2	0	Y7	272.455	92.484	77.779	2.513	83.875	12.860	11.923	13.475	13.856	13.428	12.860
2040.3	0	Y7	274.267	102.126	76.101	2.506	82.793	13.144	12.080	13.776	14.231	13.752	13.144
2040.4	0	Y7	275.394	107.758	74.831	2.501	81.725	13.365	12.237	14.014	14.514	14.001	13.365
2040.5	0	Y7	275.394	107.951	74.207	2.499	81.109	13.476	12.329	14.136	14.660	14.127	13.476
2040.6	0	Y7	273.882	103.688	74.372	2.500	81.259	13.446	12.306	14.112	14.644	14.104	13.446
2040.7	0	Y7	270.647	99.299	75.308	2.504	82.185	13.280	12.168	13.950	14.478	13.938	13.280
2040.8	0	Y7	266.755	95.208	76.385	2.510	83.544	13.093	11.972	13.768	14.312	13.758	13.093
2040.9	0	Y7	263.008	90.415	77.245	2.518	85.549	12.946	11.694	13.628	14.257	13.645	12.946
2041.0	0	Y7	259.886	85.333	77.765	2.526	88.336	12.859	11.327	13.547	14.353	13.625	12.859
2041.1	0	Y7	257.749	82.181	77.926	2.534	91.654	12.833	10.915	13.523	14.582	13.689	12.833
2041.2	0	Y7	256.906	85.807	77.970	2.542	94.076	12.825	10.631	13.508	14.749	13.739	12.825
2041.3	0	Y7	256.900	93.212	78.166	2.549	95.701	12.793	10.450	13.463	14.791	13.726	12.793
2041.4	0	Y7	257.426	100.479	78.620	2.555	97.070	12.720	10.303	13.383	14.742	13.652	12.720
2041.5	0	Y7	258.299	105.789	79.309	2.560	98.355	12.610	10.168	13.283	14.646	13.534	12.610
2041.6	0	Y7	259.320	109.228	80.102	2.563	99.316	12.485	10.069	13.196	14.541	13.402	12.485
2041.7	0	Y7	260.008	111.461	80.693	2.566	99.176	12.393	10.083	13.193	14.488	13.310	12.393
2041.8	0	Y7	260.079	112.455	80.897	2.567	97.654	12.362	10.243	13.302	14.433	13.285	12.362
2041.9	0	Y7	259.457	112.622	80.822	2.565	95.054	12.373	10.527	13.497	14.271	13.309	12.373
2042.0	0	Y7	258.184	112.048	80.691	2.561	91.849	12.393	10.894	13.730	13.963	13.343	12.393
2042.1	0	Y7	256.402	110.075	80.764	2.554	88.564	12.381	11.296	13.946	13.562	13.345	12.381
2042.2	0	Y7	254.577	104.308	81.596	2.543	86.243	12.256	11.597	14.024	13.264	13.224	12.256
2042.3	0	Y7	253.133	95.579	83.107	2.528	85.100	12.035	11.752	13.965	13.018	12.998	12.035
2042.4	0	Y7	252.221	85.850	85.105	2.508	85.030	11.754	11.761	13.800	12.758	12.706	11.754
2042.5	3	Y7	251.851	76.592	87.403	2.487	85.874	11.445	11.646	13.562	12.473	12.382	11.445
2042.6	3	Y7	251.950	68.697	89.767	2.464	87.401	11.142	11.443	13.287	12.185	12.061	11.142
2042.7	4	Y7	252.288	62.349	91.686	2.444	89.036	10.909	11.232	13.053	11.961	11.814	10.909
2042.8	4	Y7	252.583	58.382	92.796	2.425	90.237	10.777	11.083	12.910	11.842	11.677	10.777
2042.9	4	Y7	252.719	56.022	92.804	2.412	90.652	10.776	11.031	12.901	11.863	11.682	10.776
2043.0	4	Y7	252.651	54.096	91.588	2.403	90.140	10.920	11.095	13.047	12.045	11.844	10.920
2043.1	4	Y7	252.353	51.745	89.261	2.399	88.763	11.205	11.267	13.348	12.385	12.161	11.205
2043.2	4	Y7	251.796	49.812	86.034	2.399	86.663	11.630	11.542	13.810	12.890	12.633	11.630
2043.3	4	Y7	251.078	49.685	82.580	2.403	84.318	12.121	11.865	14.360	13.488	13.183	12.121
2043.4	4	Y7	250.216	51.232	79.310	2.410	82.002	12.620	12.200	14.941	14.119	13.749	12.620
2043.5	4	Y7	249.107	53.621	76.330	2.421	79.761	13.109	12.542	15.540	14.767	14.311	13.109
2043.6	4	Y7	247.545	55.767	73.535	2.436	77.493	13.604	12.907	16.178	15.451	14.888	13.604
2043.7	4	Y7	244.631	55.844	69.880	2.455	74.398	14.327	13.452	17.128	16.445	15.729	14.327
2043.8	4	Y7	240.040	53.901	64.627	2.480	69.983	15.540	14.326	18.676	18.051	17.123	15.540
2043.9	4	Y7	233.758	51.167	57.733	2.509	63.921	17.502	15.754	21.110	20.531	19.360	17.502
2044.0	4	Y7	225.953	48.832	49.479	2.542	55.972	20.536	18.116	24.776	24.162	22.812	20.536
2044.1	4	Y7	217.034	47.823	40.370	2.576	46.033	25.054	21.966	30.101	29.246	27.952	25.054
2044.2	4	Y7	208.328	47.597	32.508	2.606	37.397	31.337	27.187	37.170	36.120	35.132	31.337
2044.3	4	Y7	200.986	47.196	26.718	2.630	32.149	38.120	31.370	44.359	44.120	42.906	38.120
2044.4	4	Y7	195.555	47.068	23.185	2.645	29.962	43.419	33.420	49.420	51.240	48.803	43.419
2044.5	4	Y7	192.330	48.002	21.838	2.650	29.580	45.834	33.808	50.936	55.176	51.053	45.834
2044.6	4	Y7	191.501	50.634	22.324	2.651	29.261	44.815	34.177	48.610	53.646	48.982	44.815
2044.7	4	Y7	193.669	54.929	24.530	2.649	29.395	40.949	34.020	43.393	47.335	43.818	40.949
2044.8	4	Y7	198.100	58.928	27.682	2.640	31.936	36.417	31.529	37.670	40.940	38.453	36.417
2044.9	4	Y7	204.255	62.409	31.223	2.622	37.634	32.278	27.128	32.526	36.168	34.064	32.278
2045.0	3	Y7	211.743	65.660	34.822	2.606	46.434	28.858	22.043	28.268	33.030	30.859	28.858
2045.1	3	Y7	220.048	68.598	38.235	2.592	57.861	26.208	17.508	24.926	31.080	28.697	26.208
2045.2	3	Y7	228.041	70.922	41.235	2.576	67.515	24.297	14.911	22.506	29.253	27.041	24.297
2045.3	3	Y7	235.005	73.251	43.979	2.549	73.589	22.785	13.628	20.619	27.165	25.419	22.785
2045.4	3	Y7	240.740	76.045	46.518	2.517	75.915	21.531	13.178	19.094	24.924	23.735	21.531
2045.5	3	Y7	245.261	78.737	48.818	2.495	74.974	20.503	13.345	17.885	22.737	22.056	20.503
2045.6	3	Y7	248.703	79.611	50.826	2.479	71.933	19.682	13.910	16.961	20.848	20.532	19.682
2045.7	3	Y7	251.241	77.357	52.501	2.463	69.860	19.054	14.317	16.305	19.536	19.416	19.054
2045.8	3	Y7	253.275	72.877	53.929	2.442	68.965	18.550	14.501	15.837	18.621	18.599	18.550
2045.9	3	Y7	254.916	68.278	55.237	2.425	68.609	18.110	14.576	15.506	17.939	17.961	18.110
2046.0	4	Y7	256.140	64.906	56.576	2.420	68.504	17.681	14.598	15.267	17.390	17.424	17.681
2046.1	4	Y8	256.887	62.872	58.129	2.420	68.692	17.206	14.557	15.061	16.888	16.916	17.206
2046.2	4	Y8	256.934	61.308	60.088	2.428	69.243	16.650	14.442	14.842	16.373	16.385	16.650
2046.3	4	Y8	256.442	60.508	62.291	2.459	70.167	16.065	14.254	14.614	15.874	15.865	16.065
2046.4	4	Y8	255.601	61.207	64.541	2.537	71.384	15.505	14.011	14.393	15.421	15.390	15.505
2046.5	4	Y8	254.608	63.779	66.716	2.602	72.815	14.996	13.737	14.187	15.028	14.976	14.996
2046.6	3	Y8	253.719	68.143	68.744	2.636	74.411	14.550	13.440	13.996	14.698	14.622	14.550
2046.7	3	Y8	253.481	75.822	70.587	2.647	76.280	14.171	13.113	13.803	14.428	14.325	14.171
2046.8	0	Y8	253.935	84.263	72.381	2.648	78.365	13.820	12.766	13.594	14.180	14.049	13.820
2046.9	0	Y8	254.927	91.239	74.180	2.643	80.610	13.485	12.411	13.368	13.940	13.778	13.485
2047.0	0	Y8	256.260	96.207	75.941	2.636	82.978	13.171	12.057	13.138	13.717	13.523	13.171
2047.1	0	Y8	257.676	100.005	77.541	2.628	85.427	12.897	11.708	12.926	13.541	13.308	12.897
2047.2	0	Y8	258.738	102.797	78.649	2.621	87.842	12.716	11.387	12.785	13.474	13.192	12.716
2047.3	0	Y8	259.393	104.564	79.281	2.614	90.841	12.614	11.016	12.708	13.534	13.181	12.614
2047.4	0	Y8	259.761	105.873	79.706	2.610	94.732	12.546	10.568	12.651	13.673	13.226	12.546
2047.5	0	Y8	260.028	107.260	80.270	2.607	99.259	12.459	10.085	12.562	13.790	13.247	12.459
2047.6	0	Y8	260.447	108.970	81.361	2.603	103.645	12.292	9.652	12.390	13.746	13.138	12.292
2047.7	0	Y8	261.603	107.831	83.447	2.598	107.358	11.987	9.318	12.090	13.431	12.814	11.987
2047.8	0	Y8	263.551	105.353	86.090	2.592	109.084	11.622	9.168	11.748	12.941	12.368	11.622
2047.9	0	Y8	266.081	104.402	88.507	2.583	107.953	11.302	9.268	11.474	12.424	11.936	11.302
2048.0	0	Y8	268.860	106.912	89.968	2.574	104.033	11.116	9.624	11.355	12.017	11.632	11.116
2048.1	0	Y8	271.402	113.820	89.820	2.563	98.319	11.134	10.180	11.458	11.855	11.562	11.134
2048.2	0	Y8	272.620	122.267	87.201	2.551	92.145	11.474	10.870	11.906	12.125	11.880	11.474
2048.3	0	Y8	272.408	126.808	83.593	2.540	86.475	11.976	11.588	12.524	12.624	12.399	11.976
2048.4	0	Y8	271.020	125.913	80.251	2.528	82.020	12.471	12.207	13.134	13.157	12.929	12.471
2048.5	0	Y8	268.762	120.216	77.933	2.518	79.358	12.834	12.604	13.602	13.594	13.339	12.834
2048.6	0	Y8	266.025	111.365	77.161	2.510	78.890	12.960	12.676	13.815	13.832	13.517	12.960
2048.7	0	Y8	263.269	101.246	77.501	2.503	80.157	12.903	12.478	13.840	13.951	13.523	12.903
2048.8	0	Y8	260.640	91.933	77.922	2.500	82.058	12.833	12.190	13.863	14.145	13.533	12.833
2048.9	0	Y8	258.128	82.909	77.926	2.498	83.652	12.833	11.956	13.971	14.429	13.623	12.833
2049.0	3	Y8	255.778	73.738	77.488	2.497	84.393	12.905	11.850	14.166	14.691	13.784	12.905
2049.1	3	Y8	253.714	65.208	76.934	2.496	84.145	12.998	11.884	14.386	14.729	13.945	12.998
2049.2	4	Y8	252.477	60.903	77.064	2.494	83.982	12.976	11.907	14.470	14.449	13.958	12.976
2049.3	4	Y8	252.146	61.629	78.088	2.492	84.833	12.808	11.789	14.371	14.099	13.806	12.808
2049.4	4	Y8	252.590	64.074	79.480	2.489	86.265	12.584	11.594	14.190	13.812	13.591	12.584
2049.5	4	Y8	253.618	64.924	80.541	2.487	87.476	12.417	11.433	14.050	13.651	13.435	12.417
2049.6	4	Y8	254.964	62.182	80.575	2.485	87.718	12.411	11.400	14.068	13.675	13.450	12.411
2049.7	4	Y8	256.298	57.616	78.574	2.484	86.155	12.732	11.610	14.414	14.053	13.815	12.732
2049.8	4	Y8	257.578	55.466	75.491	2.484	83.771	13.261	11.943	14.943	14.728	14.398	13.261
2049.9	4	Y8	258.906	57.639	72.258	2.482	81.161	13.854	12.329	15.483	15.563	15.029	13.854
2050.0	4	Y8	260.368	64.256	69.531	2.481	78.443	14.389	12.756	15.879	16.312	15.546	14.389
2050.1	3	Y8	262.023	74.238	67.897	2.478	75.542	14.730	13.242	15.969	16.590	15.759	14.730
2050.2	0	Y8	263.955	84.466	67.829	2.474	73.773	14.743	13.557	15.610	16.175	15.536	14.743
2050.3	0	Y8	266.256	91.442	69.211	2.471	74.479	14.454	13.432	14.888	15.407	14.988	14.454
2050.4	0	Y8	269.227	93.931	72.235	2.466	78.599	13.867	12.767	13.870	14.455	14.180	13.867
2050.5	0	Y8	273.278	92.743	77.138	2.459	87.245	13.001	11.563	12.633	13.385	13.172	13.001
2050.6	0	Y8	278.873	90.487	83.980	2.452	101.808	11.932	9.893	11.299	12.275	12.068	11.932
2050.7	2	Y8	286.577	92.775	93.136	2.443	129.080	10.782	7.929	10.048	11.273	11.029	10.782
2050.8	2	Y8	294.898	98.444	103.016	2.436	160.747	9.757	6.366	9.045	10.430	10.140	9.757
2050.9	2	Y8	302.174	105.014	111.769	2.431	183.649	8.974	5.482	8.361	9.746	9.431	8.974
2051.0	2	Y8	306.832	111.014	117.676	2.430	188.717	8.504	5.315	8.035	9.254	8.948	8.504
2051.1	2	Y8	307.267	115.808	119.102	2.431	172.375	8.397	5.823	8.096	9.028	8.759	8.397
2051.2	2	Y8	301.237	119.657	114.058	2.433	145.016	8.779	6.997	8.684	9.313	9.083	8.779
2051.3	2	Y8	291.255	121.235	106.320	2.435	121.538	9.435	8.354	9.576	9.943	9.738	9.435
2051.4	0	Y8	279.768	118.324	98.738	2.439	105.050	10.157	9.604	10.553	10.698	10.505	10.157
2051.5	0	Y8	268.653	110.082	92.946	2.445	94.827	10.770	10.574	11.412	11.379	11.189	10.770
2051.6	0	Y8	259.719	97.703	90.170	2.450	90.129	11.092	11.099	11.932	11.778	11.580	11.092
2051.7	0	Y8	254.906	84.675	90.941	2.453	90.250	10.998	11.081	11.937	11.747	11.524	10.998
2051.8	3	Y8	252.838	74.228	93.595	2.456	92.966	10.690	10.764	11.635	11.487	11.225	10.690
2051.9	3	Y8	252.240	67.336	95.995	2.456	96.725	10.420	10.349	11.287	11.272	10.952	10.420
2052.0	4	Y8	252.496	63.756	96.611	2.450	100.905	10.353	9.919	11.068	11.286	10.888	10.353
2052.1	4	Y8	253.304	62.412	94.670	2.436	105.592	10.565	9.475	11.053	11.605	11.122	10.565
2052.2	4	Y8	255.999	63.508	91.813	2.415	114.252	10.896	8.778	11.035	11.983	11.471	10.896
2052.3	3	Y8	261.646	67.913	91.638	2.398	129.794	10.914	7.785	10.646	11.924	11.466	10.914
2052.4	3	Y8	270.541	76.794	94.816	2.382	148.438	10.562	6.800	9.917	11.379	11.026	10.562
2052.5	2	Y8	282.186	89.884	100.277	2.358	163.673	9.989	6.127	9.056	10.535	10.301	9.989
2052.6	2	Y8	295.268	104.894	106.095	2.334	168.252	9.433	5.944	8.317	9.681	9.549	9.433
2052.7	2	Y8	305.458	115.613	107.062	2.320	158.801	9.340	6.313	8.115	9.376	9.302	9.340
2052.8	2	Y8	310.587	119.876	102.430	2.323	142.577	9.785	7.071	8.468	9.686	9.640	9.785
2052.9	2	Y8	310.813	120.159	93.817	2.336	123.385	10.732	8.232	9.338	10.546	10.512	10.732
2053.0	2	Y8	307.265	119.083	83.401	2.349	103.685	12.075	9.786	10.653	11.844	11.808	12.075
2053.1	2	Y8	301.841	118.202	73.846	2.372	86.937	13.589	11.586	12.253	13.377	13.328	13.589
2053.2	2	Y8	297.674	118.569	68.561	2.404	77.314	14.604	12.980	13.561	14.500	14.429	14.604
2053.3	2	Y8	295.029	119.173	67.369	2.434	73.357	14.848	13.644	14.238	14.909	14.814	14.848
2053.4	2	Y8	292.684	119.166	69.774	2.453	73.788	14.363	13.566	14.216	14.602	14.486	14.363
2053.5	2	Y8	289.365	118.372	75.263	2.461	77.753	13.338	12.891	13.599	13.736	13.604	13.338
2053.6	2	Y8	283.924	117.152	82.846	2.464	83.974	12.102	11.929	12.656	12.615	12.471	12.102
2053.7	0	Y8	276.013	117.230	90.613	2.464	90.618	11.066	11.058	11.771	11.644	11.489	11.066
2053.8	0	Y8	267.735	120.539	96.046	2.466	95.441	10.426	10.489	11.194	11.044	10.875	10.426
2053.9	0	Y8	260.481	125.293	98.698	2.476	98.057	10.135	10.201	10.916	10.784	10.599	10.135
2054.0	0	Y8	254.958	128.480	99.054	2.492	98.912	10.096	10.111	10.857	10.772	10.568	10.096
2054.1	0	Y8	251.531	127.119	97.927	2.511	98.744	10.212	10.127	10.926	10.913	10.691	10.212
2054.2	0	Y8	250.246	122.270	95.899	2.532	97.899	10.430	10.215	11.066	11.153	10.918	10.430
2054.3	0	Y8	250.054	119.481	92.474	2.551	95.685	10.825	10.456	11.353	11.583	11.341	10.825
2054.4	0	Y8	250.404	119.746	87.073	2.554	91.564	11.523	10.942	11.906	12.351	12.106	11.523
2054.5	0	Y8	251.201	121.230	79.788	2.524	85.772	12.594	11.688	12.767	13.522	13.285	12.594
2054.6	0	Y8	252.559	120.814	71.503	2.459	79.369	14.030	12.619	13.878	15.034	14.840	14.030
2054.7	0	Y8	256.023	116.731	66.644	2.361	77.616	15.022	12.884	14.351	15.847	15.765	15.022
2054.8	0	Y8	262.567	111.456	67.220	2.233	83.533	14.896	12.046	13.669	15.356	15.391	14.896
2054.9	0	Y8	272.521	106.547	73.087	1.988	95.590	13.784	10.595	12.140	13.852	13.958	13.784
2055.0	2	Y8	285.547	102.905	83.170	1.812	111.301	12.135	9.082	10.283	11.885	12.004	12.135
2055.1	2	Y8	300.563	101.452	95.554	1.721	128.392	10.518	7.828	8.639	10.075	10.175	10.518
2055.2	2	Y8	313.373	105.025	108.399	1.670	154.251	9.275	6.572	7.504	8.844	8.931	9.275
2055.3	2	Y8	320.656	111.021	119.252	1.648	180.393	8.420	5.606	6.822	8.089	8.167	8.420
2055.4	2	Y8	321.125	115.191	126.231	1.655	193.063	7.931	5.192	6.533	7.693	7.753	7.931
2055.5	2	Y8	314.551	115.550	127.895	1.683	187.081	7.823	5.364	6.635	7.653	7.680	7.823
2055.6	2	Y8	301.595	113.025	123.157	1.734	168.504	8.125	5.956	7.151	8.052	8.029	8.125
2055.7	2	Y8	284.867	110.624	112.194	1.810	149.674	8.954	6.717	8.249	9.140	9.031	8.954
2055.8	0	Y8	268.831	110.206	101.149	1.913	130.389	9.942	7.763	9.575	10.424	10.201	9.942
2055.9	0	Y8	255.741	110.728	93.189	2.043	112.714	10.759	8.969	10.756	11.475	11.135	10.759
2056.0	0	Y8	246.676	110.465	89.091	2.182	100.315	11.229	10.005	11.545	12.079	11.647	11.229
2056.1	0	Y8	242.190	107.850	88.494	2.315	95.776	11.301	10.443	11.802	12.184	11.716	11.301
2056.2	0	Y8	242.279	103.839	89.400	2.431	95.786	11.186	10.440	11.707	11.999	11.572	11.186
2056.3	0	Y8	244.436	101.778	90.479	2.518	96.904	11.053	10.320	11.487	11.745	11.394	11.053
2056.4	0	Y8	247.231	102.787	91.426	2.567	98.432	10.938	10.161	11.232	11.513	11.231	10.938
2056.5	0	Y8	250.010	106.117	92.179	2.590	100.166	10.849	9.985	10.982	11.330	11.094	10.849
2056.6	0	Y8	252.335	109.732	92.724	2.595	101.612	10.785	9.842	10.775	11.190	10.985	10.785
2056.7	0	Y8	253.848	109.637	92.981	2.591	101.896	10.755	9.814	10.653	11.088	10.912	10.755
2056.8	0	Y8	254.649	108.014	92.795	2.581	101.228	10.777	9.879	10.640	11.061	10.909	10.777
2056.9	0	Y8	254.801	107.340	92.148	2.572	99.958	10.853	10.006	10.727	11.122	10.982	10.853
2057.0	0	Y8	254.335	107.822	91.165	2.566	98.285	10.970	10.177	10.892	11.252	11.114	10.970
2057.1	0	Y8	253.330	107.503	90.086	2.563	96.325	11.101	10.382	11.098	11.407	11.271	11.101
2057.2	0	Y8	252.019	104.478	89.373	2.563	94.554	11.190	10.577	11.282	11.522	11.388	11.190
2057.3	0	Y8	250.731	100.707	88.928	2.566	93.176	11.246	10.734	11.441	11.612	11.477	11.246
2057.4	0	Y8	249.571	98.173	88.583	2.569	92.056	11.289	10.864	11.589	11.699	11.560	11.289
2057.5	0	Y8	248.541	97.623	88.259	2.569	91.032	11.330	10.986	11.735	11.788	11.641	11.330
2057.6	0	Y8	247.606	98.645	87.929	2.565	89.993	11.373	11.112	11.877	11.877	11.723	11.373
2057.7	0	Y8	246.747	100.975	87.460	2.557	88.937	11.434	11.245	12.023	11.984	11.821	11.434
2057.8	0	Y8	246.019	102.647	86.682	2.545	87.736	11.537	11.399	12.194	12.130	11.954	11.537
2057.9	0	Y8	245.494	102.367	85.550	2.531	86.364	11.691	11.581	12.395	12.321	12.132	11.691
2058.0	0	Y8	245.244	100.061	84.209	2.520	85.001	11.877	11.765	12.606	12.542	12.336	11.877
2058.1	0	Y8	245.335	96.741	82.993	2.512	84.034	12.050	11.900	12.783	12.752	12.522	12.050
2058.2	0	Y8	245.989	93.120	82.523	2.508	84.028	12.118	11.901	12.836	12.853	12.596	12.118
2058.3	0	Y8	247.217	87.325	82.901	2.507	84.873	12.063	11.783	12.757	12.815	12.540	12.063
2058.4	0	Y8	249.025	81.446	83.796	2.510	86.301	11.935	11.590	12.608	12.704	12.412	11.935
2058.5	3	Y8	251.382	78.546	84.821	2.514	88.044	11.790	11.360	12.453	12.595	12.274	11.790
2058.6	0	Y8	254.171	80.804	85.623	2.519	89.811	11.679	11.135	12.343	12.550	12.183	11.679
2058.7	0	Y8	256.888	88.294	85.676	2.525	90.607	11.672	11.036	12.357	12.616	12.202	11.672
2058.8	0	Y8	258.973	97.153	85.132	2.532	90.659	11.747	11.030	12.467	12.773	12.309	11.747
2058.9	0	Y8	260.155	104.409	84.253	2.542	90.813	11.870	11.012	12.640	13.026	12.478	11.870
2059.0	0	Y8	260.335	108.580	83.317	2.551	91.608	12.003	10.917	12.835	13.362	12.677	12.003
2059.1	0	Y8	259.545	109.378	82.676	2.560	93.120	12.095	10.740	13.003	13.719	12.849	12.095
2059.2	0	Y8	258.113	108.081	82.872	2.569	94.095	12.067	10.628	13.059	13.871	12.870	12.067
2059.3	0	Y8	256.699	107.535	83.934	2.575	94.512	11.916	10.581	12.989	13.777	12.736	11.916
2059.4	0	Y8	255.625	107.983	85.801	2.577	94.993	11.660	10.528	12.801	13.441	12.475	11.660
2059.5	0	Y8	255.018	108.569	88.396	2.577	95.974	11.318	10.421	12.508	12.889	12.116	11.318
2059.6	0	Y8	254.923	108.315	91.579	2.574	97.597	10.923	10.248	12.140	12.204	11.697	10.923
2059.7	0	Y8	255.309	108.543	95.399	2.566	100.002	10.489	10.003	11.705	11.548	11.233	10.489
2059.8	0	Y8	255.905	109.261	99.667	2.555	102.865	10.043	9.725	11.242	10.982	10.755	10.043
2059.9	0	Y8	256.558	107.710	104.140	2.539	105.810	9.613	9.455	10.785	10.485	10.290	9.613
2060.0	0	Y8	257.185	101.591	108.503	2.518	108.489	9.223	9.219	10.368	10.046	9.868	9.223
2060.1	0	Y8	257.710	90.197	112.342	2.497	110.565	8.904	9.045	10.026	9.684	9.520	8.904
2060.2	3	Y8	258.086	76.677	114.470	2.474	111.409	8.737	8.976	9.843	9.482	9.332	8.737
2060.3	3	Y8	258.445	65.057	114.971	2.453	111.482	8.698	8.970	9.789	9.420	9.282	8.698
2060.4	4	Y8	258.928	56.658	114.231	2.439	111.294	8.755	8.985	9.826	9.486	9.333	8.755
2060.5	4	Y8	259.629	51.985	112.572	2.434	111.060	8.884	9.004	9.924	9.679	9.461	8.884
2060.6	4	Y8	260.607	51.498	110.318	2.437	110.762	9.066	9.028	10.058	9.996	9.638	9.066
