35.1507,242.331,11.0289,11.6801,12.2082,14.0159,15.1415,5
77.9927,254.2638,25.0019,22.0758,22.9396,25.17,26.5588,5
31.6422,239.2825,17.0994,13.661,13.8748,16.3857,18.3377,5
56.6207,245.1018,8.7071,7.2123,6.4191,6.2348,6.0806,4
35.9984,243.2521,5.704,4.5578,3.5173,2.9045,2.7787,2
51.0837,246.6569,7.8623,6.1869,5.3315,4.8889,4.8144,4
27.4407,239.4763,15.7756,12.1301,10.3882,9.2707,9.0148,2
39.0959,248.0082,17.2853,14.01,11.5484,9.9815,9.802,2
84.73,242.3768,8.4765,7.9879,7.5009,7.0995,7.0571,2
37.8108,235.4929,6.119,5.2998,4.9387,4.8708,4.7555,2
53.9155,227.8285,6.9224,6.0907,5.7526,5.7296,5.7359,2
48.1667,237.0753,5.2477,4.4792,4.5201,4.7682,4.7194,4
41.6569,232.6591,5.6003,5.0188,4.6317,4.4024,4.2258,2
43.3092,246.6994,8.0941,7.4059,7.7263,8.0063,8.5647,5
68.2083,247.3922,9.046,7.3801,7.3798,7.6023,7.8622,2
82.3327,247.3756,4.6069,4.2142,4.1212,4.1458,4.1584,2
43.4383,239.7118,4.1897,2.7921,2.4704,2.3422,2.2692,2
48.5624,253.9445,7.301,5.7057,5.1796,5.5356,5.7639,5
42.0209,245.9608,7.9256,5.7552,4.8682,4.4768,4.4005,5
33.4507,244.8004,8.358,5.5878,4.6632,4.2795,4.1863,4
48.6721,246.3222,10.8083,8.312,7.4777,8.5617,9.1947,2
56.8775,249.1477,11.6201,8.3894,7.4481,7.0819,6.9323,2
43.8209,247.8384,7.7564,5.006,4.3064,3.9623,3.905,4
54.0454,264.4198,10.476,7.6865,5.3194,4.2533,4.0894,2
48.2147,241.7675,27.5886,22.6507,15.7489,10.0417,8.785,5
52.2626,246.2499,13.1681,11.5338,8.8497,5.6428,4.5051,5
38.8665,253.4927,21.9639,19.5363,21.941,22.1605,22.6535,4
46.2144,238.8251,15.2214,13.1469,10.3186,7.0593,6.2128,2
33.0975,251.3539,12.5669,11.8915,10.6434,8.5118,7.9807,4
50.4152,246.8686,11.4972,13.0357,11.7783,10.5386,9.7257,2
