35.2446,259.8317,15.9595,11.223,10.1812,9.6967,9.3772,5
62.6919,260.9497,19.9463,18.8374,16.9313,14.5122,13.44,5
56.8361,251.9643,15.5044,12.6891,11.5253,10.1533,9.5393,2
49.2731,255.5268,29.2256,23.5198,17.5771,13.0879,11.7702,5
43.8303,250.5857,20.5053,15.4769,12.8755,10.135,9.3301,2
40.1781,251.7521,15.6139,10.586,9.0682,7.8066,7.4183,2
39.1522,252.2456,18.742,16.1046,14.4118,13.8063,13.5586,5
73.5711,241.164,13.9365,12.0209,9.1836,7.2793,6.9707,2
50.9465,240.0384,17.6228,15.9903,15.1083,13.2483,12.4194,4
51.5599,239.2598,18.025,13.5993,11.866,9.7966,9.1504,4
47.103,256.687,13.4236,15.7187,14.7545,14.122,12.8383,2
50.3841,236.3518,15.1505,18.4271,16.9747,15.4114,13.9239,5
46.5095,248.0913,17.5986,14.0875,13.7929,11.6988,10.3298,4
67.0331,240.4885,22.709,23.5555,21.44,18.8732,17.8281,2
55.9877,242.7177,10.215,11.7354,11.1626,9.2881,8.187,5
40.8157,255.9341,8.7794,9.5827,8.5471,7.3958,7.2765,2
55.1108,252.3242,14.8224,14.029,12.1461,9.6573,9.0424,4
58.6615,248.0608,16.1247,12.5852,9.3843,6.6496,6.0247,3
40.9919,245.459,7.5626,9.7508,10.3017,10.0528,9.8166,2
28.9079,243.1473,9.9157,8.9849,7.4224,5.5781,5.1497,2
42.263,250.5595,9.947,9.1923,8.0101,6.2459,5.7955,2
70.7332,251.3382,21.6318,18.2951,16.0945,12.5641,11.0484,2
23.4004,268.5732,9.0721,7.3141,5.5579,4.398,3.5675,2
54.754,242.587,15.1396,16.8408,16.4974,13.6498,12.1339,4
30.9174,232.7502,19.3087,14.7311,10.7783,7.5252,6.8293,4
55.6008,248.7775,26.7276,13.8895,11.6378,10.4305,9.8594,3
57.9275,244.2675,27.0389,21.0852,15.6475,9.8296,8.782,5
37.7072,243.4207,7.3818,7.9557,8.5938,10.1341,11.374,4
64.2838,257.1674,6.8321,5.4039,4.6599,3.984,3.8734,2
50.1063,234.9326,7.9192,5.9332,5.0161,4.3097,4.1629,2
37.2984,231.6674,6.494,5.9382,5.7617,6.4433,6.8798,2
53.486,254.5022,6.3022,4.8316,4.0747,3.435,3.3167,2
31.2073,240.4403,9.3089,7.8486,8.1294,9.0684,9.5894,4
50.1716,245.5816,7.2743,5.154,4.5956,4.2589,4.1832,2
36.1328,250.2777,4.6147,4.0692,3.626,3.3574,3.2998,2
41.1966,242.5386,8.021,6.994,5.7915,5.0715,4.9398,2
45.9948,237.9249,7.5764,5.5907,4.8641,4.6504,4.5519,4
47.9911,237.8937,15.9029,13.9601,14.3633,15.9492,16.8283,3
70.091,243.7481,5.2474,3.9801,3.5577,3.3968,3.3347,2
62.0902,229.9206,5.4274,5.1993,4.8695,4.697,4.7379,5
62.9376,229.5695,5.5565,4.7636,4.4009,4.2667,4.2305,2
55.2297,239.6919,8.7545,6.5516,5.6573,5.6112,5.6872,4
51.795,258.7529,6.5803,5.645,5.5939,5.6741,5.7242,2
83.9574,234.1852,4.2929,4.2718,4.0804,4.1372,4.0252,4
53.4133,225.1476,22.6553,18.0074,14.7189,12.2615,11.5486,2
71.8431,244.3843,4.6084,4.0491,3.7631,3.6463,3.5731,2
51.5656,241.9047,8.0587,7.2459,6.4525,6.8377,7.1204,4
79.8929,241.4816,5.9508,5.5338,5.2841,5.0202,5.0929,5
40.0922,237.6578,6.1482,4.6111,3.9955,3.5232,3.5071,2
27.4699,242.9777,8.1726,6.9234,7.076,7.5064,7.8835,2
49.3732,242.2106,5.9587,3.9172,3.4016,3.2176,3.1847,2
57.4454,253.2773,5.6626,4.7764,4.5904,4.6731,4.7725,2
54.7201,241.1497,7.0804,5.783,5.2031,5.1418,4.9635,2
35.5192,243.9922,8.3635,6.8955,5.9624,5.6497,5.6175,2
27.2936,228.5797,37.3927,27.1602,21.719,21.128,20.3876,2
36.1254,245.6771,9.8248,6.9846,5.5645,4.8543,4.4994,4
48.4196,246.0352,6.344,5.1507,4.6884,4.6225,4.5275,2
58.5732,234.7155,5.5653,4.0259,3.5338,3.3375,3.3137,2
27.3432,225.6493,16.6062,14.5707,12.799,11.0671,10.2415,2
55.2491,243.726,9.8299,6.8548,5.7776,5.3141,5.2622,2
56.4316,238.3307,8.4755,5.9634,5.2285,5.0332,5.0491,4
45.1536,231.6349,7.2179,4.922,4.174,3.7898,3.6211,2
37.0609,230.5912,7.2549,5.1541,4.3789,4.0373,3.9835,4
67.7075,230.9991,7.7342,7.4639,7.46,7.5468,7.6391,2
52.1322,233.6623,6.0726,4.4771,4.0941,4.0274,3.9383,2
44.7709,233.1857,10.1629,6.3961,5.2476,4.5747,4.4697,2
58.872,235.1127,5.8015,4.1936,3.6043,3.3184,3.244,2
50.1693,240.729,8.4805,7.6221,6.4282,5.2096,4.9284,2
41.2705,248.2936,11.7081,9.7835,9.9622,11.6963,12.7797,5
39.3773,249.4456,8.8858,8.9995,9.3545,10.4099,11.0303,5
55.1793,237.2268,4.5411,4.4207,4.273,4.2243,4.1703,4
71.8258,241.1,3.251,3.4586,3.5251,3.5164,3.5334,2
48.9769,238.7232,5.9464,5.0174,4.6596,4.65,4.4837,4
36.984,262.9413,14.022,14.3804,14.4367,14.6466,14.6764,5
28.3297,229.3159,43.3227,34.6265,35.118,36.5763,36.197,5
40.4005,239.7643,5.779,5.6881,5.5556,5.5922,5.5304,4
38.6969,234.2392,7.4519,6.2797,6.0244,6.1056,6.1111,4
42.5252,233.9032,6.4301,5.1454,4.665,4.5853,4.4354,4
39.4202,238.6945,5.2689,4.4545,4.0879,4.0651,3.9374,4
44.2124,239.0547,6.4635,4.9418,4.3744,4.1465,4.0759,4
36.5688,252.2331,14.1645,11.8256,12.3802,12.7426,13.8944,5
46.0535,251.492,11.8006,9.0114,9.0483,10.6197,11.3095,5
48.4245,241.2315,13.0231,8.5416,6.1436,4.8546,4.5758,2
34.0723,233.9462,15.217,9.0539,7.465,6.464,6.2459,4
33.7788,239.3847,6.2788,5.336,5.2492,5.3698,5.4606,4
40.0469,236.4143,9.4322,6.6318,5.8672,5.6874,5.5848,5
51.0443,244.804,4.992,4.563,4.3151,4.3058,4.2308,4
47.1938,247.7193,20.983,17.4953,17.5081,18.1171,18.5786,4
70.3695,237.174,4.1695,3.8705,3.6753,3.6631,3.6175,4
60.6945,238.0462,5.6963,4.4914,3.7375,3.364,3.2848,4
38.8906,233.3954,7.5887,6.044,5.6533,5.6611,5.5389,5
19.9451,224.5948,24.8046,16.3021,13.5034,10.2057,9.2529,2
61.6255,228.1093,7.4754,6.2641,5.7453,5.3038,5.1732,2
56.7207,234.8097,7.0062,6.3072,6.2797,6.3386,6.363,5
52.6518,231.4791,10.0985,8.4823,7.3388,6.6415,6.4453,4
44.0509,223.0436,10.8336,8.1699,6.1491,4.8078,4.4537,2
20.1767,224.1237,16.2499,16.1515,16.1849,16.2926,16.4333,5
60.2798,238.3454,13.6729,8.6748,7.8018,6.5452,6.3188,2
30.0432,222.1157,14.3782,8.1126,6.6649,5.0731,4.6605,2
52.3822,238.371,6.4025,5.2476,5.3077,5.486,5.3663,2
46.8957,230.8534,5.1859,4.3514,4.0416,4.0718,4.0428,2
53.7765,245.3575,4.3443,3.6563,3.3683,3.3205,3.2289,2
55.1643,231.7927,7.547,6.164,5.7543,5.5074,5.4026,4
28.1499,223.2995,22.5817,17.8653,18.9514,20.1346,21.3464,5
33.1782,220.0108,19.6164,18.0789,20.9846,25.9672,27.9127,5
33.9181,228.4971,22.245,15.5099,13.4299,12.4412,12.5585,2
44.9808,234.9869,6.0497,5.0766,4.4619,4.3652,4.1939,2
30.9333,231.0608,12.5337,11.1186,10.2226,10.2666,10.5691,5
55.284,236.0596,7.8029,5.333,4.3941,4.1935,4.0021,2
55.9609,228.9518,6.1629,5.2113,4.8146,4.6317,4.5798,2
36.7738,236.0543,7.1342,5.2361,4.3903,4.0604,3.9829,4
31.002,233.1258,8.8479,6.7812,6.1133,6.0722,5.9407,5
44.8778,236.5068,7.3775,6.4376,5.2155,4.7304,4.6011,4
43.6678,237.9064,7.7754,6.1029,4.4613,3.7745,3.6833,4
37.6125,230.5103,9.0483,5.8996,4.8573,4.3521,4.2554,4
53.2726,246.0718,6.4476,4.4927,3.8083,3.5941,3.5566,4
42.0621,246.4734,5.9166,5.0977,5.0675,5.1833,5.2572,2
41.7838,238.1427,6.4343,5.664,5.3739,5.3209,5.2459,2
36.6989,229.1794,7.1824,5.267,4.4636,4.0218,3.8857,3
32.7312,246.1796,8.1833,5.9876,5.1943,4.8451,4.8041,5
38.8505,246.2358,7.3638,4.3856,3.4912,2.913,2.8086,2
38.5606,229.0988,7.7238,6.0756,5.957,6.2584,6.3797,2
47.2787,235.4158,7.7362,4.2305,3.5226,3.1745,3.0985,2
51.2853,235.0879,5.2316,4.6667,4.2514,4.2685,4.118,2
31.0474,248.5793,6.4579,5.9088,4.2718,3.3788,3.1799,4
34.4522,242.0206,8.8793,5.8008,4.7914,4.2925,4.1625,4
39.7996,235.8283,9.6267,6.223,5.1975,4.7768,4.6959,2
29.2897,232.7866,6.8689,5.8681,5.8727,6.0211,6.2291,4
41.2682,235.0029,7.8334,6.6308,6.3591,6.4124,6.493,4
46.9196,231.0561,6.1334,5.1478,4.697,4.5334,4.4514,4
50.1137,222.9472,11.9504,11.1057,11.3695,11.7363,11.6223,2
46.5854,236.1547,6.5053,5.6761,5.1489,5.1227,5.0293,2
60.0947,232.2893,5.745,4.7864,4.3479,4.0861,4.0389,2
36.4305,231.1881,5.9879,4.0385,3.4778,3.2823,3.2097,2
62.8173,242.9726,5.7188,3.853,3.3647,3.114,3.0785,2
49.6228,250.5495,13.9265,14.5782,14.1388,13.3297,13.7284,5
48.3205,250.9303,16.8403,17.8927,17.2801,16.2807,15.7701,2
58.6763,253.1667,10.9827,11.1024,10.8116,8.1046,7.0309,2
57.412,229.7017,13.2443,10.3013,7.5481,5.8832,5.6552,2
50.3591,231.573,14.7868,9.4517,7.3025,5.5407,4.9181,4
56.0656,258.4694,19.8233,13.7467,12.2799,11.7219,11.5871,3
55.8118,247.1953,16.418,14.0832,11.6018,8.607,7.3321,4
98.8926,255.556,11.5834,9.85,8.5305,6.5201,5.6828,2
42.5273,247.1603,10.5016,10.8705,11.574,10.1951,8.4822,2
36.8505,244.8649,10.3984,9.6942,9.8502,12.746,14.751,5
39.3166,249.5583,10.5671,11.3595,11.5405,12.2603,12.7454,5
