252.986,120.818,69.71,2.482,79.355,14.361,12.606,13.628,14.959,15.067,14.361,0
251.681,118.385,66.442,2.489,77.452,15.059,12.913,14.02,15.474,15.724,15.059,0
253.748,118.066,64.632,2.492,78.165,15.475,12.795,14.105,15.398,15.852,15.475,0
259.89,118.458,64.419,2.488,81.658,15.524,12.265,13.869,14.948,15.57,15.524,0
270.699,119.163,65.309,2.469,86.89,15.315,11.538,13.457,14.418,15.125,15.315,0
286.352,120.163,66.303,2.429,91.947,15.084,10.887,13.103,14.07,14.779,15.084,2
306.317,121.281,65.831,2.368,93.901,15.191,10.65,13.138,14.191,14.852,15.191,2
328.571,119.414,61.195,2.288,88.075,16.396,11.389,14.225,15.427,16.03,16.396,2
350.081,113.383,53.105,2.19,76.115,19.129,13.37,16.727,18.152,18.715,19.129,2
368.807,103.861,43.14,2.08,61.123,24.023,17.029,21.217,22.952,23.541,24.023,2
383.648,91.694,32.94,1.967,46.079,31.558,22.588,28.099,30.426,31.058,31.558,2
394.16,77.58,24.421,1.859,34.197,41.845,29.852,37.401,41.035,41.539,41.845,1
400.363,61.638,18.679,1.758,26.899,54.917,37.867,48.661,56.675,55.685,54.917,1
403.943,46.187,14.84,1.669,22.093,69.105,46.113,59.433,74.862,71.064,69.105,1
405.943,33.032,12.32,1.596,18.566,82.298,54.672,67.335,90.216,84.004,82.298,1
407.047,22.958,10.81,1.537,15.966,92.937,63.127,71.011,99.338,92.223,92.937,1
407.951,16.034,10.003,1.488,14.28,100.076,70.198,70.129,101.943,95.294,100.076,1
409.588,13.362,9.511,1.448,13.487,105.231,74.195,67.203,102.574,96.444,105.231,1
412.275,13.618,9.08,1.416,12.954,110.26,77.261,64.894,103.618,97.888,110.26,1
415.953,14.747,8.746,1.392,12.532,114.408,79.832,63.645,104.709,99.349,114.408,1
420.389,15.307,8.631,1.372,12.347,115.906,81.006,63.101,104.931,99.873,115.906,1
425.187,14.592,8.876,1.354,12.593,112.706,79.424,62.737,103.323,98.396,112.706,1
429.738,12.781,9.602,1.336,13.402,104.462,74.761,61.86,98.825,94.013,104.462,1
433.791,10.875,10.725,1.318,14.738,93.918,68.229,60.236,92.581,87.936,93.918,1
437.277,9.364,12.155,1.3,16.727,83.047,60.445,57.828,85.94,81.468,83.047,1
440.154,8.48,13.843,1.282,19.436,72.83,52.058,54.658,78.992,74.896,72.83,1
442.38,8.431,15.771,1.265,22.768,63.687,44.214,50.838,70.424,67.443,63.687,1
443.419,9.589,18.084,1.251,26.357,55.686,38.222,46.284,59.156,58.136,55.686,1
442.615,11.679,20.932,1.241,30.248,48.325,33.381,41.153,48.448,48.974,48.325,1
438.79,14.546,24.585,1.237,35.004,41.32,28.943,35.684,39.537,40.858,41.32,1
430.621,18.518,29.402,1.244,41.265,34.601,24.596,30.106,32.281,33.787,34.601,1
416.833,24.411,35.8,1.263,49.61,28.232,20.347,24.665,26.238,27.515,28.232,1
395.772,35.181,44.465,1.298,60.729,22.884,16.718,20.072,21.445,22.383,22.884,1
369.818,48.315,54.788,1.352,73.569,18.656,13.844,16.461,17.807,18.463,18.656,1
341.911,59.534,65.686,1.437,86.56,15.477,11.703,13.777,15.24,15.674,15.477,1
314.744,66.684,75.858,1.641,97.972,13.28,10.259,11.966,13.614,13.867,13.28,1
291.152,70.266,83.667,1.872,105.764,11.976,9.465,10.954,12.694,12.806,11.976,1
274.365,72.109,87.291,2.05,107.554,11.459,9.298,10.671,12.302,12.324,11.459,3
263.226,74.38,87.064,2.203,103.859,11.489,9.644,10.916,12.326,12.283,11.489,3
256.185,77.252,83.618,2.325,95.988,11.985,10.48,11.634,12.775,12.676,11.985,3
252.031,79.946,77.79,2.419,85.704,12.9,11.751,12.795,13.656,13.505,12.9,3
249.561,81.319,70.879,2.49,75.468,14.142,13.304,14.314,14.935,14.727,14.142,0
248.287,79.773,64.524,2.542,67.263,15.55,14.936,16.018,16.455,16.193,15.55,3
248.045,76.935,59.902,2.58,61.537,16.733,16.306,17.451,17.731,17.433,16.733,3
248.76,73.525,57.392,2.599,58.399,17.433,17.138,18.302,18.468,18.155,17.433,3
250.204,70.044,57.033,2.592,57.818,17.538,17.301,18.439,18.557,18.242,17.538,3
251.918,67.596,58.706,2.566,59.547,17.04,16.8,17.864,17.985,17.684,17.04,3
253.151,69.754,62.355,2.529,63.352,16.064,15.813,16.759,16.891,16.623,16.064,3
253.986,75.664,66.972,2.484,68.113,14.973,14.724,15.557,15.692,15.456,14.973,3
255.279,82.113,71.843,2.433,73.056,13.956,13.724,14.474,14.6,14.387,13.956,0
258.176,86.098,76.316,2.377,77.487,13.12,12.921,13.621,13.729,13.528,13.12,0
264.005,85.14,79.54,2.286,80.52,12.577,12.423,13.11,13.191,12.99,12.577,0
274.248,79.845,80.203,2.171,80.869,12.469,12.366,13.084,13.136,12.919,12.469,3
287.038,75.241,78.513,2.11,78.852,12.744,12.691,13.472,13.502,13.253,12.744,1
299.536,73.067,75.093,2.071,75.166,13.341,13.33,14.198,14.216,13.923,13.341,1
309.013,73.563,70.702,2.034,70.642,14.17,14.182,15.161,15.181,14.833,14.17,1
312.767,76.965,66.342,2.015,66.384,15.089,15.078,16.196,16.247,15.83,15.089,1
308.229,84.892,63.175,2.026,63.683,15.841,15.71,17.018,17.17,16.655,15.841,2
298.168,92.717,61.381,2.067,62.458,16.297,16.013,17.507,17.788,17.169,16.297,2
285.689,96.899,60.522,2.137,62.159,16.524,16.088,17.759,18.196,17.452,16.524,2
273.23,96.65,60.14,2.22,62.301,16.628,16.051,17.906,18.55,17.628,16.628,0
262.999,93.343,59.882,2.288,62.495,16.7,16.001,18.064,18.988,17.805,16.7,0
256.555,92.75,59.829,2.333,62.062,16.715,16.114,18.23,19.238,17.913,16.715,0
252.588,94.219,60.252,2.372,61.306,16.598,16.313,18.299,19.02,17.841,16.598,0
249.73,95.419,61.125,2.424,60.559,16.362,16.514,18.256,18.46,17.613,16.362,0
246.996,94.751,62.101,2.467,59.766,16.104,16.735,18.187,17.856,17.349,16.104,0
243.553,91.174,62.548,2.497,58.507,15.987,17.094,18.253,17.584,17.234,15.987,0
238.936,84.694,61.294,2.514,55.944,16.32,17.893,18.779,17.956,17.605,16.32,0
233.74,77.528,58.479,2.523,52.489,17.129,19.101,19.789,18.887,18.495,17.129,3
228.705,70.183,54.753,2.53,49.047,18.32,20.438,21.143,20.245,19.8,18.32,3
224.438,62.708,50.82,2.537,46.439,19.725,21.552,22.621,21.892,21.343,19.725,4
221.466,55.599,47.457,2.546,45.358,21.094,22.048,23.908,23.648,22.854,21.094,4
220.184,50.147,45.249,2.554,46.376,22.114,21.573,24.615,25.334,23.995,22.114,4
219.995,46.807,43.831,2.56,48.644,22.824,20.588,24.847,26.68,24.802,22.824,4
220.42,45.537,42.793,2.564,51.337,23.374,19.51,24.833,27.628,25.438,23.374,4
221.229,45.991,41.918,2.569,53.983,23.86,18.543,24.72,28.244,26.001,23.86,4
222.326,47.496,41.15,2.575,56.353,24.303,17.753,24.563,28.642,26.516,24.303,4
224.209,48.237,41.018,2.576,58.9,24.38,16.991,24.108,28.548,26.622,24.38,4
227.482,48.183,41.911,2.57,62.394,23.873,16.06,23.17,27.757,26.079,23.873,4
232.936,48.123,43.948,2.552,67.175,22.8,14.942,21.782,26.318,24.908,22.8,4
241.386,48.756,46.978,2.519,73.11,21.339,13.726,20.124,24.45,23.305,21.339,4
253.579,50.621,50.569,2.465,79.636,19.803,12.58,18.49,22.529,21.612,19.803,4
270.532,53.709,53.5,2.388,85.076,18.71,11.77,17.344,21.151,20.398,18.71,4
290.624,57.558,55.012,2.289,88.323,18.183,11.328,16.765,20.441,19.8,18.183,1
311.628,62.036,54.963,2.219,89.04,18.199,11.232,16.715,20.364,19.793,18.199,1
331.277,66.886,53.629,2.159,87.475,18.657,11.437,17.098,20.799,20.264,18.657,1
347.05,71.479,51.668,2.08,84.427,19.362,11.85,17.734,21.521,20.997,19.362,1
355.836,77.24,49.871,1.981,79.847,20.06,12.542,18.405,22.143,21.631,20.06,1
359.198,85.818,48.427,1.892,73.295,20.658,13.715,19.024,22.459,21.986,20.658,2
359.446,95.691,47.019,1.839,65.915,21.28,15.279,19.702,22.718,22.291,21.28,2
358.46,104.264,45.304,1.815,59.049,22.095,17.019,20.587,23.251,22.851,22.095,2
357.917,108.829,43.046,1.807,53.616,23.248,18.69,21.817,24.333,23.916,23.248,2
357.526,106.967,40.647,1.808,49.691,24.633,20.163,23.3,25.837,25.364,24.633,2
354.964,101.451,39.272,1.811,47.414,25.473,21.108,24.289,26.816,26.29,25.473,2
348.195,95.13,39.555,1.81,47.16,25.302,21.215,24.321,26.728,26.175,25.302,2
336.294,90.291,41.612,1.808,49.013,24.091,20.438,23.35,25.529,24.981,24.091,2
319.489,89.229,45.204,1.813,52.613,22.167,19.035,21.669,23.554,23.039,22.167,2
300.387,94.862,49.285,1.833,56.554,20.344,17.714,20.047,21.658,21.186,20.344,2
282.539,103.179,53.024,1.874,59.865,18.907,16.728,18.766,20.15,19.72,18.907,2
267.943,111.016,56.178,1.951,62.39,17.827,16.04,17.794,19.001,18.612,17.827,0
257.397,116.877,58.781,2.051,64.311,17.026,15.555,17.049,18.13,17.779,17.026,0
250.901,120.028,61.017,2.163,65.998,16.394,15.155,16.426,17.424,17.109,16.394,0
247.818,119.351,63.001,2.278,67.773,15.878,14.759,15.873,16.82,16.54,15.878,0
246.501,115.899,64.766,2.383,69.447,15.446,14.403,15.386,16.271,16.03,15.446,0
246.072,109.936,66.212,2.462,70.72,15.106,14.142,14.993,15.798,15.597,15.106,0
246.061,101.667,67.212,2.516,71.397,14.879,14.007,14.733,15.444,15.28,14.879,0
246.08,91.92,67.641,2.55,71.405,14.784,14.005,14.632,15.263,15.122,14.784,0
245.788,85.642,67.252,2.568,70.525,14.87,14.181,14.761,15.335,15.199,14.87,0
245.197,84.244,66.292,2.574,69.005,15.087,14.497,15.056,15.576,15.435,15.087,0
244.457,86.375,64.961,2.571,67.116,15.399,14.907,15.463,15.927,15.777,15.399,0
243.753,90.472,63.45,2.566,65.14,15.765,15.357,15.93,16.341,16.178,15.765,0
243.307,95.217,62.035,2.558,63.452,16.122,15.762,16.378,16.747,16.568,16.122,0
243.488,101.1,61.261,2.551,62.662,16.324,15.959,16.635,16.984,16.789,16.324,0
244.354,106.11,61.123,2.543,62.674,16.36,15.956,16.692,17.04,16.831,16.36,0
245.874,108.136,61.309,2.536,63.084,16.311,15.852,16.639,17,16.778,16.311,0
247.923,106.721,61.449,2.531,63.458,16.274,15.759,16.583,16.97,16.734,16.274,0
250.235,103.174,61.144,2.525,63.336,16.355,15.789,16.647,17.065,16.813,16.355,0
252.093,98.145,59.985,2.518,62.251,16.674,16.067,16.966,17.415,17.142,16.674,0
252.979,92.602,58.292,2.509,60.514,17.164,16.534,17.483,17.946,17.652,17.164,0
252.691,87.534,56.568,2.499,58.624,17.687,17.068,18.064,18.507,18.198,17.687,0
