163.069	1.439	2.725	9.311	4.93	4.143293753	0	1
156.233	2.595	2.701	12.385	4.782	2.857454323	0	2
159.287	1.201	2.686	13.556	4.888	3.878012235	0	3
162.548	1.548	2.718	12.371	5.283	3.299208441	0	4
166.482	3.904	2.755	18.416	5.101	3.138100507	0	5
157.931	0.293	2.676	13.642	5.179	3.851724262	0	6
161.598	-0.039	2.712	21.861	4.889	4.509593238	0	7
152.819	1.493	2.695	11.72	4.998	4.407577535	0	8
159.465	2.481	2.759	20.972	4.871	3.350781446	0	9
154.776	1.168	2.718	11.119	4.834	4.618197688	0	10
154.098	0.365	2.758	11.867	5.49	4.176830783	0	11
157.543	2.088	2.723	16.816	4.88	4.603125289	0	12
156.148	2.15	2.748	14.25	5.112	3.366097067	0	13
154.375	1.672	2.692	11.005	4.801	4.641920659	0	14
164.037	3.471	2.732	15.757	4.76	3.710061318	0	15
158.232	1.204	2.699	11.224	5.042	4.501637092	0	16
157.061	0.726	2.694	11.505	5.117	4.192953603	0	17
156.748	2.54	2.697	21.118	4.824	4.044864302	0	18
163.549	2.318	2.752	12.717	5.018	3.776477806	0	19
158.393	0.869	2.712	14.027	5.024	4.737087739	0	20
155.325	0.811	2.707	20.419	4.836	3.392174079	0	21
162.278	4.224	2.707	18.395	4.882	4.393080405	0	22
164.182	-1.695	2.734	16.412	4.752	4.627382859	0	23
156.256	1.201	2.731	11.417	4.932	4.16217504	0	24
159.533	0.049	2.695	11.33	5.139	4.331420696	0	25
161.512	1.274	2.707	11.453	4.764	4.269374018	0	26
154.852	0.827	2.732	12.116	5.024	3.559872048	0	27
155.665	1.618	2.714	13.861	4.921	4.686275119	0	28
154.224	1.635	2.746	16.896	5.515	4.181046841	0	29
155.964	1.256	2.702	10.838	4.785	4.123640451	0	30
166.907	7.394	2.691	17.733	4.668	2.384319358	0	31
157.534	1.887	2.722	20.294	4.793	4.488691952	0	32
156.457	0.311	2.72	13.239	4.922	4.495616663	0	33
157.848	2.225	2.719	13.851	4.826	3.907399482	0	34
157.714	-0.074	2.703	11.911	4.823	4.621984999	0	35
171.184	-0.963	2.715	19.568	4.92	4.024435257	0	36
156.648	2.447	2.707	10.536	4.74	4.233826444	0	37
158.459	5.144	2.718	22.603	4.956	4.867929727	0	38
154.675	0.11	2.712	9.923	4.929	3.459450239	0	39
156.33	0.85	2.712	9.57	5.009	4.627640881	0	40
158.172	3.372	2.707	22.959	4.88	3.773684147	0	41
154.233	1.821	2.719	16.634	5.063	3.336777033	0	42
156.522	0.853	2.712	8.95	4.802	4.601554026	0	43
157.972	0.653	2.721	11.936	4.921	4.206433377	0	44
158.089	3.22	2.724	17.862	5.025	3.058058769	0	45
156.159	1.005	2.71	11.969	5.159	4.602869337	0	46
155.297	2.391	2.725	11.877	5.069	3.562454059	0	47
157.577	0.406	2.687	16.792	4.972	4.524316799	0	48
157.872	0.797	2.704	11.695	5.005	4.616310965	0	49
159.238	0.28	2.708	8.387	5.12	4.294554663	0	50
159.791	2.597	2.753	19.519	4.856	3.687516922	0	51
156.908	2.418	2.699	16.428	4.79	3.91577476	0	52
161.279	0.228	2.71	12.837	4.87	4.605284376	0	53
157.121	1.56	2.728	12.07	4.785	4.089947515	0	54
155.655	1.396	2.714	14.569	5.024	4.053748776	0	55
