No.	Well	Top	Bot	Code	AC 	CNL 	DEN 	GR 	PE 	RLLD 	SAC_XG_NEW 	POR 	SOG 	SH 	CAL 
1230	29-30	3430.500	3431.800	3	162.1885	4.9460	2.7244	40.2066	4.4672	1504.0400	309.0762	0.1000	-9999.5000	-9999.5000	21.7775
1231	29-30	3435.400	3436.800	0	213.9961	16.4797	2.5622	120.7313	2.7627	56.4758	401.2857	0.1000	-9999.5000	-9999.5000	22.5074
1232	29-30	3442.500	3443.900	3	165.2188	4.4100	2.7200	27.8432	4.1905	859.7230	302.3009	0.1000	-9999.5000	-9999.5000	21.9184
1233	29-30	3459.000	3460.400	3	165.0697	6.2953	2.7154	27.8781	4.1731	7398.3614	311.4507	0.1000	-9999.5000	-9999.5000	21.6997
1234	30-14	3440.300	3442.000	1	153.6293	10.2733	2.8537	33.4118	3.8543	4063.7643	289.0982	0.1000	-9999.5000	-9999.5000	21.5403
1235	30-14	3445.000	3447.400	1	152.8313	7.1227	2.8229	15.0301	3.1406	408.8189	278.6890	1.1589	-9999.5000	-9999.5000	21.5067
1236	30-14	3452.100	3453.900	8	177.1719	13.2209	2.6892	18.6882	3.2651	85.5767	311.7555	9.0187	62.0924	-9999.5000	21.3389
1237	30-14	3454.300	3454.900	0	220.1091	22.3163	2.5169	157.9054	2.9879	87.9960	368.9000	0.1000	-9999.5000	-9999.5000	22.1396
1238	30-14	3458.000	3458.800	0	209.4014	17.9783	2.4450	143.9701	2.6797	228.7997	374.0001	0.1000	-9999.5000	-9999.5000	23.0169
1239	30-14	3466.000	3467.800	0	187.6728	14.0627	2.6608	100.0202	3.3072	329.3748	321.5213	0.1000	-9999.5000	-9999.5000	20.9462
1240	30-14	3468.600	3469.400	1	153.9518	7.1598	2.8069	16.8251	3.1341	379.3498	280.2157	1.3544	-9999.5000	-9999.5000	21.3893
1241	30-14	3480.400	3481.500	3	165.1033	6.3285	2.7268	54.1594	4.2053	1340.1800	312.7688	0.1000	-9999.5000	-9999.5000	21.6030
1242	30-25	3464.700	3466.400	1	155.8964	7.0517	2.8104	27.2438	4.0014	476.0828	290.5636	0.1000	-9999.5000	-9999.5000	21.3573
1243	30-25	3468.700	3469.500	1	184.8258	9.9650	2.7362	96.1879	4.0447	985.0061	322.5809	0.1000	-9999.5000	-9999.5000	21.2914
1244	30-25	3469.800	3471.100	3	161.9554	5.8513	2.5864	28.5042	3.3582	250.1762	308.6691	0.9829	14.8930	-9999.5000	23.4056
1245	30-25	3486.800	3487.600	3	168.6903	7.8070	2.8124	37.0761	3.6530	169.7118	303.5006	0.1000	-9999.5000	-9999.5000	21.3229
1246	30-25	3489.100	3490.000	3	161.8062	7.3186	2.7988	44.9392	3.8236	184.8276	301.9962	0.1000	-9999.5000	-9999.5000	21.6970
1247	30-25	3495.600	3498.700	8	171.8863	11.3490	2.6926	17.3642	3.2386	45.0573	310.5312	7.3216	46.7644	-9999.5000	20.9624
1248	30-25	3502.200	3503.300	1	159.2459	10.1780	2.8135	38.7105	3.7208	777.9330	295.8935	0.1000	-9999.5000	-9999.5000	21.3957
1249	30-25	3513.400	3514.600	1	156.7468	5.8968	2.7697	22.0427	3.4986	732.2631	285.4702	0.1849	-9999.5000	-9999.5000	21.6119
1250	30-25	3519.900	3521.000	1	156.2557	7.4910	2.7986	31.4467	4.0600	411.6750	295.6382	0.1000	-9999.5000	-9999.5000	22.4217
1251	30-25	3526.900	3527.500	7	162.8310	7.7527	2.8064	23.1086	3.5761	500.9984	292.5184	1.8581	33.6368	-9999.5000	21.3630
1252	30-25	3528.700	3529.600	8	172.3932	5.6650	2.7139	22.9941	3.4704	433.6997	298.6772	6.8590	78.5385	-9999.5000	21.6488
1253	S92	3484.900	3485.500	0	219.1481	27.3626	2.4637	143.4383	3.0466	120.7334	397.0441	0.1000	-9999.5000	-9999.5000	24.8349
1254	S92	3491.500	3493.000	1	147.9813	6.2173	2.8041	20.7584	3.3090	2230.0571	273.1085	0.1381	-9999.5000	-9999.5000	23.5943
1255	S92	3495.000	3495.700	0	192.1838	15.9306	2.6496	104.2099	2.9575	119.2580	337.7960	0.1000	-9999.5000	-9999.5000	23.4047
1256	S92	3500.000	3501.400	1	152.9015	6.8541	2.8092	46.4819	3.3925	480.9060	284.4805	0.1515	-9999.5000	-9999.5000	22.8171
1257	S92	3523.300	3524.500	7	171.5805	9.8747	2.6962	21.8252	3.5315	40.7647	305.2143	7.5682	44.3438	-9999.5000	21.7359
1258	S92	3524.800	3526.200	7	170.1689	10.2633	2.7029	21.6671	3.2826	48.6047	310.0613	7.0170	42.0177	-9999.5000	22.0279
1259	S92	3535.800	3536.600	0	218.5374	18.3342	2.4142	136.1857	2.4060	101.9526	404.4709	0.1000	-9999.5000	-9999.5000	22.4164
1260	S92	3540.200	3543.900	1	157.6483	7.5349	2.7788	26.5904	3.6497	292.6824	290.7539	1.6974	-9999.5000	-9999.5000	21.6997
1261	S92	3546.500	3547.000	2	164.9530	11.8593	2.7370	22.5960	3.1748	131.3695	304.5022	4.4472	31.4040	-9999.5000	21.7575
1262	S92	3547.400	3548.000	7	164.2091	12.2540	2.7729	37.6351	3.3300	136.9866	305.5681	4.3893	44.7722	-9999.5000	21.6884
1263	S93	3511.200	3514.000	1	153.9652	7.1561	2.8602	30.8954	3.5174	-9999.5000	-9999.5000	0.6183	-9999.5000	-9999.5000	21.7859
1264	S93	3519.800	3520.700	1	149.9946	5.3480	2.8334	29.2574	3.2969	-9999.5000	-9999.5000	0.1000	-9999.5000	-9999.5000	21.5025
1265	S93	3522.200	3523.200	3	159.7929	6.1863	2.7730	14.2574	3.2560	-9999.5000	-9999.5000	3.2362	15.7814	-9999.5000	21.5385
1266	S93	3524.300	3525.100	1	153.2517	5.3221	2.8299	29.8516	3.1923	-9999.5000	-9999.5000	0.4623	-9999.5000	-9999.5000	21.6029
1267	S93	3542.900	3544.000	3	170.3101	4.1522	2.7258	53.6856	4.4958	-9999.5000	-9999.5000	0.1000	-9999.5000	-9999.5000	21.4330
1268	S93	3545.700	3547.800	1	158.2716	5.4470	2.8162	41.9760	3.2397	-9999.5000	-9999.5000	0.1000	-9999.5000	-9999.5000	21.4004
1269	S93	3548.500	3549.600	3	160.5751	6.3967	2.8129	46.1240	3.2364	-9999.5000	-9999.5000	0.1000	-9999.5000	-9999.5000	21.2793
1270	S93	3556.300	3556.700	3	163.7676	6.6816	2.7232	18.5748	3.4532	-9999.5000	-9999.5000	4.9206	19.4024	-9999.5000	20.9678
1271	S93	3558.800	3560.400	1	152.9919	6.3249	2.8066	20.0899	3.2036	-9999.5000	-9999.5000	1.4492	-9999.5000	-9999.5000	22.4336
1272	S93	3576.800	3577.400	7	159.1871	6.0283	2.8121	20.3581	3.3116	-9999.5000	-9999.5000	3.5317	39.0658	-9999.5000	21.4937
1273	S93	3578.700	3580.000	3	161.7382	5.2113	2.7872	37.5134	3.7411	-9999.5000	-9999.5000	0.1000	-9999.5000	-9999.5000	20.9606
1274	S93	3592.100	3593.700	3	166.1288	3.9265	2.7151	41.4309	4.3070	-9999.5000	-9999.5000	0.1000	-9999.5000	-9999.5000	20.9058
1275	SHAN50	3433.600	3435.900	8	173.7180	12.3211	2.6630	17.7698	3.3978	71.5588	312.7806	-9999.5000	-9999.5000	-9999.5000	21.4193
1276	SHAN50	3441.800	3442.900	1	145.2046	8.2903	2.7898	20.4174	4.0255	1682.8534	290.3874	-9999.5000	-9999.5000	-9999.5000	21.8568
1277	SHAN50	3445.000	3446.400	7	157.3225	8.9863	2.7872	15.2093	3.4732	282.9689	285.4630	-9999.5000	-9999.5000	-9999.5000	21.7715
1278	SHAN50	3453.200	3453.900	0	125.2135	18.6970	1.0815	102.3175	2.4571	40.7661	900.7493	-9999.5000	-9999.5000	-9999.5000	25.0832
1279	SHAN50	3454.900	3456.700	1	151.7838	6.9517	2.8031	16.3555	3.9299	660.1764	286.6873	-9999.5000	-9999.5000	-9999.5000	17.7765
1280	SHAN50	3458.000	3460.800	3	155.9633	8.2228	2.6323	4.0649	3.4503	296.0156	278.8358	-9999.5000	-9999.5000	-9999.5000	20.7134
1281	SHAN50	3467.500	3469.300	3	159.8046	10.1896	2.5417	25.3989	3.3859	425.4639	310.2074	-9999.5000	-9999.5000	-9999.5000	20.9584
1282	SHAN50	3470.300	3471.400	0	175.7050	8.8108	2.5874	69.3206	3.5905	178.3928	321.0626	-9999.5000	-9999.5000	-9999.5000	18.7355
1283	SHAN50	3482.600	3483.700	1	159.8358	6.5307	2.8062	21.4458	4.4345	580.4175	301.0927	-9999.5000	-9999.5000	-9999.5000	17.2560
1284	SHAN50	3489.400	3493.500	3	167.5454	12.5794	2.6686	-9999.5000	3.6456	74.5666	271.4417	-9999.5000	-9999.5000	-9999.5000	17.9067
1285	SHAN50	3511.300	3513.100	1	157.6516	9.9348	2.7817	12.5968	4.1880	303.3698	278.6872	-9999.5000	-9999.5000	-9999.5000	18.4863
1286	T47	3423.900	3425.500	1	154.8519	7.1366	2.8325	37.3051	4.3863	65.6803	296.0661	0.1000	-9999.5000	-9999.5000	23.8263
1287	T47	3426.900	3428.200	8	173.0686	5.7956	2.7132	22.1714	3.9267	154.8999	302.5967	5.9384	76.3392	-9999.5000	24.6130
1288	T47	3429.800	3431.600	8	166.2147	3.8658	2.7137	15.6263	3.9306	172.6804	294.3594	4.7502	62.5355	-9999.5000	23.4235
1289	T47	3432.500	3433.300	0	208.6652	13.4713	2.6712	115.0998	3.8169	65.7321	336.9272	0.1000	-9999.5000	-9999.5000	24.5930
1290	T47	3435.300	3435.800	0	202.3245	13.4672	2.4495	121.5470	3.5232	73.8553	372.8377	0.1000	-9999.5000	-9999.5000	26.0795
1291	T47	3437.200	3437.900	0	175.0308	8.1307	2.7491	81.7435	3.8144	161.5502	318.2906	0.1000	-9999.5000	-9999.5000	23.7364
1292	T47	3438.800	3439.200	7	165.7510	3.3456	2.6722	22.4272	4.0650	228.0894	299.5874	2.9166	35.7150	-9999.5000	24.5520
1293	T47	3439.600	3440.100	7	166.5273	5.4808	2.4128	18.9005	4.1030	195.6770	317.7258	3.3407	42.1820	-9999.5000	25.3605
1294	T47	3440.300	3441.100	8	168.9922	7.6872	2.3843	22.2212	3.7513	123.0363	340.1908	4.6879	52.5167	-9999.5000	26.0671
1295	T47	3444.200	3444.500	0	189.6260	14.8010	2.5210	109.7143	3.9115	89.0097	358.9583	0.1000	-9999.5000	-9999.5000	24.8565
1296	T47	3445.000	3445.500	8	174.2103	8.5897	2.2383	28.4665	3.8270	230.4285	369.4610	3.6512	49.2457	-9999.5000	25.5988
1297	T47	3467.900	3473.000	8	170.5752	8.0164	2.6686	19.5568	3.8759	80.5278	300.8924	6.2635	59.6031	-9999.5000	23.7426
1298	T47	3475.700	3476.800	3	163.1530	7.4067	2.7513	37.5860	3.8110	184.3007	301.9178	0.1000	-9999.5000	-9999.5000	23.8173
1299	T47	3484.400	3485.500	3	159.9864	2.9610	2.7334	37.5188	4.3085	328.7013	304.7248	0.1000	-9999.5000	-9999.5000	23.5097
1300	T47	3489.900	3492.200	3	163.3170	2.2313	2.6877	42.8461	4.6643	730.9738	317.2765	0.1000	-9999.5000	-9999.5000	23.6553
1301	T47	3507.300	3510.600	3	159.2903	1.6977	2.6787	21.2492	5.1971	29515.1003	321.1227	0.1000	-9999.5000	-9999.5000	24.0331
1302	T47	3525.200	3527.800	3	159.3320	2.1686	2.6814	21.3339	5.0777	25261.4710	320.0786	0.1000	-9999.5000	-9999.5000	24.0782
1303	Z96	3380.200	3382.100	1	185.9334	10.9917	2.7711	40.4727	4.7779	108.5529	307.8442	0.1000	-9999.5000	-9999.5000	25.4715
1304	Z96	3382.900	3383.800	1	162.0664	9.8477	2.8283	36.3734	3.7241	178.8135	298.0279	0.1000	-9999.5000	-9999.5000	24.6095
1305	Z96	3388.600	3391.200	7	162.6757	10.4120	2.7615	13.6485	3.2470	122.1732	292.7056	4.5521	-9999.5000	-9999.5000	24.4389
1306	Z96	3393.600	3395.000	7	166.6143	10.9004	2.7604	17.3420	3.5358	89.4163	292.9645	5.1437	-9999.5000	-9999.5000	24.7210
1307	Z96	3396.200	3397.200	3	162.5181	12.7526	2.7887	31.4861	3.9648	62.0428	294.9048	0.7004	-9999.5000	-9999.5000	24.6683
1308	Z96	3400.100	3401.800	1	150.1415	8.4832	2.8431	24.7348	3.7725	102.3874	288.0094	0.1000	-9999.5000	-9999.5000	24.6953
1309	Z96	3405.300	3406.700	0	196.3015	14.3907	2.7322	90.1821	3.3230	58.4949	332.9974	0.1000	-9999.5000	-9999.5000	24.6017
1310	Z96	3414.300	3415.400	3	172.2152	9.5059	2.7867	16.5425	3.1888	135.8793	298.3186	3.7303	-9999.5000	-9999.5000	24.5076
1311	Z96	3424.900	3425.800	0	181.7670	14.1683	2.7968	83.4237	3.8728	73.1365	317.0043	0.1000	-9999.5000	-9999.5000	24.4689
1312	Z96	3439.400	3440.600	3	165.6538	5.9461	2.6806	19.7592	3.9444	138.8882	300.4198	4.2550	-9999.5000	-9999.5000	24.3853
1313	Z96	3456.300	3458.000	1	152.3982	7.9721	2.7898	23.9956	4.0078	438.4772	291.3177	0.1000	-9999.5000	-9999.5000	24.3826
1314	Z96	3476.800	3479.000	3	150.9388	1.0336	2.7232	16.6651	4.8677	4093.2113	300.7149	0.1000	-9999.5000	-9999.5000	23.9128
1315	Z96	3488.000	3491.800	3	152.5234	1.8776	2.7211	13.9866	5.1053	66139.1654	295.7524	0.1000	-9999.5000	-9999.5000	24.5542
1316	JT1	3441.125	3441.750	0	202.0143	11.4273	2.6967	123.7803	3.1542	256.0312	317.7030	0.1000	-9999.5000	-9999.5000	24.7262
1317	JT1	3445.000	3445.625	0	206.3577	16.4928	2.4973	155.2985	3.1310	89.6002	365.8707	0.1000	-9999.5000	-9999.5000	25.9908
1318	JT1	3446.500	3447.375	1	154.0456	4.6265	2.8305	17.8142	3.4929	1348.5216	269.9669	0.4426	-9999.5000	-9999.5000	24.3524
1319	JT1	3449.625	3450.375	1	161.9537	7.3199	2.7969	15.1804	3.3954	105.0260	286.3156	2.9624	40.6175	-9999.5000	24.4140
1320	JT1	3453.875	3454.250	0	173.3352	12.6792	2.5848	99.8518	2.9553	78.1475	336.1220	0.1000	-9999.5000	-9999.5000	25.0615
1321	JT1	3455.375	3455.750	0	191.6455	12.0617	2.7080	99.3910	3.3318	143.6467	311.9775	0.1000	-9999.5000	-9999.5000	24.7318
1322	JT1	3456.625	3457.875	1	155.5183	4.7796	2.8299	16.5654	3.3375	281.8910	278.4715	0.2493	-9999.5000	-9999.5000	24.3078
1323	JT1	3464.500	3464.875	0	193.8380	9.6033	2.7127	97.7597	3.8253	127.8635	341.5627	0.1000	-9999.5000	-9999.5000	24.5465
1324	JT1	3477.125	3477.875	1	159.4617	5.0444	2.8359	36.7469	3.3373	399.0784	296.5251	0.1000	-9999.5000	-9999.5000	24.5289
1325	JT1	3484.625	3487.875	4	168.9772	8.3378	2.7214	20.4197	3.7337	102.9017	302.2209	4.5775	40.6872	-9999.5000	24.2631
1326	JT1	3489.000	3489.625	0	186.7450	8.1897	2.7565	103.9722	4.0325	163.4948	340.5040	0.1000	-9999.5000	-9999.5000	24.5187
