157.449,1.714,2.723,16.303,4.943,9487.71
156.589,0.985,2.694,13.336,5.011,10252.104
155.519,1.185,2.701,12.347,5.043,9167.337
158.235,1.253,2.719,9.705,5.079,8163.5
161.607,1.726,2.727,13.294,4.884,10322.24
156.467,1.034,2.694,12.472,5.108,8954.524
156.549,1.711,2.688,17.62,4.937,7356.168
161.481,1.621,2.729,12.14,4.859,8319.002
154.975,0.784,2.715,9.807,4.958,9943.308
156.51,0.698,2.736,11.949,4.853,10222.826
158.804,1.382,2.717,23.359,5.1,10524.318
156.048,1.768,2.73,16.317,4.986,15982.486
158.073,0.813,2.711,19.451,5.127,7273.766
159.892,2.246,2.722,13.948,4.789,12173.971
155.286,1.719,2.715,19.758,4.997,6514.51
157.493,0.943,2.714,15.701,4.92,17665.941
158.413,2.39,2.693,20.288,4.844,9937.581
159.755,2.172,2.698,21.237,4.811,10552.299
155.951,1.323,2.697,15.263,5.04,17604.727
156.608,1.797,2.706,18.427,4.749,7299.567
156.944,1.112,2.691,11.55,4.875,16826.672
156.192,1.289,2.697,10.644,4.761,13751.433
153.686,1.538,2.721,10.754,4.992,15281.714
155.706,0.862,2.689,9.46,5.107,7276.457
156.165,2.014,2.726,22.102,5.132,13367.586
156.796,1.584,2.687,14.098,4.984,5266.159
155.445,1.48,2.744,11.132,5.051,6071.61
160.324,1.769,2.712,9.163,4.871,5593.215
160.422,2.475,2.734,14.92,4.828,6680.14
156.32,0.62,2.725,11.36,5.102,5866.201
155.535,0.937,2.715,9.362,4.765,6788.429
157.551,0.88,2.735,17.726,4.947,19658.68
160.155,0.568,2.765,16.547,4.875,11592.157
161.257,1.258,2.715,13.132,5.116,5172.229
158.872,1.286,2.734,13.299,4.788,5261.743
155.252,0.599,2.72,14.138,5.258,11811.332
156.599,1.319,2.689,13.732,4.638,10430.665
159.029,2.225,2.724,13.439,4.934,4778.756
158.307,2.176,2.661,20.072,4.834,12209.172
156.528,1.008,2.659,15.937,4.781,12729.913
161.322,2.662,2.732,19.358,4.808,7212.408
156.261,0.929,2.69,12.801,4.861,20278.838
154.952,1.064,2.693,12.028,4.874,19898.279
159.474,1.994,2.681,19.098,5.137,5414.592
156.577,0.518,2.711,17.391,4.932,21242.09
161.447,0.669,2.708,12.226,5.015,20978.672
161.485,2.947,2.724,14.47,5.123,14993.941
157.274,2.732,2.705,11.027,4.714,14199.51
160.857,1.264,2.696,17.562,4.941,23164.805
159.177,1.806,2.723,22.233,4.793,19957.129
157.396,2.886,2.691,20.035,4.724,8789.51
161.519,3.274,2.735,16.446,4.852,10340.313
152.105,1.103,2.744,11.702,4.79,7108.304
157.699,2.288,2.659,16.893,4.819,6030.848
154.852,1.05,2.717,19.229,4.923,23099.66
155.917,2.314,2.713,23.888,4.882,19262.875
156.583,1.234,2.74,11.564,5.345,14254.839
158.759,1.011,2.747,12.456,4.852,23246.26
159.033,2.847,2.718,19.394,5.025,4742.837
159.11,1.401,2.735,13.518,4.789,4118.392
161.321,2.708,2.736,20.262,4.789,5775.586
154.417,1.01,2.699,10.324,4.674,5735.837
159.378,1.087,2.698,14.835,4.737,4247.097
156.73,1.549,2.679,17.886,5.086,24472.785
160.67,2.617,2.705,23.581,4.706,14775.234
155.203,2.324,2.734,15.331,5.076,4187.396
154.069,2.012,2.736,14.586,5.015,24309.439
153.73,2.93,2.714,17.055,4.822,18303.578
162.477,3.505,2.726,15.912,4.806,10640.65
155.718,0.819,2.686,15.529,4.796,24053.449
158.447,2.071,2.711,14.186,4.834,3621.358
158.244,3.492,2.694,21.27,5.041,6298.123
155.035,0.998,2.741,8.54,4.953,4018.563
158.161,1.435,2.734,10.219,5.434,13226.297
158.896,1.674,2.696,19.179,4.861,3517.056
159.694,1.302,2.653,15.285,5.347,7500.676
159.656,3.046,2.72,19.624,4.966,4277.878
155.936,1.708,2.781,12.216,5.01,4657.064
154.271,1.814,2.751,12.446,5.043,25533.896
157.072,2.335,2.692,13.996,4.843,3602.071
154.626,1.44,2.684,11.993,4.917,27903.969
159.234,1.3,2.744,13.925,5.081,3343.689
154.305,0.514,2.74,9.262,4.899,4002.576
157.626,0.533,2.729,10.366,5.094,3492.302
155.631,1.691,2.728,21.316,5.04,29360.992
157.898,-0.631,2.733,12.982,5.262,6423.3
156.02,1.512,2.724,14.934,5.103,3145.909
162.448,-0.429,2.749,16.666,4.831,18263.605
161.775,1.732,2.691,11.677,4.825,3402.769
159.189,1.646,2.736,13.354,4.798,31056.34
158.742,1.366,2.716,24.256,5.039,3295.447
151.487,0.131,2.781,13.245,4.911,7979.651
155.943,0.129,2.731,17.35,4.812,27226.855
157.863,0.929,2.702,14.987,4.748,31027.902
158.391,0.665,2.734,19.269,4.782,29896.451
155.033,0.209,2.706,14.418,4.878,3352.865
157.019,0.542,2.692,10.374,5.244,27310.225
158.731,0.977,2.692,12.396,5.136,33239.238
158.164,2.863,2.75,12.817,4.867,3528.856
157.493,0.439,2.728,8.993,5.102,3163.634
157.349,1.639,2.727,15.102,4.802,2848.722
159.988,1.094,2.692,24.515,4.781,29306.281
160.241,2.417,2.692,17.889,5.117,3072.438
158.401,0.534,2.72,15.199,4.902,35768.387
157.708,0.556,2.739,7.935,4.925,3036.206
162.106,0.467,2.73,15.942,4.851,32612.404
157.541,1.082,2.718,11.447,4.923,2613.621
157.271,0.88,2.696,14.894,5.578,9917.236
156.352,1.2,2.718,13.652,4.722,2879.832
154.405,1.282,2.726,13.163,4.779,34627.727
156.348,0.329,2.731,12.698,5.008,2780.536
164.352,2.627,2.712,18.982,5.106,3382.091
156.687,1.384,2.702,15.191,5.078,39870.016
157.119,1.168,2.738,18.536,4.921,2549.064
158.777,0.996,2.694,12.428,5.088,39464.957
154.168,0.556,2.759,11.51,5.51,10701.111
156.875,1.144,2.736,18.562,4.908,2499.381
158.06,2.764,2.751,12.456,4.819,2993.966
156.181,1.676,2.725,22.158,5.257,33563.613
156.433,1.912,2.71,10.625,4.942,40953.164
154.162,1.709,2.731,13.577,4.9,39132.754
162.961,4.495,2.697,20.764,4.975,8843.501
153.875,1.186,2.738,12.605,4.768,35850.879
155.776,0.961,2.712,10.191,4.992,41160.926
156.28,1.271,2.707,20.62,4.947,41645.012
158.669,0.418,2.709,16.848,4.951,41248.457
159.599,0.574,2.699,13.644,4.877,41070.859
160.016,0.952,2.718,10.501,4.934,42471.16
158.549,0.385,2.71,16.464,4.896,41251.387
157.357,0.908,2.699,10.057,5.117,41168.73
153.678,1.353,2.707,14.581,4.903,41239.754
156.494,0.812,2.715,11.719,5.114,42016.211
158.905,1.711,2.731,10.775,4.828,42550.535
155.8,2.177,2.713,7.657,4.753,2663.751
161.794,2.053,2.709,11.788,5.019,42554.746
159.095,0.803,2.705,8.187,5.063,42394.652
160.878,2.392,2.711,11.877,5.019,42539.75
161.537,0.25,2.706,12.653,4.863,40055.91
156.252,3.419,2.697,21.239,5.277,3652.176
154.551,0.251,2.719,13.209,5.013,40850.309
156.528,0.578,2.721,15.288,4.739,40918.547
161.145,0.432,2.693,20.405,5.043,41061.695
154.889,0.731,2.699,9.107,5.117,41228.078
161.098,4.365,2.709,22.143,4.885,4655.591
161.182,1.263,2.74,10.71,4.962,2220.655
161.783,0.395,2.703,18.278,5.081,42273.688
158.671,0.213,2.737,15.386,4.844,42586.258
154.221,2.663,2.729,13.145,4.897,41360.254
157.338,1.332,2.759,7.741,5.047,42273.563
151.65,1.977,2.757,15.91,5.059,2670.976
162.826,0.138,2.718,14.766,4.979,42099.461
162.966,0.12,2.72,14.949,5.005,42006.391
163.898,1.302,2.724,9.014,4.844,2345.73
160.222,1.747,2.655,13.625,5.022,2296.292
158.668,-0.092,2.72,22.255,5.085,41544.676
153.059,0.994,2.719,9.251,4.74,41407.121
155.906,0.531,2.686,12.381,4.655,40219.344
157.913,-0.147,2.752,13.172,5.016,42906.363
153.594,0.918,2.737,13.046,5.534,3803.365
160.922,0.29,2.654,15.383,4.97,42387.316
151.905,0.549,2.719,9.945,4.722,40000.0
158.315,-1.608,2.718,15.432,4.836,29263.615
154.219,0.596,2.744,13.127,5.595,4305.186
166.683,3.398,2.682,12.172,5.346,4163.984
155.801,1.501,2.74,14.494,4.796,1835.281
160.436,0.99,2.666,14.431,4.637,2191.299
157.465,0.438,2.727,12.595,5.133,55796.898
158.717,1.634,2.691,10.237,5.353,2013.699
159.663,4.928,2.715,12.156,4.944,29236.805
159.512,-1.142,2.704,15.868,5.174,42176.789
160.161,-1.275,2.704,18.179,5.12,41762.141
157.273,2.667,2.743,18.751,5.109,1694.247
162.203,0.802,2.708,14.034,4.929,1530.208
156.503,3.46,2.7,17.414,4.715,51590.09
156.208,0.831,2.694,9.004,4.909,1471.681
159.054,1.212,2.719,18.846,5.094,72452.219
157.799,-2.014,2.74,11.823,4.889,37684.75
157.215,-1.589,2.687,12.828,5.236,42833.711
161.1,5.059,2.714,16.12,4.797,37021.926
154.895,1.567,2.701,11.09,5.143,1277.26
156.926,4.334,2.754,23.337,4.809,2041.196
160.193,1.748,2.695,10.642,5.292,1274.063
175.887,2.97,2.775,16.208,4.906,20956.91
161.273,0.069,2.689,10.94,5.083,1167.834
154.975,0.496,2.703,21.696,4.754,87728.547
177.661,2.614,2.671,24.559,5.221,16421.104
155.853,0.704,2.7,14.397,5.078,106379.086
161.192,3.453,2.74,18.217,4.861,1069.978
163.909,3.485,2.684,16.2,5.037,1043.988
162.429,1.857,2.723,11.7,4.971,774.582
158.092,2.418,2.712,14.8,4.857,734.609
156.233,2.595,2.701,12.385,4.782,720.202
156.872,3.311,2.698,14.516,4.817,693.819
153.541,1.766,2.779,18.353,4.872,629.849
158.76,6.883,2.717,18.519,4.716,1447.049
157.347,3.47,2.72,17.852,4.877,434.274
158.389,8.325,2.711,19.19,4.875,1299.502
165.948,6.828,2.673,23.648,4.659,559.856
156.509,2.289,2.707,12.881,4.774,98.499
166.41,6.465,2.678,11.555,4.629,117.384
157.809,3.819,2.74,20.287,4.194,3715.812
158.96,4.613,2.75,15.599,4.004,2734.962
157.853,3.207,2.751,11.791,4.209,1692.878
158.019,6.092,2.748,20.245,4.386,3212.356
155.254,0.867,2.742,9.388,4.094,3308.354
154.317,4.069,2.726,13.001,4.122,3830.697
155.744,5.343,2.758,20.607,4.259,2804.049
157.319,2.708,2.757,15.649,4.194,1561.152
160.946,3.21,2.737,8.003,4.529,2810.024
155.001,2.917,2.751,23.177,4.168,6455.067
160.282,1.848,2.733,14.375,4.451,5312.632
155.29,3.42,2.747,22.111,4.529,4133.492
161.664,3.785,2.762,13.085,4.313,2037.003
155.882,1.948,2.756,21.175,4.056,5777.378
157.2,0.978,2.761,9.871,4.29,2925.015
152.134,3.129,2.737,24.247,4.414,5259.249
159.226,2.071,2.753,16.572,4.375,7468.676
159.889,4.899,2.743,16.289,3.8,1399.044
155.184,2.524,2.719,11.399,4.32,4819.411
160.395,3.851,2.744,19.557,4.2,773.198
160.662,5.45,2.74,17.037,3.804,1325.341
156.214,1.297,2.72,9.976,4.414,3798.63
161.236,3.212,2.74,17.939,4.568,6920.184
160.175,4.114,2.712,21.471,4.288,2903.957
163.029,2.164,2.727,13.277,4.58,3216.261
166.068,3.882,2.725,15.418,4.411,1699.872
162.506,3.161,2.745,8.675,4.669,3377.344
153.334,0.935,2.739,12.095,4.561,4827.629
158.027,1.078,2.718,12.616,4.483,2443.593
154.327,2.788,2.766,18.066,4.085,5859.836
155.86,0.551,2.733,15.854,4.36,9259.901
159.236,4.398,2.727,17.723,3.907,874.369
161.057,1.343,2.746,22.819,4.259,11466.806
161.985,3.015,2.718,18.378,3.925,6478.812
155.728,1.676,2.742,13.066,4.299,12472.151
157.712,0.154,2.756,14.064,4.581,4574.909
157.455,1.414,2.772,11.566,4.138,2058.543
157.573,1.143,2.722,24.591,4.429,7706.596
156.975,2.601,2.732,18.533,4.698,5913.215
154.522,1.576,2.749,10.219,4.65,5786.006
154.842,1.224,2.73,18.373,4.639,5862.839
156.839,1.946,2.748,10.647,4.765,2475.285
150.172,2.812,2.76,11.597,4.221,7605.268
156.116,0.437,2.713,13.39,4.415,1900.009
156.897,2.973,2.736,10.626,3.919,618.665
159.947,2.075,2.739,10.208,4.697,7480.536
157.108,3.767,2.776,15.203,4.294,1719.331
155.68,0.981,2.737,13.446,3.596,2822.572
164.437,4.143,2.728,23.473,3.64,2684.356
158.029,3.736,2.746,15.206,4.424,532.721
153.539,1.484,2.756,17.269,4.526,9028.414
154.831,1.134,2.772,10.399,4.276,5958.4
156.051,4.21,2.768,17.791,4.338,10124.885
155.359,2.14,2.776,17.74,4.268,5377.472
154.472,5.365,2.767,13.35,3.731,2055.21
155.292,0.824,2.732,11.635,4.616,888.225
158.726,4.002,2.747,13.864,4.571,14202.585
152.174,2.036,2.709,15.32,4.378,5272.96
154.535,3.184,2.75,17.146,4.58,659.677
151.133,2.174,2.771,13.594,4.499,2449.445
152.052,4.524,2.753,16.205,4.31,15461.012
154.797,2.573,2.774,16.534,4.259,990.056
156.746,1.186,2.718,11.886,4.58,951.785
155.221,1.87,2.725,11.075,4.252,16846.641
153.888,4.798,2.758,13.825,4.498,13512.876
169.126,0.835,2.736,21.471,4.668,3424.302
152.794,4.999,2.71,23.87,4.587,4463.389
154.684,2.761,2.778,13.01,3.845,2789.844
168.711,4.786,2.71,21.506,4.411,2238.342
155.261,3.314,2.771,18.579,4.45,10495.044
150.709,6.701,2.737,17.906,3.559,3882.779
163.413,5.538,2.746,15.323,3.549,1109.794
157.206,-0.505,2.726,10.114,3.596,5439.743
157.829,8.349,2.753,17.354,4.001,503.182
