AC	CNL	DEN	GR	PE	RLLD	code	ÑµÁ·²âÊÔ·ÖÇø
166.16000	8.58000	2.73000	49.52000	3.99000	2.99687	2	1
168.97000	10.02000	2.75000	51.52000	4.35000	2.40441	2	2
159.67000	7.25000	2.75000	47.46000	3.96000	2.47605	2	0
165.97000	10.31000	2.74000	46.68000	4.18000	2.29918	2	1
168.47000	9.71000	2.75000	44.32000	4.04000	2.37171	2	2
170.00000	4.02000	2.76000	49.10000	4.03000	2.44799	2	0
166.65000	6.22000	2.76000	51.27000	3.88000	2.68979	2	1
161.50000	4.71000	2.76000	55.57000	4.05000	2.97744	2	2
178.46000	5.50000	2.75000	53.76000	3.82000	2.57270	2	0
166.98000	11.00000	2.76000	60.05000	3.93000	2.58278	2	1
164.62000	4.26000	2.74000	45.49000	3.93000	2.82156	2	2
172.56000	5.36000	2.76000	41.84000	4.23000	2.83117	2	0
168.50000	7.81000	2.73000	55.15000	4.51000	2.58429	2	1
166.45000	8.69000	2.77000	56.44000	4.11000	3.07580	2	2
161.36000	9.05000	2.75000	39.85000	4.02000	2.57059	2	0
176.69000	4.99000	2.73000	45.43000	4.02000	2.45407	2	1
164.72000	7.56000	2.74000	39.39000	4.21000	2.98098	2	2
161.60000	3.62000	2.74000	61.99000	4.28000	3.09587	2	0
160.59000	4.61000	2.77000	46.46000	4.15000	2.90074	2	1
163.51000	9.69000	2.77000	58.18000	3.99000	2.35721	2	2
166.15000	5.83000	2.76000	51.86000	3.85000	3.02417	2	0
166.25000	8.19000	2.75000	41.56000	3.89000	2.42085	2	1
166.38000	4.23000	2.74000	45.43000	3.79000	2.77460	2	2
173.47000	11.73000	2.74000	44.37000	4.30000	2.20466	2	0
159.13000	9.48000	2.77000	55.29000	3.98000	2.63605	2	1
177.41000	10.10000	2.72000	65.71000	4.02000	2.54811	2	2
161.68000	7.50000	2.75000	46.03000	3.72000	2.84575	2	0
165.73000	6.32000	2.76000	43.81000	3.89000	3.09854	2	1
173.20000	10.26000	2.75000	61.03000	3.79000	2.21498	2	2
172.69000	4.95000	2.76000	44.59000	3.82000	2.87038	2	0
165.24000	5.25000	2.74000	40.88000	4.19000	3.19115	2	1
170.86000	10.02000	2.76000	41.22000	4.11000	2.15509	2	2
159.28000	9.52000	2.72000	51.70000	3.81000	2.84080	2	0
164.18000	7.78000	2.77000	44.06000	4.28000	2.59200	2	1
168.27000	3.17000	2.76000	51.13000	4.31000	3.29357	2	2
158.78000	5.90000	2.77000	50.06000	4.13000	3.21664	2	0
174.63000	7.79000	2.77000	51.31000	4.56000	2.65732	2	1
162.21000	4.58000	2.75000	43.35000	4.27000	3.24759	2	2
166.92000	8.49000	2.77000	42.95000	4.03000	2.53486	2	0
174.64000	7.86000	2.74000	37.52000	3.92000	2.47116	2	1
171.64000	8.05000	2.72000	54.56000	4.54000	2.99993	2	2
174.79000	7.73000	2.72000	58.35000	3.93000	3.15455	2	0
163.39000	5.41000	2.77000	59.07000	4.40000	3.01247	2	1
163.21000	10.30000	2.77000	62.50000	3.83000	2.34867	2	2
158.39000	3.21000	2.77000	49.57000	4.11000	3.15660	2	0
153.91000	6.31000	2.78000	57.07000	4.09000	2.96433	2	1
166.37000	7.62000	2.73000	48.73000	3.63000	2.45975	2	2
162.13000	8.73000	2.76000	56.26000	3.72000	2.20882	2	0
161.15000	5.04000	2.73000	38.65000	3.95000	2.79438	2	1
168.59000	4.82000	2.77000	40.73000	4.30000	2.89526	2	2
170.54000	6.06000	2.74000	34.57000	4.32000	2.66987	2	0
175.81000	8.03000	2.76000	59.11000	3.69000	2.31656	2	1
156.28000	8.07000	2.74000	42.83000	4.51000	3.08613	2	2
172.76000	9.14000	2.74000	58.35000	4.45000	3.47945	2	0
184.47000	9.52000	2.75000	35.99000	4.24000	2.58358	2	1
167.55000	4.44000	2.74000	34.66000	4.07000	2.92143	2	2
159.03000	5.93000	2.77000	66.21000	4.02000	3.01923	2	0
186.22000	12.08000	2.76000	70.54000	4.09000	2.55890	2	1
166.29000	4.23000	2.74000	52.83000	4.68000	2.55500	2	2
158.83000	9.14000	2.78000	57.21000	4.11000	2.38568	2	0
172.92000	8.68000	2.77000	37.91000	3.94000	2.54612	2	1
171.34000	5.52000	2.71000	42.96000	4.33000	2.57207	2	2
166.71000	10.45000	2.77000	42.99000	3.91000	2.30352	2	0
162.96000	7.57000	2.76000	34.62000	4.04000	2.34157	2	1
164.96000	5.22000	2.76000	40.59000	3.76000	2.71175	2	2
169.92000	4.73000	2.75000	67.61000	4.50000	3.13042	2	0
163.80000	12.47000	2.78000	61.93000	3.90000	2.48468	2	1
164.31000	12.92000	2.75000	66.29000	3.70000	2.65375	2	2
158.35000	7.39000	2.75000	55.34000	3.60000	2.36851	2	0
165.13000	6.25000	2.75000	67.29000	3.66000	2.50221	2	1
164.32000	10.77000	2.77000	36.48000	4.27000	2.74316	2	2
164.95000	3.16000	2.75000	42.97000	4.50000	3.18776	2	0
184.10000	5.83000	2.73000	66.96000	4.49000	2.50958	2	1
174.85000	10.16000	2.76000	69.02000	3.77000	2.26014	2	2
172.81000	8.99000	2.76000	33.27000	4.28000	2.80053	2	0
170.67000	9.67000	2.73000	60.01000	4.68000	2.44643	2	1
163.34000	8.51000	2.78000	60.50000	3.90000	2.10462	2	2
167.35000	7.53000	2.78000	51.76000	4.22000	2.00877	2	0
161.23000	10.23000	2.76000	69.56000	3.98000	2.11344	2	1
155.20000	8.11000	2.75000	41.66000	3.73000	3.16309	2	2
160.55000	7.18000	2.76000	35.57000	3.86000	2.75702	2	0
184.15000	8.79000	2.74000	70.39000	4.26000	2.04544	2	1
167.51000	8.36000	2.74000	40.25000	4.59000	2.24893	2	2
169.23000	11.59000	2.75000	39.67000	3.66000	2.61520	2	0
167.14000	8.80000	2.79000	59.17000	4.10000	2.38503	2	1
161.67000	2.59000	2.73000	44.96000	4.60000	2.91520	2	2
172.81000	8.72000	2.78000	60.22000	3.90000	2.35854	2	0
154.75000	9.17000	2.74000	45.91000	3.59000	2.44483	2	1
169.75000	13.29000	2.74000	75.84000	4.26000	2.51695	2	2
171.49000	7.41000	2.77000	58.32000	4.64000	2.17661	2	0
160.79000	6.91000	2.78000	37.77000	4.20000	2.98713	2	1
177.91000	7.14000	2.70000	45.35000	3.94000	2.74026	2	2
160.62000	4.70000	2.76000	33.61000	4.28000	2.72543	2	0
175.53000	13.12000	2.78000	68.97000	4.05000	2.77470	2	1
160.64000	10.15000	2.75000	68.15000	3.61000	2.50158	2	2
173.31000	11.16000	2.72000	40.01000	4.08000	1.95022	2	0
159.95000	4.06000	2.77000	42.66000	3.81000	2.51951	2	1
166.60000	6.36000	2.72000	76.44000	4.19000	2.60235	2	2
167.19000	3.01000	2.73000	37.22000	3.80000	2.86230	2	0
172.96000	12.88000	2.76000	55.32000	3.67000	2.02690	2	1
156.56000	4.78000	2.74000	38.46000	4.48000	3.21365	2	2
167.06000	11.37000	2.73000	69.01000	3.79000	2.06209	2	0
173.74000	10.85000	2.72000	38.85000	4.16000	1.95588	2	1
165.23000	4.94000	2.76000	40.14000	4.23000	3.57220	2	2
169.22000	6.84000	2.76000	78.26000	3.93000	2.51842	2	0
172.26000	11.37000	2.79000	59.79000	3.98000	2.44292	2	1
161.61000	7.13000	2.79000	46.36000	4.12000	2.36479	2	2
178.68000	4.16000	2.71000	48.77000	4.61000	2.68200	2	0
170.24000	12.80000	2.76000	72.49000	4.06000	2.08757	2	1
171.99000	9.54000	2.74000	31.64000	4.08000	2.10387	2	2
173.85000	7.40000	2.75000	51.21000	4.85000	2.68084	2	0
167.24000	2.85000	2.72000	36.17000	4.30000	3.09420	2	1
163.17000	12.15000	2.75000	37.03000	3.65000	2.63992	2	2
164.17000	10.73000	2.79000	54.39000	4.00000	2.54227	2	0
159.10000	8.19000	2.78000	37.66000	4.12000	2.60719	2	1
164.23000	7.89000	2.76000	54.05000	4.39000	3.80532	2	2
167.37000	11.25000	2.74000	64.71000	3.63000	2.04076	2	0
164.03000	11.71000	2.76000	74.16000	3.73000	2.53088	2	1
160.06000	2.55000	2.71000	60.15000	4.15000	3.29884	2	2
160.94000	13.27000	2.78000	36.66000	4.14000	2.84376	2	0
159.97000	10.40000	2.71000	35.34000	3.98000	2.46572	2	1
179.47000	9.35000	2.76000	72.21000	3.69000	2.40800	2	2
169.34000	6.59000	2.77000	76.76000	4.27000	2.38030	2	0
169.56000	8.35000	2.74000	30.19000	3.99000	2.11952	2	1
156.06000	5.44000	2.76000	31.22000	4.08000	3.03323	2	2
164.38000	3.98000	2.78000	63.07000	4.31000	3.40312	2	0
161.11000	2.67000	2.73000	41.45000	4.48000	3.37679	2	1
173.59000	8.16000	2.72000	28.88000	4.14000	2.67319	2	2
153.68000	4.58000	2.77000	33.92000	4.00000	2.66045	2	0
164.40000	3.68000	2.74000	51.24000	4.59000	3.61031	2	1
160.62000	6.90000	2.78000	37.64000	4.38000	2.92969	2	2
167.94000	8.51000	2.79000	63.42000	4.35000	2.12600	2	0
170.01000	5.93000	2.74000	45.00000	4.85000	2.71011	2	1
157.30000	11.71000	2.78000	37.05000	3.89000	2.67769	2	2
171.50000	7.40000	2.79000	39.23000	4.16000	2.48283	2	0
174.73000	10.86000	2.76000	73.17000	3.73000	2.13383	2	1
173.92000	11.42000	2.72000	66.09000	3.58000	2.53031	2	2
158.56000	5.57000	2.78000	35.50000	3.96000	2.53395	2	0
158.79000	3.11000	2.75000	28.89000	4.07000	2.94188	2	1
158.59000	8.55000	2.73000	67.17000	3.49000	2.74177	2	2
155.35000	7.33000	2.72000	43.41000	3.98000	3.66083	2	0
154.97000	7.15000	2.77000	34.17000	3.74000	2.72960	2	1
176.82000	7.68000	2.72000	63.01000	4.75000	2.25368	2	2
156.18000	9.85000	2.75000	32.31000	3.67000	2.65003	2	0
171.25000	6.10000	2.76000	27.37000	3.96000	3.03476	2	1
161.48000	11.19000	2.76000	35.13000	4.45000	2.06412	2	2
160.12000	4.24000	2.75000	35.49000	4.68000	2.62275	2	0
155.41000	8.04000	2.77000	33.48000	4.16000	3.35134	2	1
164.33000	6.69000	2.78000	33.45000	4.10000	3.07384	2	2
171.02000	6.23000	2.72000	74.20000	4.55000	2.54219	2	0
168.21000	6.61000	2.71000	79.06000	4.26000	2.58429	2	1
154.75000	9.34000	2.79000	43.81000	4.31000	2.82808	2	2
170.13000	11.60000	2.77000	29.56000	3.84000	2.63132	2	0
161.54000	8.52000	2.80000	47.38000	3.97000	2.54112	2	1
164.29000	9.76000	2.80000	45.45000	4.11000	2.69408	2	2
174.55000	10.60000	2.76000	79.08000	3.79000	2.41777	2	0
152.12000	6.18000	2.78000	33.75000	3.89000	2.83551	2	1
153.80000	4.56000	2.74000	53.12000	3.61000	3.58733	2	2
163.46000	13.57000	2.77000	28.74000	4.13000	2.56811	2	0
164.62000	3.83000	2.75000	77.89000	3.72000	3.06025	2	1
169.01000	5.40000	2.70000	42.64000	4.43000	2.94304	2	2
172.99000	6.45000	2.69000	63.88000	4.35000	2.43808	2	0
151.31000	5.30000	2.73000	33.70000	3.75000	3.10992	2	1
176.16000	3.20000	2.74000	81.31000	4.31000	3.07882	2	2
164.39000	8.63000	2.72000	30.48000	4.57000	2.65547	2	0
151.05000	7.71000	2.74000	31.49000	4.18000	3.46946	2	1
164.26000	11.52000	2.77000	29.09000	3.99000	2.24536	2	2
163.07000	6.93000	2.78000	30.92000	4.41000	2.42859	2	0
152.60000	10.19000	2.74000	39.72000	3.57000	3.32715	2	1
152.45000	3.01000	2.72000	35.40000	3.84000	3.17529	2	2
160.97000	4.02000	2.70000	59.66000	4.26000	3.29749	2	0
154.68000	5.51000	2.78000	34.77000	4.06000	3.30420	2	1
155.87000	4.67000	2.77000	30.62000	4.32000	2.99187	2	2
170.55000	13.11000	2.79000	63.21000	3.96000	2.25431	2	0
181.36000	13.85000	2.74000	63.54000	3.88000	1.58737	2	1
176.07000	14.23000	2.78000	40.89000	4.33000	2.11304	2	2
170.47000	5.07000	2.74000	35.32000	3.49000	2.98163	2	0
165.98000	8.21000	2.80000	47.30000	4.02000	3.01677	2	1
176.98000	6.88000	2.74000	47.66000	4.90000	2.16967	2	2
172.23000	6.52000	2.78000	79.54000	4.15000	2.48437	2	0
164.91000	2.93000	2.72000	30.47000	4.42000	3.09715	2	1
155.71000	2.62000	2.75000	26.67000	4.32000	2.91638	2	2
148.50000	7.30000	2.78000	33.03000	4.02000	2.58490	2	0
158.39000	3.21000	2.72000	42.13000	4.53000	3.47706	2	1
154.35000	13.00000	2.73000	61.31000	3.40000	3.00227	2	2
155.41000	4.51000	2.78000	32.70000	4.40000	2.98054	2	0
167.87000	3.17000	2.74000	29.66000	4.37000	3.44595	2	1
169.11000	11.87000	2.79000	71.95000	4.20000	2.24827	2	2
163.80000	1.68000	2.73000	70.11000	4.63000	3.39660	2	0
157.04000	2.27000	2.77000	29.12000	3.87000	2.80844	2	1
158.77000	5.77000	2.72000	34.23000	4.16000	3.58592	2	2
160.59000	4.12000	2.77000	30.74000	3.86000	3.23421	2	0
159.34000	7.04000	2.76000	25.62000	3.85000	2.29052	2	1
170.50000	4.42000	2.70000	53.30000	4.64000	3.28167	2	2
159.01000	4.64000	2.76000	25.94000	4.36000	3.17526	2	0
159.77000	1.47000	2.70000	59.87000	4.41000	3.44954	2	1
163.73000	1.12000	2.72000	31.24000	4.41000	3.18134	2	2
159.41000	8.17000	2.73000	26.00000	3.81000	2.27939	2	0
190.78000	16.61000	2.75000	72.94000	3.78000	2.30771	2	1
161.03000	5.67000	2.77000	26.40000	4.13000	3.32982	2	2
176.00000	9.13000	2.71000	71.42000	3.60000	2.11704	2	0
165.75000	2.29000	2.72000	43.86000	4.76000	3.22798	2	1
159.85000	4.29000	2.73000	25.08000	4.29000	3.13238	2	2
153.65000	4.62000	2.76000	27.36000	3.87000	3.14808	2	0
156.28000	7.85000	2.70000	34.75000	3.81000	2.30743	2	1
176.69000	14.85000	2.79000	42.43000	4.30000	2.07218	2	2
158.90000	2.98000	2.74000	29.74000	4.43000	3.46665	2	0
161.16000	6.48000	2.74000	27.51000	3.62000	3.04726	2	1
163.04000	3.64000	2.76000	48.13000	4.64000	3.85458	2	2
160.02000	3.76000	2.74000	67.29000	4.91000	3.06994	2	0
174.74000	11.73000	2.73000	83.46000	4.47000	2.36114	2	1
173.19000	9.16000	2.80000	36.99000	3.98000	2.89127	2	2
169.56000	2.34000	2.73000	27.00000	4.06000	3.35175	2	0
175.98000	13.04000	2.80000	61.01000	3.99000	2.41497	2	1
193.72000	6.54000	2.69000	56.62000	3.84000	2.74302	2	2
165.69000	1.76000	2.74000	73.63000	4.56000	3.61095	2	0
158.11000	4.47000	2.77000	30.52000	3.92000	3.41293	2	1
164.90000	11.50000	2.80000	36.85000	3.99000	2.79300	2	2
153.30000	6.36000	2.74000	26.75000	3.70000	3.15863	2	0
165.85000	9.94000	2.73000	66.78000	4.69000	3.79790	2	1
179.78000	10.37000	2.71000	66.12000	4.58000	1.76989	2	2
165.20000	5.70000	2.72000	54.19000	4.06000	4.16400	2	0
162.61000	2.26000	2.75000	34.36000	4.61000	3.58597	2	1
154.16000	6.70000	2.78000	26.40000	3.90000	2.48359	2	2
176.60000	8.94000	2.73000	87.14000	4.27000	3.18736	2	0
174.27000	5.29000	2.70000	40.81000	4.62000	2.32500	2	1
169.91000	13.26000	2.79000	73.81000	4.07000	2.00230	2	2
156.96000	6.43000	2.80000	50.41000	4.04000	3.53705	2	0
178.13000	13.63000	2.76000	81.58000	3.98000	1.94047	2	1
182.29000	10.84000	2.73000	85.82000	3.81000	2.43435	2	2
163.42000	8.20000	2.79000	28.88000	4.12000	2.32703	2	0
174.20000	9.16000	2.74000	81.43000	3.68000	1.93987	2	1
159.00000	7.80000	2.79000	27.57000	3.97000	3.08783	2	2
163.58000	13.69000	2.70000	49.15000	3.49000	2.54755	2	0
162.50000	3.23000	2.70000	26.54000	4.15000	2.54951	2	1
161.40000	4.99000	2.71000	31.69000	4.18000	3.68362	2	2
151.29000	3.99000	2.76000	25.53000	4.08000	3.46299	2	0
159.21000	4.74000	2.75000	36.76000	4.96000	2.97580	2	1
161.74000	3.05000	2.72000	30.11000	3.69000	3.38234	2	2
168.25000	13.95000	2.79000	30.57000	3.99000	2.30266	2	0
157.24000	4.83000	2.76000	35.31000	4.24000	4.02854	2	1
184.06000	8.32000	2.72000	68.88000	4.71000	1.69037	2	2
160.75000	5.21000	2.78000	27.57000	4.48000	3.33328	2	0
168.94000	11.70000	2.74000	31.60000	3.51000	1.94498	2	1
162.99000	2.33000	2.74000	29.04000	4.77000	3.05225	2	2
186.53000	13.27000	2.73000	75.10000	3.75000	1.70217	2	0
183.68000	13.07000	2.79000	76.99000	4.07000	2.02156	2	1
160.12000	12.45000	2.73000	30.63000	3.44000	2.41624	2	2
162.57000	10.23000	2.72000	33.30000	3.37000	2.34970	2	0
204.14000	10.46000	2.74000	76.07000	3.85000	1.86605	2	1
164.08000	3.60000	2.74000	38.72000	4.63000	3.94918	2	2
162.01000	3.20000	2.76000	29.03000	4.46000	3.74414	2	0
162.92000	4.06000	2.71000	43.51000	4.90000	3.29709	2	1
151.31000	2.58000	2.76000	25.39000	3.73000	3.03695	2	2
154.52000	5.58000	2.78000	25.43000	3.88000	3.05612	2	0
154.47000	8.73000	2.72000	27.61000	4.72000	3.16989	2	1
185.26000	12.10000	2.70000	37.25000	3.49000	2.73568	2	2
156.82000	10.04000	2.70000	30.53000	3.66000	2.48427	2	0
166.66000	8.91000	2.69000	50.97000	3.57000	3.27934	2	1
156.02000	1.19000	2.73000	31.80000	3.53000	3.29904	2	2
168.30000	3.16000	2.74000	27.13000	4.66000	3.50680	2	0
168.47000	3.00000	2.71000	31.71000	3.54000	3.34580	2	1
165.85000	3.00000	2.74000	30.63000	4.83000	3.37191	2	2
164.78000	4.68000	2.72000	28.59000	4.80000	3.14648	2	0
165.27000	4.60000	2.72000	39.70000	4.78000	3.71892	2	1
157.18000	4.71000	2.76000	25.49000	4.73000	3.21753	2	2
180.75000	14.60000	2.77000	74.93000	3.97000	1.49845	2	0
163.22000	4.02000	2.74000	25.57000	4.37000	3.82386	2	1
164.16000	5.92000	2.73000	26.62000	4.87000	2.63140	2	2
171.57000	10.07000	2.72000	26.35000	3.47000	2.30621	2	0
162.80000	0.97000	2.72000	64.70000	4.93000	3.48065	2	1
160.97000	4.04000	2.75000	32.73000	4.62000	3.94504	2	2
154.81000	6.27000	2.81000	34.43000	4.09000	3.13381	2	0
157.18000	5.59000	2.80000	28.09000	4.38000	2.73214	2	1
181.76000	10.64000	2.78000	89.85000	4.29000	2.62517	2	2
176.61000	12.49000	2.72000	27.40000	3.67000	1.74624	2	0
160.19000	1.53000	2.76000	33.94000	4.02000	4.08074	2	1
169.93000	8.50000	2.71000	83.03000	4.72000	3.11958	2	2
168.16000	0.29000	2.75000	30.91000	4.91000	3.02932	2	0
166.76000	4.26000	2.69000	43.52000	4.85000	2.55799	2	1
163.93000	3.77000	2.74000	32.54000	4.95000	3.43868	2	2
158.34000	3.90000	2.81000	31.24000	4.10000	3.12501	2	0
169.04000	2.83000	2.72000	26.72000	4.73000	3.37356	2	1
158.13000	6.78000	2.81000	36.51000	4.08000	3.24922	2	2
157.02000	2.57000	2.73000	38.82000	5.06000	3.16131	2	0
175.48000	12.48000	2.68000	66.63000	4.30000	1.86564	2	1
162.03000	6.49000	2.82000	53.00000	4.14000	3.28474	2	2
173.42000	1.31000	2.73000	25.44000	4.84000	3.03476	2	0
158.51000	6.11000	2.72000	28.71000	4.31000	4.06014	2	1
169.90000	8.99000	2.69000	72.08000	3.56000	3.32892	2	2
161.70000	2.24000	2.77000	32.22000	3.89000	4.06882	2	0
166.91000	9.05000	2.72000	74.71000	5.03000	3.40544	2	1
156.06000	2.10000	2.72000	30.80000	4.44000	4.00178	2	2
159.73000	2.78000	2.78000	26.57000	4.54000	3.54275	2	0
160.58000	3.06000	2.70000	84.69000	4.47000	2.46829	2	1
156.90000	6.84000	2.82000	32.64000	4.06000	2.88032	2	2
197.75000	13.60000	2.71000	43.28000	3.46000	1.76879	2	0
159.97000	4.10000	2.74000	27.88000	4.85000	3.64895	2	1
165.89000	10.71000	2.81000	48.00000	4.69000	2.09601	2	2
184.67000	11.11000	2.70000	75.22000	4.71000	1.80659	2	0
168.41000	7.47000	2.73000	37.28000	4.47000	4.44029	2	1
167.08000	1.07000	2.73000	26.92000	4.58000	3.87443	2	2
183.57000	6.99000	2.69000	42.03000	3.42000	2.09437	2	0
159.98000	2.55000	2.78000	35.72000	4.53000	4.14022	2	1
153.46000	4.56000	2.81000	28.55000	4.16000	3.26355	2	2
161.52000	2.65000	2.72000	38.59000	5.01000	3.59482	2	0
165.65000	2.20000	2.76000	36.77000	4.76000	4.11420	2	1
157.96000	7.15000	2.67000	30.51000	4.19000	3.13663	2	2
168.08000	2.44000	2.69000	50.88000	4.72000	3.94054	2	0
173.50000	12.62000	2.68000	52.87000	3.33000	2.35683	2	1
201.60000	9.92000	2.77000	88.75000	4.02000	1.86153	2	2
160.41000	2.60000	2.69000	32.13000	4.79000	3.29052	2	0
165.99000	10.47000	2.70000	25.60000	3.41000	2.17944	2	1
162.75000	3.70000	2.71000	33.68000	5.10000	3.19974	2	2
187.28000	10.79000	2.74000	95.68000	4.52000	2.16826	2	0
172.52000	13.72000	2.74000	82.97000	3.45000	1.59715	2	1
185.71000	15.22000	2.74000	93.46000	3.84000	1.96609	2	2
174.47000	9.60000	2.71000	34.76000	3.18000	1.96033	2	0
181.28000	13.56000	2.75000	95.68000	3.76000	2.07635	2	1
185.63000	16.75000	2.78000	88.35000	4.19000	1.88840	2	2
167.98000	11.30000	2.69000	27.10000	3.44000	2.10890	2	0
189.43000	10.42000	2.71000	82.43000	5.01000	2.55106	2	1
167.72000	11.90000	2.83000	64.92000	4.11000	1.93601	2	2
177.58000	14.35000	2.74000	88.07000	3.48000	1.76042	2	0
161.25000	1.48000	2.69000	36.48000	4.68000	3.81792	2	1
164.14000	10.10000	2.69000	27.12000	3.32000	2.52884	2	2
155.64000	3.49000	2.82000	35.53000	4.21000	3.59186	2	0
161.43000	1.84000	2.70000	34.44000	5.04000	3.23289	2	1
173.32000	14.37000	2.67000	27.24000	4.30000	2.93321	2	2
184.86000	6.08000	2.66000	74.38000	4.31000	2.11404	2	0
168.18000	21.65000	2.79000	40.91000	4.61000	1.62201	2	1
166.46000	5.20000	2.68000	42.49000	4.84000	3.79150	2	2
215.49000	9.53000	2.68000	47.70000	3.73000	2.23297	2	0
161.18000	16.56000	2.80000	80.65000	4.09000	1.53046	2	1
189.42000	14.84000	2.71000	97.77000	4.14000	2.23870	2	2
163.29000	1.90000	2.71000	35.40000	5.04000	3.75590	2	0
164.74000	7.03000	2.70000	29.14000	3.21000	1.96932	2	1
147.21000	7.03000	2.83000	32.44000	4.10000	3.25996	2	2
173.86000	2.60000	2.69000	25.95000	4.89000	2.86015	2	0
153.64000	11.07000	2.83000	25.93000	4.08000	2.68241	2	1
162.45000	2.87000	2.71000	30.52000	5.17000	3.33168	2	2
189.08000	15.60000	2.66000	47.88000	4.01000	1.79421	2	0
180.59000	15.72000	2.76000	97.87000	3.64000	2.01212	2	1
164.54000	5.75000	2.69000	46.12000	5.21000	3.37244	2	2
203.25000	15.60000	2.71000	78.06000	3.18000	2.51619	2	0
166.09000	10.73000	2.74000	40.24000	5.53000	2.69316	2	1
162.47000	4.04000	2.73000	69.49000	4.88000	4.62535	2	2
159.27000	0.95000	2.77000	89.48000	4.62000	4.08361	2	0
178.73000	13.09000	2.68000	60.56000	3.17000	1.90536	2	1
176.20000	11.87000	2.76000	100.49000	3.69000	1.71223	2	2
169.18000	4.86000	2.72000	29.41000	4.96000	4.35707	2	0
185.12000	10.48000	2.72000	103.88000	3.72000	2.10944	2	1
165.34000	13.33000	2.84000	66.45000	4.55000	1.80298	2	2
174.84000	9.21000	2.75000	107.80000	3.66000	2.46841	2	0
220.58000	18.94000	2.70000	65.43000	3.69000	1.52035	2	1
192.97000	11.91000	2.78000	104.36000	3.95000	2.25698	2	2
164.48000	4.13000	2.72000	70.18000	4.95000	4.62546	2	0
159.08000	1.46000	2.71000	25.95000	5.10000	3.92852	2	1
149.36000	9.73000	2.64000	39.80000	4.26000	2.35153	2	2
163.20000	1.34000	2.73000	28.93000	5.11000	4.23959	2	0
167.85000	9.57000	2.75000	110.27000	4.65000	2.69992	2	1
188.14000	17.14000	2.74000	99.85000	3.46000	1.89658	2	2
166.38000	3.71000	2.68000	31.62000	5.13000	3.73792	2	0
171.75000	11.89000	2.65000	25.58000	3.73000	2.46842	2	1
201.67000	14.36000	2.68000	90.61000	3.55000	2.01452	2	2
176.82000	11.10000	2.77000	113.01000	4.17000	2.42747	2	0
168.48000	3.37000	2.77000	27.77000	5.58000	2.47519	2	1
158.86000	2.11000	2.84000	41.96000	4.20000	3.94104	2	2
176.91000	6.61000	2.70000	103.07000	3.32000	2.30777	2	0
160.06000	1.83000	2.68000	26.82000	4.54000	4.59408	2	1
186.47000	13.97000	2.64000	29.01000	3.90000	1.96811	2	2
183.95000	12.01000	2.75000	114.03000	3.62000	2.26266	2	0
200.20000	17.20000	2.72000	104.64000	3.59000	1.94665	2	1
181.67000	8.53000	2.76000	114.55000	4.34000	1.69126	2	2
198.37000	11.60000	2.67000	102.22000	3.95000	2.54742	2	0
156.32000	0.66000	2.69000	28.73000	4.90000	4.71935	2	1
196.11000	11.60000	2.66000	100.93000	3.76000	2.14983	2	2
167.70000	4.25000	2.62000	44.04000	4.43000	2.01064	2	0
182.27000	5.96000	2.63000	25.88000	3.97000	3.53032	2	1
185.86000	15.89000	2.78000	118.04000	3.91000	1.96853	2	2
182.00000	14.73000	2.75000	123.25000	3.89000	1.99357	2	0
227.13000	20.71000	2.67000	45.09000	3.32000	1.40088	2	1
183.35000	19.59000	2.77000	122.72000	4.06000	1.88553	2	2
184.80000	13.51000	2.75000	129.43000	3.76000	2.40780	2	0
181.36000	15.94000	2.77000	129.72000	3.84000	2.35514	2	1
185.05000	13.70000	2.76000	130.03000	3.77000	1.69461	2	2
155.27000	28.83000	2.76000	122.07000	3.73000	2.33572	2	0
222.76000	16.72000	2.72000	123.73000	3.32000	1.91772	2	1
193.36000	11.85000	2.58000	57.43000	4.49000	1.76365	2	2
211.64000	12.61000	2.69000	137.03000	3.62000	2.23358	2	0
203.06000	18.90000	2.70000	149.08000	3.84000	1.69662	2	1
253.98000	27.71000	2.67000	133.59000	3.44000	1.41481	2	2
305.54000	21.23000	2.69000	152.87000	3.58000	1.50256	2	0
296.12000	38.20000	2.78000	244.47000	4.91000	1.32408	2	1
332.65000	44.38000	2.69000	254.15000	3.27000	1.55799	2	2
153.84000	6.83000	2.85000	16.89000	3.07000	2.98653	3	0
150.34000	6.48000	2.85000	17.74000	3.10000	3.13874	3	1
153.51000	5.99000	2.85000	24.93000	3.07000	3.01429	3	2
150.00000	5.92000	2.85000	16.80000	3.08000	3.02252	3	0
150.38000	6.62000	2.84000	20.69000	2.90000	2.95675	3	1
150.71000	6.11000	2.84000	17.70000	3.01000	3.10230	3	2
153.72000	6.40000	2.84000	22.24000	3.12000	2.94025	3	0
151.12000	7.62000	2.85000	24.95000	3.13000	3.16208	3	1
152.35000	6.18000	2.86000	24.87000	3.06000	3.18824	3	2
148.87000	7.28000	2.85000	19.53000	3.01000	2.87793	3	0
152.11000	8.34000	2.84000	24.85000	3.07000	2.87941	3	1
150.42000	7.27000	2.84000	24.20000	3.10000	3.22176	3	2
149.16000	7.16000	2.86000	19.81000	2.98000	2.87039	3	0
153.69000	6.56000	2.84000	14.37000	3.05000	3.24754	3	1
154.76000	4.78000	2.84000	23.49000	3.04000	2.98601	3	2
