AC	CNL	DEN	GR	PE	RLLD	code	ÑµÁ·²âÊÔ·ÖÇø
156.06000	6.56000	2.78000	24.92000	3.36000	2.82373	4	2
154.00000	7.34000	2.79000	12.78000	3.31000	2.45846	4	0
157.01000	7.16000	2.78000	12.86000	3.23000	2.80442	4	1
157.08000	5.95000	2.78000	11.96000	3.45000	2.73624	4	2
161.89000	7.92000	2.80000	24.72000	3.36000	2.84442	4	0
158.23000	7.91000	2.79000	24.76000	3.50000	2.49532	4	1
153.80000	6.13000	2.78000	17.58000	3.26000	2.97830	4	2
153.01000	8.25000	2.80000	16.42000	3.35000	2.99643	4	0
156.86000	7.55000	2.77000	22.02000	3.46000	2.64247	4	1
156.34000	5.07000	2.79000	16.45000	3.45000	2.81475	4	2
151.09000	6.29000	2.80000	24.54000	3.32000	2.79394	4	0
156.32000	8.20000	2.78000	11.36000	3.27000	2.53227	4	1
160.54000	7.97000	2.80000	18.67000	3.43000	2.40958	4	2
151.97000	6.25000	2.78000	20.88000	3.23000	2.86425	4	0
165.86000	8.31000	2.79000	22.40000	3.41000	2.32000	4	1
157.35000	7.36000	2.79000	11.83000	3.62000	2.56007	4	2
162.11000	8.69000	2.79000	17.87000	3.58000	2.48054	4	0
157.84000	7.51000	2.80000	18.45000	3.61000	3.00038	4	1
159.73000	8.27000	2.80000	15.39000	3.53000	2.73861	4	2
160.89000	5.79000	2.78000	12.31000	3.59000	2.72495	4	0
152.50000	5.92000	2.78000	19.37000	3.38000	3.23469	4	1
154.71000	7.00000	2.77000	22.81000	3.34000	2.63394	4	2
158.58000	9.01000	2.79000	21.34000	3.51000	2.35870	4	0
164.77000	5.93000	2.78000	12.29000	3.58000	2.61149	4	1
153.09000	5.59000	2.77000	11.38000	3.37000	2.67364	4	2
152.88000	7.59000	2.80000	24.13000	3.60000	2.77796	4	0
156.23000	8.90000	2.78000	19.98000	3.57000	2.47813	4	1
152.67000	5.40000	2.79000	17.25000	3.60000	2.66549	4	2
153.71000	9.61000	2.77000	13.95000	3.40000	2.66672	4	0
157.19000	6.13000	2.77000	21.41000	3.57000	3.10380	4	1
159.65000	7.09000	2.77000	13.46000	3.54000	2.56630	4	2
157.73000	6.45000	2.80000	19.85000	3.55000	2.41259	4	0
157.04000	7.70000	2.80000	14.11000	3.64000	2.47643	4	1
151.23000	8.22000	2.80000	15.58000	3.57000	3.01154	4	2
157.35000	7.90000	2.80000	21.74000	3.22000	2.45880	4	0
160.50000	8.72000	2.80000	10.34000	3.35000	3.12659	4	1
158.75000	7.28000	2.80000	23.70000	3.62000	2.55892	4	2
148.03000	6.16000	2.80000	20.23000	3.59000	3.01873	4	0
159.85000	6.58000	2.80000	13.08000	3.67000	2.73687	4	1
150.83000	4.70000	2.78000	15.39000	3.50000	2.55537	4	2
158.13000	7.28000	2.76000	23.51000	3.39000	2.65989	4	0
159.29000	9.27000	2.78000	21.52000	3.28000	2.30335	4	1
151.28000	6.87000	2.81000	18.09000	3.31000	3.19650	4	2
154.74000	5.88000	2.77000	24.60000	3.31000	2.41916	4	0
156.51000	5.45000	2.77000	20.33000	3.52000	2.90791	4	1
159.71000	8.13000	2.81000	17.06000	3.24000	2.62041	4	2
153.24000	8.24000	2.81000	22.37000	3.36000	2.80502	4	0
156.13000	5.02000	2.79000	19.38000	3.51000	2.25931	4	1
153.20000	5.31000	2.80000	21.66000	3.61000	2.78102	4	2
156.57000	9.88000	2.79000	15.27000	3.24000	2.67319	4	0
157.14000	7.93000	2.80000	16.77000	3.11000	2.81986	4	1
155.22000	7.10000	2.81000	22.90000	3.61000	2.79873	4	2
152.29000	8.21000	2.81000	24.59000	3.47000	2.67708	4	0
160.44000	7.25000	2.77000	22.05000	3.34000	2.06528	4	1
148.46000	5.93000	2.81000	23.79000	3.36000	2.80092	4	2
163.82000	5.86000	2.81000	21.11000	3.40000	3.04227	4	0
158.49000	7.90000	2.77000	15.52000	3.19000	2.26390	4	1
160.10000	5.75000	2.78000	12.69000	3.16000	2.49799	4	2
155.77000	8.16000	2.81000	19.77000	3.61000	2.53876	4	0
158.24000	9.08000	2.77000	13.48000	3.28000	2.29175	4	1
152.25000	4.64000	2.78000	19.42000	3.58000	2.67156	4	2
152.14000	4.92000	2.81000	13.56000	3.43000	2.54857	4	0
151.95000	7.40000	2.76000	19.01000	3.50000	2.56067	4	1
159.21000	7.57000	2.78000	23.08000	3.71000	2.79540	4	2
156.95000	8.69000	2.80000	20.52000	3.67000	2.75243	4	0
151.50000	6.38000	2.77000	13.29000	3.65000	3.01373	4	1
162.28000	4.72000	2.78000	23.93000	3.47000	2.31266	4	2
148.35000	4.73000	2.77000	14.29000	3.35000	3.11500	4	0
156.30000	8.52000	2.77000	16.54000	3.57000	2.31658	4	1
153.56000	9.55000	2.81000	21.09000	3.47000	2.45567	4	2
159.11000	8.66000	2.81000	16.15000	3.51000	2.81659	4	0
169.32000	9.33000	2.78000	17.95000	3.49000	2.18167	4	1
169.22000	8.72000	2.79000	19.36000	3.67000	2.47674	4	2
153.86000	10.10000	2.80000	17.01000	3.31000	2.34953	4	0
157.65000	6.27000	2.78000	23.19000	3.56000	2.02222	4	1
167.41000	10.01000	2.78000	19.77000	3.42000	2.25732	4	2
161.28000	6.68000	2.80000	14.34000	3.65000	2.18752	4	0
169.74000	5.41000	2.77000	22.90000	3.22000	2.76195	4	1
156.52000	7.28000	2.76000	15.29000	3.52000	2.15119	4	2
158.19000	8.08000	2.80000	9.61000	3.26000	2.08966	4	0
154.72000	8.73000	2.80000	16.87000	3.73000	2.95460	4	1
155.06000	8.12000	2.76000	24.17000	3.32000	2.95574	4	2
153.30000	5.35000	2.79000	21.83000	3.12000	2.62518	4	0
158.43000	10.38000	2.80000	12.69000	3.30000	2.62931	4	1
158.70000	8.73000	2.78000	19.33000	3.62000	2.10524	4	2
159.48000	6.04000	2.76000	17.66000	3.59000	2.89660	4	0
155.53000	8.78000	2.76000	11.35000	3.46000	3.27924	4	1
154.46000	8.35000	2.82000	9.61000	3.41000	2.73500	4	2
152.06000	6.65000	2.77000	14.15000	3.19000	3.31692	4	0
163.97000	6.43000	2.79000	14.79000	3.14000	2.16619	4	1
148.42000	5.35000	2.81000	12.33000	3.42000	3.27103	4	2
153.69000	9.36000	2.80000	15.51000	3.13000	2.99874	4	0
158.96000	4.38000	2.78000	17.45000	3.33000	2.22256	4	1
157.22000	5.53000	2.81000	15.10000	3.21000	2.73165	4	2
154.98000	8.59000	2.77000	19.21000	3.66000	3.33033	4	0
161.85000	8.30000	2.79000	13.01000	3.77000	2.63095	4	1
158.22000	9.33000	2.77000	22.64000	3.66000	2.63948	4	2
150.65000	4.04000	2.79000	21.49000	3.53000	3.11193	4	0
155.87000	6.91000	2.82000	19.26000	3.43000	2.76859	4	1
152.32000	6.05000	2.82000	16.33000	3.25000	2.52858	4	2
159.08000	5.72000	2.78000	21.12000	3.06000	2.84817	4	0
149.50000	5.24000	2.78000	20.59000	3.27000	3.49411	4	1
158.32000	8.76000	2.80000	17.19000	3.12000	2.24405	4	2
154.02000	7.44000	2.82000	17.66000	3.59000	2.72314	4	0
154.04000	8.24000	2.77000	21.79000	3.13000	2.98439	4	1
156.65000	3.85000	2.78000	18.16000	3.29000	3.14630	4	2
152.86000	7.48000	2.82000	11.75000	3.26000	2.73584	4	0
152.15000	4.49000	2.79000	14.82000	3.65000	3.13936	4	1
155.57000	4.01000	2.80000	18.50000	3.49000	2.48657	4	2
149.96000	4.25000	2.80000	12.27000	3.58000	2.95906	4	0
155.19000	8.60000	2.76000	20.11000	3.59000	2.63059	4	1
157.60000	10.12000	2.79000	14.96000	3.17000	2.29809	4	2
153.74000	9.40000	2.80000	20.07000	3.62000	3.28257	4	0
165.19000	9.60000	2.78000	12.09000	3.17000	2.27584	4	1
158.08000	3.54000	2.78000	12.09000	3.45000	3.06496	4	2
151.96000	9.31000	2.76000	12.93000	3.57000	3.04531	4	0
154.35000	4.94000	2.76000	24.00000	3.35000	2.97449	4	1
153.90000	4.22000	2.80000	18.30000	3.63000	2.74051	4	2
153.06000	3.97000	2.79000	22.92000	3.62000	2.99232	4	0
162.42000	5.52000	2.81000	20.29000	3.15000	2.48838	4	1
160.87000	6.27000	2.75000	22.94000	3.46000	2.79336	4	2
156.23000	3.66000	2.79000	18.45000	3.62000	2.88511	4	0
157.21000	3.85000	2.80000	16.54000	3.28000	3.22344	4	1
152.34000	6.47000	2.79000	13.87000	3.05000	3.25589	4	2
151.69000	8.21000	2.82000	23.96000	3.42000	2.62956	4	0
149.34000	3.66000	2.78000	10.98000	3.30000	2.94028	4	1
158.06000	6.72000	2.75000	10.49000	3.41000	2.45596	4	2
157.97000	9.63000	2.80000	21.97000	3.64000	2.29254	4	0
150.62000	8.39000	2.82000	20.41000	3.45000	2.62860	4	1
154.92000	6.07000	2.82000	11.69000	3.45000	3.28852	4	2
151.67000	9.31000	2.80000	21.25000	3.30000	3.57356	4	0
148.01000	5.47000	2.77000	10.87000	3.19000	2.22011	4	1
155.78000	3.16000	2.79000	24.70000	3.42000	2.76634	4	2
169.36000	9.07000	2.75000	15.18000	3.43000	2.63222	4	0
150.76000	5.48000	2.78000	24.81000	3.77000	2.90161	4	1
157.12000	8.49000	2.77000	13.88000	3.14000	2.15226	4	2
153.83000	7.23000	2.82000	15.20000	3.23000	2.84848	4	0
154.19000	10.93000	2.79000	16.34000	3.22000	2.28738	4	1
156.57000	6.61000	2.82000	15.03000	3.19000	2.68973	4	2
165.86000	7.16000	2.75000	13.23000	3.45000	2.25049	4	0
153.90000	7.72000	2.77000	22.48000	3.72000	3.39885	4	1
155.82000	5.68000	2.81000	16.00000	3.12000	2.33072	4	2
154.23000	8.91000	2.75000	18.40000	3.51000	3.27210	4	0
152.48000	7.06000	2.77000	13.84000	3.43000	3.85722	4	1
163.51000	8.42000	2.75000	11.23000	3.53000	2.77182	4	2
161.61000	11.10000	2.80000	20.61000	3.24000	2.46987	4	0
159.32000	4.02000	2.78000	20.08000	3.60000	3.35611	4	1
156.48000	9.06000	2.76000	22.20000	3.36000	2.07085	4	2
152.73000	7.50000	2.75000	21.75000	3.43000	3.12299	4	0
150.60000	4.54000	2.77000	16.87000	3.68000	3.20234	4	1
151.69000	3.49000	2.79000	14.15000	3.24000	3.17042	4	2
155.25000	5.07000	2.82000	18.85000	3.53000	2.95511	4	0
153.38000	4.88000	2.78000	18.88000	3.79000	2.60232	4	1
150.20000	4.96000	2.81000	24.83000	3.66000	2.72047	4	2
166.87000	7.38000	2.79000	13.97000	3.84000	2.42197	4	0
147.00000	4.86000	2.82000	12.86000	3.45000	3.21788	4	1
149.83000	6.15000	2.81000	18.27000	3.05000	2.93840	4	2
154.52000	6.11000	2.82000	11.51000	3.40000	3.29774	4	0
153.43000	8.23000	2.78000	2.24000	3.73000	2.43020	4	1
151.44000	9.43000	2.82000	22.87000	3.37000	2.51162	4	2
154.49000	4.83000	2.75000	22.43000	3.40000	2.41641	4	0
156.29000	9.79000	2.79000	23.87000	3.77000	2.38417	4	1
147.74000	6.71000	2.79000	20.46000	3.86000	2.65650	4	2
150.12000	4.84000	2.79000	23.41000	3.06000	3.17679	4	0
157.39000	5.73000	2.79000	16.94000	3.85000	2.49307	4	1
149.40000	3.82000	2.79000	17.02000	3.39000	3.56938	4	2
147.69000	7.13000	2.82000	23.89000	3.45000	3.27360	4	0
153.52000	5.85000	2.82000	16.30000	3.68000	3.21359	4	1
164.53000	9.87000	2.76000	21.67000	3.54000	2.18650	4	2
159.42000	10.89000	2.81000	19.05000	3.50000	2.62912	4	0
151.45000	4.22000	2.80000	22.68000	3.73000	2.88056	4	1
151.07000	5.66000	2.82000	12.52000	3.24000	2.75862	4	2
163.08000	11.11000	2.77000	14.00000	3.57000	2.40519	4	0
157.90000	8.72000	2.75000	19.74000	3.53000	2.21237	4	1
159.29000	11.21000	2.78000	21.40000	3.14000	2.49908	4	2
161.94000	9.47000	2.79000	22.36000	3.01000	2.34803	4	0
155.74000	9.08000	2.83000	11.51000	3.38000	2.59386	4	1
155.27000	5.72000	2.79000	19.78000	3.84000	2.30339	4	2
157.65000	9.00000	2.82000	23.79000	3.28000	2.53184	4	0
156.86000	10.39000	2.79000	19.96000	3.76000	2.33228	4	1
148.05000	4.91000	2.81000	21.43000	3.37000	3.55710	4	2
151.67000	5.73000	2.82000	22.79000	3.26000	2.40657	4	0
159.27000	12.16000	2.78000	19.90000	3.41000	2.41619	4	1
155.41000	7.00000	2.76000	23.10000	3.03000	2.68819	4	2
151.09000	6.64000	2.74000	12.84000	3.32000	2.77596	4	0
143.92000	6.66000	2.82000	17.08000	3.68000	3.06972	4	1
156.64000	7.32000	2.83000	15.83000	3.49000	2.81295	4	2
161.39000	8.66000	2.81000	11.25000	3.74000	2.33371	4	0
154.96000	7.16000	2.83000	23.25000	3.32000	2.80279	4	1
151.70000	3.93000	2.80000	11.39000	3.69000	3.17920	4	2
156.81000	10.87000	2.76000	21.26000	3.33000	2.14700	4	0
157.91000	7.02000	2.76000	23.73000	3.03000	3.01968	4	1
160.79000	11.71000	2.77000	13.12000	3.36000	2.18427	4	2
146.63000	4.47000	2.81000	16.85000	3.70000	3.27893	4	0
152.26000	5.56000	2.82000	21.91000	3.51000	3.39176	4	1
151.92000	4.26000	2.77000	13.30000	3.58000	3.54880	4	2
158.04000	7.73000	2.83000	12.96000	3.52000	2.26345	4	0
154.12000	4.09000	2.80000	16.51000	3.74000	3.34173	4	1
166.06000	10.24000	2.81000	10.30000	3.62000	2.04391	4	2
151.83000	8.25000	2.75000	21.47000	3.08000	2.96943	4	0
147.40000	5.43000	2.81000	18.49000	3.80000	2.80878	4	1
152.29000	5.92000	2.82000	17.07000	3.25000	3.56899	4	2
152.42000	6.44000	2.83000	16.25000	3.33000	2.45637	4	0
163.41000	3.83000	2.76000	14.94000	3.59000	3.20741	4	1
152.56000	4.18000	2.77000	17.57000	3.65000	3.49334	4	2
162.90000	7.65000	2.74000	13.90000	3.40000	2.61645	4	0
156.00000	8.78000	2.76000	16.00000	2.96000	2.83217	4	1
166.45000	10.36000	2.81000	8.87000	3.56000	1.99515	4	2
159.67000	8.31000	2.77000	12.50000	3.71000	1.73759	4	0
150.53000	2.91000	2.80000	16.43000	3.67000	3.09870	4	1
154.32000	3.33000	2.77000	18.20000	3.71000	2.48918	4	2
151.27000	6.17000	2.83000	22.37000	3.33000	3.24374	4	0
160.74000	3.29000	2.76000	13.38000	3.60000	3.12447	4	1
151.63000	4.88000	2.79000	17.12000	3.89000	2.85096	4	2
156.75000	7.25000	2.81000	20.57000	3.83000	3.28514	4	0
151.58000	8.23000	2.83000	17.80000	3.44000	2.93939	4	1
158.39000	11.95000	2.80000	16.74000	3.18000	2.29552	4	2
158.85000	9.81000	2.75000	9.59000	3.40000	2.14635	4	0
162.68000	5.43000	2.79000	13.51000	2.91000	3.07298	4	1
156.62000	11.27000	2.81000	22.53000	3.40000	2.07375	4	2
153.74000	7.67000	2.83000	13.03000	3.49000	2.46888	4	0
162.14000	6.82000	2.76000	11.24000	2.96000	2.41823	4	1
159.13000	7.87000	2.79000	20.80000	3.42000	4.20208	4	2
156.13000	7.73000	2.83000	19.03000	3.27000	3.02062	4	0
148.13000	4.43000	2.81000	19.69000	3.49000	3.82497	4	1
143.37000	6.38000	2.82000	15.68000	3.73000	3.15552	4	2
154.61000	4.92000	2.75000	16.26000	3.08000	2.81711	4	0
144.71000	4.01000	2.81000	15.72000	3.40000	3.76915	4	1
172.84000	11.09000	2.80000	11.26000	3.37000	1.89470	4	2
160.54000	9.17000	2.80000	13.22000	2.98000	1.95569	4	0
156.36000	2.15000	2.78000	19.17000	3.44000	3.40904	4	1
154.31000	6.96000	2.84000	21.16000	3.28000	2.87606	4	2
156.25000	3.48000	2.82000	16.90000	3.52000	3.44864	4	0
150.36000	4.32000	2.81000	10.97000	3.62000	3.53889	4	1
164.50000	9.16000	2.78000	15.07000	3.03000	1.76864	4	2
153.36000	5.72000	2.74000	16.38000	3.17000	3.19341	4	0
162.00000	3.83000	2.79000	8.98000	3.67000	3.68966	4	1
161.49000	3.93000	2.79000	8.98000	3.69000	3.68251	4	2
153.58000	5.12000	2.83000	17.90000	3.31000	2.54798	4	0
151.78000	5.63000	2.80000	19.95000	3.92000	3.28512	4	1
156.67000	11.36000	2.82000	20.55000	3.34000	2.09276	4	2
162.23000	8.72000	2.77000	14.19000	2.97000	1.87628	4	0
153.28000	10.72000	2.83000	14.77000	3.45000	3.02431	4	1
149.45000	6.16000	2.82000	13.73000	3.86000	3.19484	4	2
157.93000	7.07000	2.84000	12.59000	3.59000	2.64290	4	0
154.60000	3.23000	2.78000	11.30000	3.75000	3.45120	4	1
169.18000	6.36000	2.84000	20.40000	3.60000	2.79820	4	2
160.75000	7.74000	2.74000	19.96000	3.21000	2.77071	4	0
154.47000	10.43000	2.74000	16.89000	3.46000	2.14894	4	1
161.26000	3.45000	2.78000	20.13000	3.83000	3.30065	4	2
150.86000	3.33000	2.79000	13.14000	3.64000	3.78353	4	0
156.72000	2.51000	2.78000	13.13000	3.33000	3.73730	4	1
151.00000	5.26000	2.74000	14.93000	3.40000	3.45124	4	2
164.92000	9.06000	2.75000	15.66000	3.30000	1.73751	4	0
152.55000	11.46000	2.80000	13.20000	3.01000	3.16651	4	1
168.13000	9.75000	2.83000	18.71000	3.27000	2.99839	4	2
156.16000	3.13000	2.77000	24.61000	3.01000	3.06243	4	0
170.35000	10.72000	2.81000	11.56000	3.22000	1.87023	4	1
151.75000	3.31000	2.78000	13.76000	3.81000	3.44532	4	2
154.53000	8.42000	2.81000	17.34000	3.96000	3.03651	4	0
155.08000	6.29000	2.75000	13.57000	2.93000	2.48959	4	1
152.23000	4.04000	2.83000	17.25000	3.36000	3.00798	4	2
158.40000	11.93000	2.82000	17.99000	3.49000	2.05096	4	0
147.23000	4.80000	2.82000	16.18000	3.15000	3.63076	4	1
157.14000	4.78000	2.80000	23.20000	3.93000	2.20377	4	2
154.86000	7.14000	2.80000	12.37000	3.94000	3.62858	4	0
164.91000	3.56000	2.74000	9.71000	3.27000	2.56336	4	1
171.11000	9.68000	2.75000	12.23000	3.13000	2.11099	4	2
155.18000	4.98000	2.84000	12.95000	3.28000	2.63196	4	0
151.35000	2.48000	2.77000	15.44000	3.65000	3.52987	4	1
153.08000	6.75000	2.83000	19.25000	3.87000	2.45665	4	2
154.45000	3.32000	2.81000	22.09000	3.66000	3.72716	4	0
163.98000	11.80000	2.78000	22.84000	3.78000	2.02547	4	1
170.51000	10.11000	2.75000	20.58000	3.23000	1.80161	4	2
158.63000	6.31000	2.74000	12.25000	3.06000	2.54243	4	0
179.15000	8.77000	2.82000	12.19000	3.81000	2.16681	4	1
143.43000	3.92000	2.82000	10.99000	3.61000	3.65959	4	2
160.78000	13.12000	2.78000	19.04000	3.10000	2.38498	4	0
161.08000	9.04000	2.73000	9.71000	3.31000	2.12769	4	1
172.86000	12.13000	2.77000	14.17000	3.71000	2.11200	4	2
188.60000	10.55000	2.77000	24.82000	3.14000	2.13456	4	0
155.92000	11.17000	2.82000	16.65000	3.77000	2.54673	4	1
165.12000	9.71000	2.75000	16.00000	3.21000	1.75572	4	2
157.05000	6.97000	2.81000	10.78000	4.00000	2.47013	4	0
151.68000	3.62000	2.82000	14.95000	3.52000	3.92013	4	1
144.14000	5.73000	2.83000	13.18000	3.65000	3.47273	4	2
149.73000	1.42000	2.80000	9.67000	3.56000	3.48029	4	0
167.60000	9.75000	2.74000	15.28000	3.46000	1.67806	4	1
155.23000	5.89000	2.84000	18.46000	3.61000	3.00791	4	2
152.37000	6.92000	2.73000	19.44000	3.12000	2.55826	4	0
150.73000	4.54000	2.84000	17.19000	3.34000	3.44400	4	1
151.90000	2.71000	2.79000	11.44000	3.80000	3.66964	4	2
162.07000	6.14000	2.73000	13.97000	3.22000	2.25612	4	0
169.11000	12.51000	2.79000	14.40000	3.11000	1.85884	4	1
157.10000	0.59000	2.78000	15.15000	3.56000	3.23855	4	2
181.98000	10.56000	2.74000	15.93000	3.43000	2.20115	4	0
153.44000	4.65000	2.84000	24.04000	3.34000	3.51968	4	1
174.74000	12.87000	2.79000	9.59000	3.36000	1.77503	4	2
157.78000	8.38000	2.73000	17.48000	3.00000	2.65616	4	0
171.31000	13.04000	2.77000	9.68000	3.45000	1.82756	4	1
166.08000	13.79000	2.78000	23.12000	3.18000	2.26453	4	2
154.20000	1.34000	2.80000	19.02000	3.58000	3.72814	4	0
161.36000	9.03000	2.73000	21.17000	3.24000	1.86195	4	1
155.85000	5.52000	2.75000	15.94000	2.86000	2.50372	4	2
161.51000	12.41000	2.82000	9.76000	3.59000	1.85107	4	0
153.58000	4.10000	2.84000	15.03000	3.50000	3.56931	4	1
155.82000	13.25000	2.76000	23.24000	3.34000	2.08824	4	2
154.77000	1.64000	2.80000	21.36000	3.37000	3.95394	4	0
152.06000	1.91000	2.79000	23.25000	3.80000	3.56803	4	1
154.90000	3.75000	2.84000	23.39000	3.34000	3.09970	4	2
154.43000	1.88000	2.75000	10.63000	3.15000	3.27698	4	0
159.11000	3.04000	2.77000	17.96000	2.87000	2.18156	4	1
154.73000	4.36000	2.81000	16.72000	3.92000	3.69449	4	2
154.41000	2.68000	2.78000	12.90000	3.53000	4.28317	4	0
157.37000	11.47000	2.84000	12.53000	3.36000	2.13220	4	1
157.01000	2.19000	2.80000	18.56000	3.90000	3.39027	4	2
154.51000	2.89000	2.84000	18.27000	3.36000	3.34734	4	0
160.59000	9.31000	2.73000	14.75000	3.04000	2.22691	4	1
150.55000	5.94000	2.85000	18.74000	3.48000	3.23125	4	2
155.94000	10.57000	2.74000	14.11000	3.12000	1.74562	4	0
153.72000	5.01000	2.85000	17.28000	3.41000	2.86229	4	1
152.16000	8.36000	2.86000	12.62000	3.47000	2.62803	4	2
160.87000	12.03000	2.74000	16.67000	3.24000	1.95424	4	0
159.98000	1.45000	2.80000	10.86000	3.78000	3.69243	4	1
152.65000	1.44000	2.79000	14.56000	3.24000	4.08308	4	2
160.63000	14.18000	2.76000	20.36000	3.37000	1.91471	4	0
159.10000	5.60000	2.83000	20.90000	4.02000	3.03947	4	1
152.26000	7.99000	2.72000	19.75000	3.01000	2.84262	4	2
150.01000	2.37000	2.78000	13.04000	3.78000	4.06675	4	0
168.94000	12.46000	2.76000	19.86000	3.00000	1.84590	4	1
166.57000	14.24000	2.76000	17.29000	3.54000	2.03611	4	2
148.82000	3.08000	2.82000	14.19000	3.51000	4.28169	4	0
166.38000	10.93000	2.74000	10.35000	3.14000	1.57403	4	1
150.36000	4.29000	2.85000	16.65000	3.39000	3.79995	4	2
150.52000	1.85000	2.81000	12.24000	3.10000	3.95995	4	0
159.94000	14.36000	2.76000	11.08000	3.25000	1.89553	4	1
160.36000	4.94000	2.76000	17.39000	2.73000	1.85199	4	2
150.13000	3.79000	2.82000	15.10000	3.99000	3.68501	4	0
153.26000	1.14000	2.80000	13.70000	3.53000	4.21506	4	1
170.65000	9.44000	2.75000	10.23000	2.81000	1.76782	4	2
151.29000	2.12000	2.77000	15.91000	2.77000	2.74255	4	0
158.67000	10.45000	2.74000	19.65000	2.79000	2.36579	4	1
152.10000	4.02000	2.78000	12.14000	3.75000	4.62595	4	2
164.64000	10.62000	2.85000	17.36000	3.53000	2.13008	4	0
150.05000	2.78000	2.81000	10.99000	3.46000	4.55605	4	1
152.01000	2.39000	2.83000	9.72000	3.93000	3.29381	4	2
172.07000	9.37000	2.72000	13.79000	3.10000	2.15561	4	0
147.26000	9.14000	2.85000	15.52000	3.83000	2.80144	4	1
152.78000	2.45000	2.77000	12.64000	3.68000	4.53884	4	2
156.05000	1.70000	2.76000	12.89000	3.43000	4.35858	4	0
153.29000	6.85000	2.86000	22.14000	3.72000	2.35652	4	1
169.07000	9.01000	2.72000	14.47000	3.01000	2.28972	4	2
187.15000	14.69000	2.77000	17.87000	3.64000	2.11113	4	0
150.31000	1.93000	2.78000	14.29000	3.85000	4.32160	4	1
157.51000	16.45000	2.78000	17.09000	3.58000	2.62288	4	2
158.50000	15.17000	2.78000	16.37000	2.92000	2.27501	4	0
156.82000	0.86000	2.77000	10.37000	3.32000	4.44323	4	1
153.63000	1.72000	2.79000	14.92000	3.93000	4.21710	4	2
165.10000	15.20000	2.79000	19.66000	3.04000	1.73727	4	0
164.74000	14.40000	2.75000	10.06000	3.24000	1.67357	4	1
153.61000	11.14000	2.86000	13.33000	3.77000	2.55513	4	2
171.01000	15.22000	2.76000	10.05000	3.14000	1.82866	4	0
173.02000	11.31000	2.71000	12.05000	3.11000	2.28603	4	1
159.30000	8.18000	2.71000	11.92000	2.96000	2.43080	4	2
161.81000	14.55000	2.77000	16.43000	2.83000	1.90401	4	0
157.46000	9.34000	2.70000	19.55000	3.12000	2.08711	4	1
169.88000	13.86000	2.73000	18.80000	3.22000	1.89982	4	2
159.42000	7.67000	2.73000	13.25000	2.65000	1.94186	4	0
168.37000	13.02000	2.72000	13.80000	3.13000	1.90331	4	1
162.11000	11.28000	2.71000	14.68000	2.95000	2.15921	4	2
164.19000	8.27000	2.70000	14.96000	2.92000	2.42282	4	0
159.67000	12.59000	2.72000	15.70000	2.97000	2.05542	4	1
165.37000	11.53000	2.71000	9.94000	2.91000	2.39679	4	2
172.20000	17.20000	2.76000	16.91000	3.44000	1.75603	4	0
153.72000	2.46000	2.85000	14.21000	4.05000	3.92269	4	1
156.25000	5.25000	2.70000	23.60000	2.92000	2.28244	4	2
173.52000	10.74000	2.70000	17.16000	3.03000	1.96388	4	0
163.92000	16.39000	2.73000	15.22000	3.13000	1.76790	4	1
160.62000	10.60000	2.69000	13.65000	3.07000	2.61922	4	2
159.85000	2.91000	2.87000	23.24000	3.96000	3.80114	4	0
160.84000	16.83000	2.72000	17.53000	3.09000	1.86136	4	1
158.99000	8.82000	2.69000	19.36000	2.79000	2.87269	4	2
170.96000	0.53000	2.87000	14.74000	3.50000	4.62222	4	0
170.47000	8.39000	2.67000	14.31000	2.95000	2.41165	4	1
147.33000	11.87000	2.89000	13.31000	4.01000	2.46175	4	2
164.49000	12.62000	2.68000	11.47000	2.88000	1.56265	4	0
157.35000	4.28000	2.67000	15.51000	2.83000	2.05831	4	1
168.15000	12.60000	2.67000	9.54000	2.84000	1.49982	4	2
175.55000	14.77000	2.67000	15.39000	3.08000	1.70952	4	0
168.95000	16.63000	2.68000	14.12000	3.07000	1.24650	4	1
154.38000	2.39000	2.91000	19.05000	3.96000	4.55663	4	2
169.95000	14.33000	2.66000	15.79000	2.63000	1.79525	4	0
185.98000	22.74000	2.68000	11.88000	3.03000	1.25551	4	1
164.53000	9.29000	2.81000	54.48000	3.40000	2.51793	5	2
166.64000	9.51000	2.80000	59.92000	3.34000	2.34441	5	0
163.80000	8.73000	2.81000	53.25000	3.53000	2.52107	5	1
174.57000	9.40000	2.81000	62.14000	3.35000	2.35209	5	2
154.89000	8.34000	2.79000	59.62000	3.41000	2.48394	5	0
164.66000	12.13000	2.81000	56.84000	3.33000	2.54213	5	1
158.43000	11.31000	2.81000	54.92000	3.45000	2.77721	5	2
163.16000	10.87000	2.82000	56.06000	3.56000	2.45550	5	0
158.65000	7.99000	2.83000	52.50000	3.39000	2.57950	5	1
169.73000	10.05000	2.82000	62.22000	3.59000	2.41867	5	2
156.48000	10.34000	2.81000	56.51000	3.37000	2.14603	5	0
172.61000	10.35000	2.80000	57.77000	3.62000	2.36178	5	1
158.04000	7.75000	2.81000	49.31000	3.51000	2.49349	5	2
176.11000	11.20000	2.79000	62.04000	3.30000	2.36953	5	0
168.47000	9.90000	2.79000	52.75000	3.62000	2.49597	5	1
165.96000	8.86000	2.84000	49.87000	3.38000	2.54403	5	2
157.75000	10.17000	2.80000	43.53000	3.52000	2.58904	5	0
