,authors,authors_orgn,journal,key,keywords,refer_key,title,url,year
80,张金亮|沈凤|,江汉石油学院|江汉石油学院 荆州 434102|,矿物岩石,4274a1ee-833e-11e8-beaf-408d5c0cc128,成岩作用|成岩相|储层特征|东濮凹陷|,,东濮凹陷桥口地区沙三段碎屑岩成岩作用与储层特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.1990-01-007,1990
81,张金亮|寿建峰|赵澂林|袁政文|,江汉石油学院|江汉石油学院 湖北沙市|,沉积学报,45728682-833e-11e8-8424-408d5c0cc128,湖泊风暴岩|重力流变形构造|冲刷-充填构造|生物活动|漫溢沉积微相|末稍沉积微相|,4274a1ee-833e-11e8-beaf-408d5c0cc128,东濮凹陷沙三段的风暴沉积,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.1990-01-007,1988
82,金强|黄醒汉|,华东石油学院石油地质教研室|华东石油学院石油地质教研室 八四届研究生|,华东石油学院学报(自然科学版),47012a28-833e-11e8-879f-408d5c0cc128,,4274a1ee-833e-11e8-beaf-408d5c0cc128,东濮凹陷早第三纪盐湖成因的探讨——一种深水成因模式,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.1990-01-007,1985
83,张金亮|寿建峰|赵澂林|袁政文|,江汉石油学院|江汉石油学院 湖北沙市|,沉积学报,4a0911d0-833e-11e8-bcde-408d5c0cc128,湖泊风暴岩|重力流变形构造|冲刷-充填构造|生物活动|漫溢沉积微相|末稍沉积微相|,4274a1ee-833e-11e8-beaf-408d5c0cc128,东濮凹陷沙三段的风暴沉积,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.1990-01-007,1988
84,金强|黄醒汉|,华东石油学院石油地质教研室|华东石油学院石油地质教研室 八四届研究生|,华东石油学院学报(自然科学版),4b903086-833e-11e8-aaca-408d5c0cc128,,4274a1ee-833e-11e8-beaf-408d5c0cc128,东濮凹陷早第三纪盐湖成因的探讨——一种深水成因模式,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:KWYS.0.1990-01-007,1985
85,张金亮|寿建峰|赵澂林|袁政文|,江汉石油学院|江汉石油学院 湖北沙市|,沉积学报,4e8aa25c-833e-11e8-a3d2-408d5c0cc128,湖泊风暴岩|重力流变形构造|冲刷-充填构造|生物活动|漫溢沉积微相|末稍沉积微相|,,东濮凹陷沙三段的风暴沉积,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:CJXB.0.1988-01-005,1988
86,俞惠隆|张金亮|徐伦勋|,江汉石油学院|,石油与天然气地质,5181a480-833e-11e8-9ee4-408d5c0cc128,稀土元素|地球化学|沙河街组|东濮凹陷|,,东濮凹陷沙河街组泥岩的稀土元素地球化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYYT.0.1990-02-005,1990
87,郑浚茂|王德发|孙永传|,武汉地质学院北京研究生部|,沉积学报,54774ac8-833e-11e8-b1f4-408d5c0cc128,,5181a480-833e-11e8-9ee4-408d5c0cc128,东濮断陷盐湖盆地下第三系砂体类型及沉积模式,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYYT.0.1990-02-005,1984
88,郑浚茂|王德发|孙永传|,武汉地质学院北京研究生部|,沉积学报,5766179e-833e-11e8-b599-408d5c0cc128,,5181a480-833e-11e8-9ee4-408d5c0cc128,东濮断陷盐湖盆地下第三系砂体类型及沉积模式,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYYT.0.1990-02-005,1984
89,张鑫|张金亮|,中国海洋大学地球科学学院|中国海洋大学地球科学学院 山东青岛266003|,地质科学,5b2f8970-833e-11e8-991d-408d5c0cc128,砂岩|沉积地球化学|物源区|沙河街组四段|东营凹陷南坡|,,东营凹陷南坡沙河街组四段砂岩地球化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2007
90,张克鑫|漆家福|林会喜|,中国石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司地质科学研究院 北京102249|山东东营257015|,地质科学,5e93bfee-833e-11e8-9363-408d5c0cc128,逆冲断层|埕岛—桩西—垦东潜山构造带|郯庐断裂带|中生代|鲁西济阳|,5b2f8970-833e-11e8-991d-408d5c0cc128,济阳地区埕岛—垦东构造带中生代的逆冲断层及其与郯庐断裂带的关系,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
91,张云峰|王清晨|李忠|,大庆石油学院勘探系|中国科学院地质与地球物理研究所|中国科学院地质与地球物理研究所 黑龙江大庆163318|北京100029|,地质科学,60daaec0-833e-11e8-bd2b-408d5c0cc128,奥陶系碳酸盐岩|储集层|成岩作用|济阳坳陷|鲁西隆起|,5b2f8970-833e-11e8-991d-408d5c0cc128,鲁西地区奥陶系碳酸盐岩储集特征及主控因素,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
92,张云峰|李忠|王清晨|孔庆友|,大庆石油学院勘探系黑龙江大庆|中国科学院地质与地球物理研究所|南京大学地球科学系 163318|北京100029|南京210093|,地质科学,62cdceca-833e-11e8-8cbd-408d5c0cc128,碳酸盐岩|成岩作用|孔隙演化|奥陶系储集层|鲁西隆起区|,5b2f8970-833e-11e8-991d-408d5c0cc128,鲁西隆起区奥陶系碳酸盐岩成岩作用及其对储集性的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
93,于建国|李三忠|王金铎|王新红|路慎强|,中国石油化工集团公司胜利油田有限公司物探研究院山东东营|中国海洋大学海洋地球科学学院|中国石油化工集团公司胜利石油管理局物探公司|中国石油化工集团公司胜利油田有限公司物探研究院 257022|山东青岛266003|山东东营257022|山东东营257100|,地质科学,64ae4f42-833e-11e8-a21a-408d5c0cc128,东营凹陷|中央隆起带|断裂|盐|底辟构造|构造演化|,5b2f8970-833e-11e8-991d-408d5c0cc128,东营凹陷盐底辟作用与中央隆起带断裂构造成因,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
94,刘震|戴立昌|赵阳|许晓明|张善文|蔡进功|,石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司|中国石油化工集团公司胜利油田有限公司 北京102249|山东东营257051|,地质科学,66eeaf80-833e-11e8-aae8-408d5c0cc128,地温—地压系统|异常压力|油气藏分布|济阳坳陷|,5b2f8970-833e-11e8-991d-408d5c0cc128,济阳坳陷地温—地压系统特征及其对油气藏分布的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
95,鲁洪波|姜在兴|,石油大学石油资源科学系|,石油大学学报(自然科学版),68888290-833e-11e8-adff-408d5c0cc128,伊犁盆地|稀土元素|地球化学特征|岩相古地理|,5b2f8970-833e-11e8-991d-408d5c0cc128,稀土元素地球化学分析在岩相古地理研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1999
96,赵振华|赵惠兰|柴之芳|马淑兰|毛雪瑛|马建国|周瑶琪|,中国科学院地球化学研究所|中国科学院高能物理研究所|中国科学院高能物理研究所 贵阳|北京|,中国科学(B辑 化学 生命科学 地学),6a19da7a-833e-11e8-af86-408d5c0cc128,浑江|奥陶系界线层型|无铰纲腕足类|,5b2f8970-833e-11e8-991d-408d5c0cc128,大阳岔寒武-奥陶系界线层型剖面的无铰纲及沉积岩微量元素地球化学,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1989
97,张克鑫|漆家福|林会喜|,中国石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司地质科学研究院 北京102249|山东东营257015|,地质科学,6d58a21e-833e-11e8-afdd-408d5c0cc128,逆冲断层|埕岛—桩西—垦东潜山构造带|郯庐断裂带|中生代|鲁西济阳|,5b2f8970-833e-11e8-991d-408d5c0cc128,济阳地区埕岛—垦东构造带中生代的逆冲断层及其与郯庐断裂带的关系,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
98,张云峰|王清晨|李忠|,大庆石油学院勘探系|中国科学院地质与地球物理研究所|中国科学院地质与地球物理研究所 黑龙江大庆163318|北京100029|,地质科学,70b7cfe8-833e-11e8-90e2-408d5c0cc128,奥陶系碳酸盐岩|储集层|成岩作用|济阳坳陷|鲁西隆起|,5b2f8970-833e-11e8-991d-408d5c0cc128,鲁西地区奥陶系碳酸盐岩储集特征及主控因素,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2006
99,张云峰|李忠|王清晨|孔庆友|,大庆石油学院勘探系黑龙江大庆|中国科学院地质与地球物理研究所|南京大学地球科学系 163318|北京100029|南京210093|,地质科学,7279fb2c-833e-11e8-9f25-408d5c0cc128,碳酸盐岩|成岩作用|孔隙演化|奥陶系储集层|鲁西隆起区|,5b2f8970-833e-11e8-991d-408d5c0cc128,鲁西隆起区奥陶系碳酸盐岩成岩作用及其对储集性的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
100,于建国|李三忠|王金铎|王新红|路慎强|,中国石油化工集团公司胜利油田有限公司物探研究院山东东营|中国海洋大学海洋地球科学学院|中国石油化工集团公司胜利石油管理局物探公司|中国石油化工集团公司胜利油田有限公司物探研究院 257022|山东青岛266003|山东东营257022|山东东营257100|,地质科学,743a5adc-833e-11e8-9630-408d5c0cc128,东营凹陷|中央隆起带|断裂|盐|底辟构造|构造演化|,5b2f8970-833e-11e8-991d-408d5c0cc128,东营凹陷盐底辟作用与中央隆起带断裂构造成因,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
101,刘震|戴立昌|赵阳|许晓明|张善文|蔡进功|,石油大学石油天然气成藏机理教育部重点实验室|中国石油化工集团公司胜利油田有限公司|中国石油化工集团公司胜利油田有限公司 北京102249|山东东营257051|,地质科学,762b52c6-833e-11e8-b3c9-408d5c0cc128,地温—地压系统|异常压力|油气藏分布|济阳坳陷|,5b2f8970-833e-11e8-991d-408d5c0cc128,济阳坳陷地温—地压系统特征及其对油气藏分布的控制作用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,2005
102,鲁洪波|姜在兴|,石油大学石油资源科学系|,石油大学学报(自然科学版),77afc352-833e-11e8-b888-408d5c0cc128,伊犁盆地|稀土元素|地球化学特征|岩相古地理|,5b2f8970-833e-11e8-991d-408d5c0cc128,稀土元素地球化学分析在岩相古地理研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1999
103,赵振华|赵惠兰|柴之芳|马淑兰|毛雪瑛|马建国|周瑶琪|,中国科学院地球化学研究所|中国科学院高能物理研究所|中国科学院高能物理研究所 贵阳|北京|,中国科学(B辑 化学 生命科学 地学),79360ba8-833e-11e8-9731-408d5c0cc128,浑江|奥陶系界线层型|无铰纲腕足类|,5b2f8970-833e-11e8-991d-408d5c0cc128,大阳岔寒武-奥陶系界线层型剖面的无铰纲及沉积岩微量元素地球化学,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:DZKX.0.2007-02-005,1989
104,杨子成|张金亮|,中国海洋大学海洋地球科学学院|中国海洋大学海洋地球科学学院 山东青岛266100|,中国海洋大学学报(自然科学版),7db0bbd0-833e-11e8-af70-408d5c0cc128,原油|生物标志物|油源对比|母源输入|东营凹陷|,,东营凹陷南斜坡原油生物标志物特征和油源对比,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2008
105,任拥军|周瑶琪|查明|金强|,中国石油大学地球资源与信息学院|中国石油大学地球资源与信息学院 山东东营257061|,中国石油大学学报(自然科学版),80e9610a-833e-11e8-8350-408d5c0cc128,东营凹陷|古近系|烃源岩|成熟度|,7db0bbd0-833e-11e8-af70-408d5c0cc128,东营凹陷古近系烃源岩成熟度特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2006
106,宋明水|,中国石油化工胜利油田分公司勘探项目管理部 山东东营　257001|,矿物岩石,82ad62e4-833e-11e8-9cbe-408d5c0cc128,东营凹陷|沉积环境|地球化学|微量元素|常量元素|同位素|,7db0bbd0-833e-11e8-af70-408d5c0cc128,东营凹陷南斜坡沙四段沉积环境的地球化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2005
107,朱光有|金强|,石油大学地球资源与信息学院|石油大学地球资源与信息学院 山东东营257061|,沉积学报,8492b450-833e-11e8-900e-408d5c0cc128,优质烃源岩|东营凹陷|沙河街组|缺氧环境|古生产力|,7db0bbd0-833e-11e8-af70-408d5c0cc128,东营凹陷两套优质烃源岩层地质地球化学特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2003
108,谭丽娟|蒋有录|苏成义|梁书义|,石油大学地球资源与信息学院|胜利油田股份公司|胜利油田股份公司 山东东营257061|山东东营257015|,石油大学学报(自然科学版),867e083a-833e-11e8-b38a-408d5c0cc128,东营凹陷|烃源岩|原油|生物标志化合物|油源特征|,7db0bbd0-833e-11e8-af70-408d5c0cc128,东营凹陷博兴地区烃源岩和油源特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2002
109,任拥军|周瑶琪|查明|金强|,中国石油大学地球资源与信息学院|中国石油大学地球资源与信息学院 山东东营257061|,中国石油大学学报(自然科学版),8996ae76-833e-11e8-a7bf-408d5c0cc128,东营凹陷|古近系|烃源岩|成熟度|,7db0bbd0-833e-11e8-af70-408d5c0cc128,东营凹陷古近系烃源岩成熟度特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2006
110,宋明水|,中国石油化工胜利油田分公司勘探项目管理部 山东东营　257001|,矿物岩石,8b55b400-833e-11e8-b94b-408d5c0cc128,东营凹陷|沉积环境|地球化学|微量元素|常量元素|同位素|,7db0bbd0-833e-11e8-af70-408d5c0cc128,东营凹陷南斜坡沙四段沉积环境的地球化学特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:QDHY.0.2008-03-019,2005
111,宋明水|李存磊|张金亮|,中国石化胜利油田公司勘探项目部|北京师范大学资源学院|,石油学报,8e367dec-833e-11e8-bb33-408d5c0cc128,事件沉积|米兰科维奇旋回|砂砾岩|层序地层|沉积期次|,,东营凹陷盐家地区砂砾岩体沉积期次精细划分与对比,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2012
112,石玉江|肖亮|毛志强|郭浩鹏|,西北大学地质学系|中国石油长庆油田公司勘探开发研究院|中国石油大学油气资源与探测国家重点实验室|中国石油大学地球探测与信息技术北京市重点实验室|,石油学报,91a24d34-833e-11e8-90b9-408d5c0cc128,低渗透砂岩|成岩相|中子-密度视石灰岩孔隙度差|储层类型|产能级别|,8e367dec-833e-11e8-bb33-408d5c0cc128,低渗透砂岩储层成岩相测井识别方法及其地质意义——以鄂尔多斯盆地姬塬地区长8段储层为例,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2011
113,李存磊|张金亮|宋明水|史超群|石宁|刘婷|,北京师范大学资源学院|中石化胜利油田分公司勘探项目部|中国海洋大学海洋地球科学学院|,地质学报,93fa439c-833e-11e8-ba7a-408d5c0cc128,砂砾岩体|成像测井|沉积旋回|层序地层|东营凹陷|,8e367dec-833e-11e8-bb33-408d5c0cc128,基于沉积相反演的砂砾岩体沉积期次精细划分与对比——以东营凹陷盐家地区古近系沙四段上亚段为例,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2011
114,鲜本忠|王永诗|,中国石油大学油气资源与探测国家重点实验室|中国石油大学资源与信息学院|中石化胜利油田地质科学研究院|,中国石油大学学报(自然科学版),95f53a0a-833e-11e8-92dd-408d5c0cc128,小波变换|测井信号|沉积基准面|层序地层|砂砾岩|车镇凹陷|,8e367dec-833e-11e8-bb33-408d5c0cc128,基于小波变换基准面恢复的砂砾岩期次划分与对比,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2008
115,严德天|王华|王清晨|,中国科学院地质与地球物理所|中国地质大学资源学院|中国科学院地质与地球物理所 北京100029中国地质大学资源学院湖北武汉430074|,石油学报,97cb3e12-833e-11e8-b890-408d5c0cc128,中国东部|断陷盆地|第三系|幕式构造旋回|层序地层|,8e367dec-833e-11e8-bb33-408d5c0cc128,中国东部第三系典型断陷盆地幕式构造旋回及层序地层特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2008
116,姚益民|徐道一|张海峰|韩延本|张守鹏|尹志强|李保利|何青芳|边雪梅|,中石化胜利油田有限公司地质科学研究院|中国地震局地质研究所|中国科学院国家天文台|,地层学杂志,99ccccf4-833e-11e8-8932-408d5c0cc128,天文地层|不整合|古近系|新近系|第四系|东营凹陷|山东|,8e367dec-833e-11e8-bb33-408d5c0cc128,山东东营凹陷新生代天文地层表简介,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2007
117,孙怡|鲜本忠|林会喜|,中国石油大学(华东)地球资源与信息学院|中国石油大学(北京)地球资源与信息学院|胜利油田有限公司地质科学研究院 山东省东营市胜利油田有限公司地质科学研究院|257015|,石油地球物理勘探,9ba7aa46-833e-11e8-a94f-408d5c0cc128,砂砾岩体|小波变换|沉积旋回|内部结构|测井信息|车镇凹陷|,8e367dec-833e-11e8-bb33-408d5c0cc128,断陷湖盆陡坡带砂砾岩体沉积期次的划分技术,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2007
118,陈刚|戴俊生|叶兴树|荣磊|梁颖|,中国科学院研究生院|江苏油田试采一厂|中国石油大学地球资源与信息学院|胜利油田有限公司东辛采油厂|胜利油田有限公司东辛采油厂 北京100049|,西南石油大学学报,9d9b54f6-833e-11e8-945c-408d5c0cc128,断层落差|生长指数|断陷盆地|生长断层|对比研究|,8e367dec-833e-11e8-bb33-408d5c0cc128,生长指数与断层落差的对比研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2007
119,石广玉|刘玉芝|,中国科学院大气物理研究所|中国科学院大气物理研究所 北京100029|中国科学院研究生院|北京100039|,地球科学进展,9f168b2e-833e-11e8-aff3-408d5c0cc128,米兰科维奇理论|气候变化|冰期—间冰期旋回|,8e367dec-833e-11e8-bb33-408d5c0cc128,地球气候变化的米兰科维奇理论研究进展,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2006
120,谢锐杰|漆家福|王永诗|杨桥|,石油大学石油天然气成藏机理教育部重点实验室|中国石化胜利油田有限公司地质科学研究院|石油大学石油天然气成藏机理教育部重点实验室 北京　102249长江大学地球物理与石油资源学院湖北荆州　434023|北京　102249|山东东营　257015|,石油实验地质,a0e6b8d0-833e-11e8-90ec-408d5c0cc128,构造演化|古构造图|新生代|东营凹陷北部|渤海湾盆地|,8e367dec-833e-11e8-bb33-408d5c0cc128,渤海湾盆地东营凹陷北部地区新生代构造演化特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2004
121,郑兴平|罗平|,石油勘探开发研究院杭州地质研究所|石油勘探开发研究院 北京|,天然气勘探与开发,a2ba1b4a-833e-11e8-9f6a-408d5c0cc128,飞仙关组|米兰科维奇理论|频谱分析|钍钾比|离心率|基准面|地层划分|,8e367dec-833e-11e8-bb33-408d5c0cc128,川东渝北飞仙关组的米兰克维奇周期及其应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2004
122,石玉江|肖亮|毛志强|郭浩鹏|,西北大学地质学系|中国石油长庆油田公司勘探开发研究院|中国石油大学油气资源与探测国家重点实验室|中国石油大学地球探测与信息技术北京市重点实验室|,石油学报,a5fb6878-833e-11e8-94ab-408d5c0cc128,低渗透砂岩|成岩相|中子-密度视石灰岩孔隙度差|储层类型|产能级别|,8e367dec-833e-11e8-bb33-408d5c0cc128,低渗透砂岩储层成岩相测井识别方法及其地质意义——以鄂尔多斯盆地姬塬地区长8段储层为例,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2011
123,李存磊|张金亮|宋明水|史超群|石宁|刘婷|,北京师范大学资源学院|中石化胜利油田分公司勘探项目部|中国海洋大学海洋地球科学学院|,地质学报,a8297002-833e-11e8-a00c-408d5c0cc128,砂砾岩体|成像测井|沉积旋回|层序地层|东营凹陷|,8e367dec-833e-11e8-bb33-408d5c0cc128,基于沉积相反演的砂砾岩体沉积期次精细划分与对比——以东营凹陷盐家地区古近系沙四段上亚段为例,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2011
124,鲜本忠|王永诗|,中国石油大学油气资源与探测国家重点实验室|中国石油大学资源与信息学院|中石化胜利油田地质科学研究院|,中国石油大学学报(自然科学版),a9ed8262-833e-11e8-979d-408d5c0cc128,小波变换|测井信号|沉积基准面|层序地层|砂砾岩|车镇凹陷|,8e367dec-833e-11e8-bb33-408d5c0cc128,基于小波变换基准面恢复的砂砾岩期次划分与对比,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2008
125,严德天|王华|王清晨|,中国科学院地质与地球物理所|中国地质大学资源学院|中国科学院地质与地球物理所 北京100029中国地质大学资源学院湖北武汉430074|,石油学报,abc2a312-833e-11e8-ad82-408d5c0cc128,中国东部|断陷盆地|第三系|幕式构造旋回|层序地层|,8e367dec-833e-11e8-bb33-408d5c0cc128,中国东部第三系典型断陷盆地幕式构造旋回及层序地层特征,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2008
126,姚益民|徐道一|张海峰|韩延本|张守鹏|尹志强|李保利|何青芳|边雪梅|,中石化胜利油田有限公司地质科学研究院|中国地震局地质研究所|中国科学院国家天文台|,地层学杂志,ad8335c0-833e-11e8-9939-408d5c0cc128,天文地层|不整合|古近系|新近系|第四系|东营凹陷|山东|,8e367dec-833e-11e8-bb33-408d5c0cc128,山东东营凹陷新生代天文地层表简介,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2007
127,孙怡|鲜本忠|林会喜|,中国石油大学(华东)地球资源与信息学院|中国石油大学(北京)地球资源与信息学院|胜利油田有限公司地质科学研究院 山东省东营市胜利油田有限公司地质科学研究院|257015|,石油地球物理勘探,af5b7528-833e-11e8-a1b9-408d5c0cc128,砂砾岩体|小波变换|沉积旋回|内部结构|测井信息|车镇凹陷|,8e367dec-833e-11e8-bb33-408d5c0cc128,断陷湖盆陡坡带砂砾岩体沉积期次的划分技术,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2007
128,陈刚|戴俊生|叶兴树|荣磊|梁颖|,中国科学院研究生院|江苏油田试采一厂|中国石油大学地球资源与信息学院|胜利油田有限公司东辛采油厂|胜利油田有限公司东辛采油厂 北京100049|,西南石油大学学报,b11cf76e-833e-11e8-a1e8-408d5c0cc128,断层落差|生长指数|断陷盆地|生长断层|对比研究|,8e367dec-833e-11e8-bb33-408d5c0cc128,生长指数与断层落差的对比研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2007
129,石广玉|刘玉芝|,中国科学院大气物理研究所|中国科学院大气物理研究所 北京100029|中国科学院研究生院|北京100039|,地球科学进展,b29c0a00-833e-11e8-9101-408d5c0cc128,米兰科维奇理论|气候变化|冰期—间冰期旋回|,8e367dec-833e-11e8-bb33-408d5c0cc128,地球气候变化的米兰科维奇理论研究进展,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2006
130,谢锐杰|漆家福|王永诗|杨桥|,石油大学石油天然气成藏机理教育部重点实验室|中国石化胜利油田有限公司地质科学研究院|石油大学石油天然气成藏机理教育部重点实验室 北京　102249长江大学地球物理与石油资源学院湖北荆州　434023|北京　102249|山东东营　257015|,石油实验地质,b46aba80-833e-11e8-9843-408d5c0cc128,构造演化|古构造图|新生代|东营凹陷北部|渤海湾盆地|,8e367dec-833e-11e8-bb33-408d5c0cc128,渤海湾盆地东营凹陷北部地区新生代构造演化特征研究,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2004
131,郑兴平|罗平|,石油勘探开发研究院杭州地质研究所|石油勘探开发研究院 北京|,天然气勘探与开发,b63009ca-833e-11e8-825b-408d5c0cc128,飞仙关组|米兰科维奇理论|频谱分析|钍钾比|离心率|基准面|地层划分|,8e367dec-833e-11e8-bb33-408d5c0cc128,川东渝北飞仙关组的米兰克维奇周期及其应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2004
132,隋风贵|,中国石化胜利油田有限公司地质科学研究院 山东东营257015|中国矿业大学|北京100083|,石油与天然气地质,b979871c-833e-11e8-9161-408d5c0cc128,陡坡带|砂砾岩扇体|油藏类型|成藏动力学|成藏模式|断陷盆地|,8e367dec-833e-11e8-bb33-408d5c0cc128,断陷湖盆陡坡带砂砾岩扇体成藏动力学特征——以东营凹陷为例,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2003
133,李凤杰|王多云|郑希民|刘自亮|王峰|王志坤|李树同|,中科院兰州地质研究所|中科院兰州地质研究所 甘肃兰州730000|中科院兰州地质研究所气体地球化学国家重点实验室|甘肃兰州730000|,煤田地质与勘探,bbb06d46-833e-11e8-b280-408d5c0cc128,测井曲线|米兰科维奇旋回|快速傅立叶变换|延安组|鄂尔多斯盆地|,8e367dec-833e-11e8-bb33-408d5c0cc128,测井曲线频谱分析在含煤地层沉积旋回研究中的应用,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2003
134,王志刚|,中国石化胜利油田有限公司|,石油勘探与开发,bd94b75a-833e-11e8-88e5-408d5c0cc128,东营凹陷|陡坡带|沉积模式|构造岩相带|成藏模式|,8e367dec-833e-11e8-bb33-408d5c0cc128,东营凹陷北部陡坡构造岩相带油气成藏模式,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2003
135,刘传虎|,胜利石油管理局地球物理勘探开发公司!东营257100|,石油物探,bfbe1c9e-833e-11e8-91bf-408d5c0cc128,砂砾岩扇体|发育特征|地震描述技术|,8e367dec-833e-11e8-bb33-408d5c0cc128,砂砾岩扇体发育特征及地震描述技术,http://rss.cnki.net/rss/Getinfobydoi.aspx?doi=CNKI:SUN:SYXB.0.2012-05-007,2001
